Date,Game,StartTimeLocal,StartTimeUTC,Player,Team,Pos,Tier,Best_Drought_Market,Best_Drought,Best_Drought_Tag,Injury_Status,Injury_Type,Injury_Text,Injury_Return,Team_Out_Count,Injury_DFO_Score,Injury_Badge,Opp,Opp_Goalie,Opp_SV,Opp_GAA,Goalie_Weak,Opp_Goalie_Status,Opp_Goalie_Source,iXG%,iXA%,iXA_Source,TOI_per_game,TOI_Pct,StarScore,TalentMult,Talent_Tier,Is_Elite,Is_Star,team_5v5_SF60,team_5v5_xGF60,team_5v5_SF60_pct,team_5v5_xGF60_pct,Team_GF_L5,Team_GF_Avg_L5,Team_GF_Gate,Med10_SOG,Trim10_SOG,Avg5_SOG,ShotIntent,ShotIntent_Pct,L10_P,L10_G,L10_S,L5_G,L5_A,L10_A,i5v5_points60,i5v5_primaryAssists60,i5v5_shotAssists60,i5v5_iCF60,Assist_Volume,opp_5v5_xGA60,opp_5v5_HDCA60,opp_5v5_SlotSA60,Opp_DefWeak,v2_player_stability,v2_defense_vulnerability,Exp_P_10,Exp_G_10,Exp_S_10,Reg_Gap_P10,Reg_Gap_G10,Reg_Gap_S10,Reg_Heat_P,Reg_Heat_G,Reg_Heat_S,Exp_A_10,Reg_Gap_A10,Reg_Heat_A,Matrix_Points,Matrix_SOG,Matrix_Goal,Matrix_Assists,Conf_Points,Conf_SOG,Conf_Goal,Conf_Assists,Best_Market,Best_Conf,Drought_P,Drought_A,Drought_G,Drought_SOG,Line,Odds,Result,Best_Drought_Display,Play_Tag,Plays_Points,Plays_Assists,Assist_ProofCount,Assist_Why,Plays_SOG,SOG_ProofCount,SOG_Why
2026-01-14,PHI@BUF,6:30 PM,2026-01-15T00:30:00Z,Noah Ostlund,BUF,C,,GOAL,0,,Healthy,Unknown,,,7,0.0,,PHI,Dan Vladar,0.9071428571428571,2.416930910893748,23.8,Confirmed,dailyfaceoff_name_and_stats,46.3,40.5,A1+A2,781.19,32.5,41.5,0.985,NONE,False,False,27.189329563440232,2.5532523011202115,79.2,93.5,19,3.8,True,,,,0.0,32.1,,,,,,,1.737527971567724,0.6318283532973542,,,0.0,2.223586385649001,2.128094945774504,50.0,48.3,67.8,48.3,2.55,1.01,0.0,,,,COOL,COOL,COOL,1.54,,COOL,Red,Red,Red,Red,42,41,44,52,ASSISTS,52,,,,,,,,,,False,False,3,,False,1,
2026-01-14,SEA@NJD,6:00 PM,2026-01-15T00:00:00Z,Jamie Oleksiak,SEA,D,,GOAL,0,,Healthy,Unknown,,,2,0.0,,NJD,Jacob Markstrom,0.87893864013267,3.412543825477211,89.1,Confirmed,dailyfaceoff_name_and_stats,33.7,40.5,A1+A2,1005.55,59.8,41.3,0.984,NONE,False,False,23.396530859217428,2.0855183541750706,6.2,6.2,20,4.0,True,,,,0.0,32.1,,,,,,,0.7781680626857606,0.19454201567144014,,,0.0,2.5269210962979916,2.652056989185787,50.0,85.5,44.9,85.5,1.62,0.45,0.0,,,,COOL,COOL,COOL,1.17,,COOL,Red,Red,Red,Red,51,43,49,46,POINTS,51,,,,,,,,,,False,False,0,,False,1,
2026-01-14,VGK@LAK,9:00 PM,2026-01-15T03:00:00Z,Warren Foegele,LAK,L,,GOAL,0,,Healthy,Unknown,,,0,0.0,,VGK,Akira Schmid,0.8946360153256705,2.4893448496963755,43.0,Confirmed,dailyfaceoff_name_and_stats,69.7,25.9,A1+A2,874.59,42.6,49.0,0.998,NONE,False,False,26.511993413913107,2.3478202297646225,54.8,43.3,13,2.6,False,,,,0.0,32.1,,,,,,,0.9066705044254155,0.12952435777505936,,,0.0,2.1096333016132958,2.0713922145749883,50.0,29.2,47.2,29.2,2.45,1.91,0.0,,,,COOL,COOL,COOL,0.54,,COOL,FAIL_GF,Red,FAIL_GF,FAIL_GF,0,51,0,0,SOG,51,,,,,,,,,,False,False,0,,False,0,
2026-01-14,PHI@BUF,6:30 PM,2026-01-15T00:30:00Z,Rodrigo Abols,PHI,C,,GOAL,0,,Healthy,Unknown,,,3,0.0,,BUF,Ukko-Pekka Luukkonen,0.9042056074766355,2.6306409068225567,33.8,Likely,dailyfaceoff_name_and_stats,55.6,50.1,A1+A2,646.08,22.5,47.1,0.995,NONE,False,False,23.490894209126253,2.169292681263215,18.4,18.4,14,2.8,True,,,,0.0,32.1,,,,,,,1.0753147002346917,0.4608491572434393,,,0.0,2.4456566836209412,2.1021251747929375,50.0,55.2,53.7,55.2,2.93,1.15,0.0,,,,COOL,COOL,COOL,1.79,,COOL,Red,Red,Red,Red,47,46,51,48,GOAL,51,,,,,,,,,,False,False,1,,False,0,
2026-01-14,VGK@LAK,9:00 PM,2026-01-15T03:00:00Z,Jeremy Lauzon,VGK,D,,GOAL,0,,Healthy,Unknown,,,5,0.0,,LAK,Darcy Kuemper,0.9047619047619048,2.4862123738395208,29.0,Confirmed,dailyfaceoff_name_and_stats,26.7,50.1,A1+A2,992.03,57.4,41.0,0.984,NONE,False,False,26.051740544846968,2.4089229203089384,43.8,68.7,22,4.4,True,,,,0.0,32.1,,,,,,,0.802914281466062,0.13381904691101035,,,0.0,2.163529543838641,1.6704711297384276,50.0,30.3,45.3,30.3,2.73,0.44,0.0,,,,COOL,COOL,COOL,2.3,,COOL,Red,Red,Red,Red,46,30,32,51,ASSISTS,51,,,,,,,,,,False,False,1,,False,0,
2026-01-14,VGK@LAK,9:00 PM,2026-01-15T03:00:00Z,Colton Sissons,VGK,C,,GOAL,0,,Healthy,Unknown,,,5,0.0,,LAK,Darcy Kuemper,0.9047619047619048,2.4862123738395208,29.0,Confirmed,dailyfaceoff_name_and_stats,60.8,31.1,A1+A2,706.62,27.8,43.8,0.989,NONE,False,False,26.051740544846968,2.4089229203089384,43.8,68.7,22,4.4,True,,,,0.0,32.1,,,,,,,0.7477567298105683,0.14955134596211367,,,0.0,2.163529543838641,1.6704711297384276,50.0,30.3,44.4,30.3,2.04,1.3,0.0,,,,COOL,COOL,COOL,0.74,,COOL,Red,Red,Red,Red,33,45,51,40,GOAL,51,,,,,,,,,,False,False,1,,False,0,
2026-01-14,VGK@LAK,9:00 PM,2026-01-15T03:00:00Z,Reilly Smith,VGK,R,,GOAL,0,,Healthy,Unknown,,,5,0.0,,LAK,Darcy Kuemper,0.9047619047619048,2.4862123738395208,29.0,Confirmed,dailyfaceoff_name_and_stats,59.8,40.5,A1+A2,822.0,35.4,48.2,0.997,NONE,False,False,26.051740544846968,2.4089229203089384,43.8,68.7,22,4.4,True,,,,0.0,32.1,,,,,,,1.255273893789881,0.3765821681369643,,,0.0,2.163529543838641,1.6704711297384276,50.0,30.3,58.0,30.3,2.52,1.27,0.0,,,,COOL,COOL,COOL,1.25,,COOL,Red,Red,Red,Red,40,45,51,47,GOAL,51,,,,,,,,,,False,False,1,,False,0,
2026-01-14,VGK@LAK,9:00 PM,2026-01-15T03:00:00Z,Keegan Kolesar,VGK,R,,GOAL,0,,Healthy,Unknown,,,5,0.0,,LAK,Darcy Kuemper,0.9047619047619048,2.4862123738395208,29.0,Confirmed,dailyfaceoff_name_and_stats,41.3,50.1,A1+A2,660.25,23.9,40.9,0.984,NONE,False,False,26.051740544846968,2.4089229203089384,43.8,68.7,22,4.4,True,,,,0.0,32.1,,,,,,,1.0417420241626274,0.7813065181219706,,,0.0,2.163529543838641,1.6704711297384276,50.0,30.3,52.5,30.3,2.17,0.6,0.0,,,,COOL,COOL,COOL,1.57,,COOL,Red,Red,Red,Red,44,34,39,50,ASSISTS,50,,,,,,,,,,False,False,2,,False,0,
2026-01-14,SEA@NJD,6:00 PM,2026-01-15T00:00:00Z,Simon Nemec,NJD,D,,GOAL,0,,Healthy,Unknown,,,2,1.0,🟢 ROLE+,SEA,Philipp Grubauer,0.9243119266055045,2.2482116498240035,1.4,Confirmed,dailyfaceoff_name_and_stats,42.3,67.6,A1+A2,1198.03,83.3,59.3,1.017,NONE,False,False,27.627739314527666,2.3729473021685643,93.1,55.7,10,2.0,False,,,,0.0,32.1,,,,,,,1.1274342330030749,0.30748206354629315,,,0.0,2.5109587199139436,2.554793599569719,50.0,74.9,54.7,74.9,4.27,0.88,0.0,,,,COOL,COOL,COOL,3.39,,COOL,FAIL_GF,Red,FAIL_GF,FAIL_GF,0,50,0,0,SOG,50,,,,,,,,,,False,False,0,,False,2,
2026-01-14,PHI@BUF,6:30 PM,2026-01-15T00:30:00Z,Nikita Grebenkin,PHI,R,,GOAL,0,,Healthy,Unknown,,,3,0.0,,BUF,Ukko-Pekka Luukkonen,0.9042056074766355,2.6306409068225567,33.8,Likely,dailyfaceoff_name_and_stats,35.9,50.1,A1+A2,653.34,23.0,38.3,0.979,NONE,False,False,23.490894209126253,2.169292681263215,18.4,18.4,14,2.8,True,,,,0.0,32.1,,,,,,,1.5878461161480029,0.705709384954668,,,0.0,2.4456566836209412,2.1021251747929375,50.0,55.2,65.2,55.2,2.79,0.65,0.0,,,,COOL,COOL,COOL,2.14,,COOL,Red,Red,Red,Red,48,36,39,49,ASSISTS,49,,,,,,,,,,False,False,2,,False,0,
2026-01-14,VGK@LAK,9:00 PM,2026-01-15T03:00:00Z,Trevor Moore,LAK,L,,GOAL,0,,GTD,Unknown,,,0,-1.0,🟡 GTD,VGK,Akira Schmid,0.8946360153256705,2.4893448496963755,43.0,Confirmed,dailyfaceoff_name_and_stats,66.5,55.9,A1+A2,948.49,51.2,59.7,1.018,NONE,False,False,26.511993413913107,2.3478202297646225,54.8,43.3,13,2.6,False,,,,0.0,32.1,,,,,,,1.3758121113157071,0.5002953132057117,,,0.0,2.1096333016132958,2.0713922145749883,50.0,29.2,60.4,29.2,3.95,1.74,0.0,,,,COOL,COOL,COOL,2.2,,COOL,FAIL_GF,Red,FAIL_GF,FAIL_GF,0,48,0,0,SOG,48,,,,,,,,,,False,False,1,,False,0,
2026-01-14,VGK@LAK,9:00 PM,2026-01-15T03:00:00Z,Drew Doughty,LAK,D,,GOAL,0,,Healthy,Unknown,,,0,0.0,,VGK,Akira Schmid,0.8946360153256705,2.4893448496963755,43.0,Confirmed,dailyfaceoff_name_and_stats,55.9,63.7,A1+A2,1367.76,95.7,66.6,1.03,NONE,False,False,26.511993413913107,2.3478202297646225,54.8,43.3,13,2.6,False,,,,0.0,32.1,,,,,,,0.5838739573679332,0.25023169601482853,,,0.0,2.1096333016132958,2.0713922145749883,50.0,29.2,41.0,29.2,3.94,1.23,0.0,,,,COOL,COOL,COOL,2.71,,COOL,FAIL_GF,Red,FAIL_GF,FAIL_GF,0,48,0,0,SOG,48,,,,,,,,,,False,False,0,,False,1,
2026-01-14,VGK@LAK,9:00 PM,2026-01-15T03:00:00Z,Joel Armia,LAK,R,,GOAL,0,,GTD,Unknown,,,0,-1.0,🟡 GTD,VGK,Akira Schmid,0.8946360153256705,2.4893448496963755,43.0,Confirmed,dailyfaceoff_name_and_stats,69.4,50.1,A1+A2,855.41,40.2,56.8,1.012,NONE,False,False,26.511993413913107,2.3478202297646225,54.8,43.3,13,2.6,False,,,,0.0,32.1,,,,,,,1.1532711611020148,0.6407062006122304,,,0.0,2.1096333016132958,2.0713922145749883,50.0,29.2,55.1,29.2,3.47,1.74,0.0,,,,COOL,COOL,COOL,1.73,,COOL,FAIL_GF,Red,FAIL_GF,FAIL_GF,0,48,0,0,SOG,48,,,,,,,,,,False,False,1,,False,0,
2026-01-14,PHI@BUF,6:30 PM,2026-01-15T00:30:00Z,Nick Seeler,PHI,D,,GOAL,0,,Healthy,Unknown,,,3,1.0,🟢 ROLE+,BUF,Ukko-Pekka Luukkonen,0.9042056074766355,2.6306409068225567,33.8,Likely,dailyfaceoff_name_and_stats,42.6,40.5,A1+A2,1140.91,78.5,49.0,0.998,NONE,False,False,23.490894209126253,2.169292681263215,18.4,18.4,14,2.8,True,,,,0.0,32.1,,,,,,,0.33482142857142855,0.16741071428571427,,,0.0,2.4456566836209412,2.1021251747929375,50.0,55.2,37.7,55.2,1.79,0.65,0.0,,,,COOL,COOL,COOL,1.13,,COOL,Red,Red,Red,Red,46,46,48,47,GOAL,48,,,,,,,,,,False,False,0,,False,1,
2026-01-14,PHI@BUF,6:30 PM,2026-01-15T00:30:00Z,Beck Malenstyn,BUF,L,,GOAL,0,,Healthy,Unknown,,,7,0.0,,PHI,Dan Vladar,0.9071428571428571,2.416930910893748,23.8,Confirmed,dailyfaceoff_name_and_stats,54.1,36.0,A1+A2,683.19,25.4,42.0,0.986,NONE,False,False,27.189329563440232,2.5532523011202115,79.2,93.5,19,3.8,True,,,,0.0,32.1,,,,,,,0.8732565191024864,0.4366282595512432,,,0.0,2.223586385649001,2.128094945774504,50.0,48.3,46.3,48.3,1.88,0.97,0.0,,,,COOL,COOL,COOL,0.92,,COOL,Red,Red,Red,Red,37,45,48,47,GOAL,48,,,,,,,,,,False,False,1,,False,1,
2026-01-14,PHI@BUF,6:30 PM,2026-01-15T00:30:00Z,Jordan Greenway,BUF,L,,GOAL,0,,Healthy,Unknown,,,7,0.0,,PHI,Dan Vladar,0.9071428571428571,2.416930910893748,23.8,Confirmed,dailyfaceoff_name_and_stats,41.1,36.0,A1+A2,755.55,30.6,37.2,0.977,NONE,False,False,27.189329563440232,2.5532523011202115,79.2,93.5,19,3.8,True,,,,0.0,32.1,,,,,,,0.9521794329242488,0.19043588658484978,,,0.0,2.223586385649001,2.128094945774504,50.0,48.3,50.1,48.3,2.25,0.9,0.0,,,,COOL,COOL,COOL,1.35,,COOL,Red,Red,Red,Red,38,38,40,48,ASSISTS,48,,,,,,,,,,False,False,1,,False,1,
2026-01-14,SEA@NJD,6:00 PM,2026-01-15T00:00:00Z,Jacob Melanson,SEA,R,,GOAL,0,,Healthy,Unknown,,,2,0.0,,NJD,Jacob Markstrom,0.87893864013267,3.412543825477211,89.1,Confirmed,dailyfaceoff_name_and_stats,33.7,31.1,A1+A2,564.87,13.4,28.8,0.962,NONE,False,False,23.396530859217428,2.0855183541750706,6.2,6.2,20,4.0,True,,,,0.0,32.1,,,,,,,0.028338646829613887,0.007084661707403472,,,0.0,2.5269210962979916,2.652056989185787,50.0,85.5,34.8,85.5,3.16,1.24,0.0,,,,COOL,COOL,COOL,1.92,,COOL,Red,Red,Red,Red,42,40,47,38,GOAL,47,,,,,,,,,,False,False,0,,False,1,
2026-01-14,OTT@NYR,6:30 PM,2026-01-15T00:30:00Z,Noah Laba,NYR,C,,GOAL,0,,Healthy,Unknown,,,4,0.0,,OTT,Leevi Merilainen,0.8806404657933042,2.95344718912267,75.3,Confirmed,dailyfaceoff_name_fallback_stats,69.7,50.1,A1+A2,798.91,33.5,55.6,1.01,NONE,False,False,23.6403434921704,2.230931133187405,31.3,31.3,13,2.6,False,,,,0.0,32.1,,,,,,,1.0490189729974746,0.3496729909991582,,,0.0,2.061266418892403,1.6343867586971075,50.0,15.6,53.0,15.6,3.23,1.63,0.0,,,,COOL,COOL,COOL,1.61,,COOL,FAIL_GF,Red,FAIL_GF,FAIL_GF,0,47,0,0,SOG,47,,,,,,,,,,False,False,0,,False,0,
2026-01-14,OTT@NYR,6:30 PM,2026-01-15T00:30:00Z,Thomas Chabot,OTT,D,,GOAL,0,,Healthy,Unknown,,,1,0.0,,NYR,Jonathan Quick,0.8983516483516484,2.8011440107671604,46.7,Confirmed,dailyfaceoff_name_and_stats,44.6,67.6,A1+A2,1325.4,93.8,62.5,1.022,NONE,False,False,26.925829312772688,2.470971167386135,66.3,80.6,10,2.0,False,,,,0.0,32.1,,,,,,,0.6879199974521482,0.3439599987260741,,,0.0,2.3718639501599594,2.2225963966997813,50.0,58.6,42.9,58.6,4.78,1.03,0.0,,,,COOL,COOL,COOL,3.75,,COOL,FAIL_GF,Red,FAIL_GF,FAIL_GF,0,47,0,0,SOG,47,,,,,,,,,,False,False,1,,False,2,
2026-01-14,VGK@LAK,9:00 PM,2026-01-15T03:00:00Z,Zach Whitecloud,VGK,D,,GOAL,0,,Healthy,Unknown,,,5,1.0,🟢 ROLE+,LAK,Darcy Kuemper,0.9047619047619048,2.4862123738395208,29.0,Confirmed,dailyfaceoff_name_and_stats,27.8,36.0,A1+A2,1125.64,75.1,40.1,0.982,NONE,False,False,26.051740544846968,2.4089229203089384,43.8,68.7,22,4.4,True,,,,0.0,32.1,,,,,,,0.49481135317160335,0.08246855886193388,,,0.0,2.163529543838641,1.6704711297384276,50.0,30.3,39.4,30.3,1.21,0.32,0.0,,,,COOL,COOL,COOL,0.89,,COOL,Red,Red,Red,Red,41,34,35,47,ASSISTS,47,,,,,,,,,,False,False,1,,False,1,
2026-01-14,PHI@BUF,6:30 PM,2026-01-15T00:30:00Z,Isak Rosen,BUF,R,,GOAL,0,,Healthy,Unknown,,,7,0.0,,PHI,Dan Vladar,0.9071428571428571,2.416930910893748,23.8,Confirmed,dailyfaceoff_name_and_stats,31.0,36.0,A1+A2,825.92,36.8,33.9,0.971,NONE,False,False,27.189329563440232,2.5532523011202115,79.2,93.5,19,3.8,True,,,,0.0,32.1,,,,,,,0.03417634996582365,0.01367053998632946,,,0.0,2.223586385649001,2.128094945774504,50.0,48.3,35.5,48.3,4.28,1.29,0.0,,,,COOL,COOL,COOL,2.99,,COOL,Red,Red,Red,Red,37,33,35,46,ASSISTS,46,,,,,,,,,,False,False,1,,False,1,
2026-01-14,OTT@NYR,6:30 PM,2026-01-15T00:30:00Z,Sam Carrick,NYR,C,,GOAL,0,,Healthy,Unknown,,,4,0.0,,OTT,Leevi Merilainen,0.8806404657933042,2.95344718912267,75.3,Confirmed,dailyfaceoff_name_fallback_stats,67.1,44.8,A1+A2,641.91,21.1,50.1,1.0,NONE,False,False,23.6403434921704,2.230931133187405,31.3,31.3,13,2.6,False,,,,0.0,32.1,,,,,,,0.6740563211503895,0.40443379269023366,,,0.0,2.061266418892403,1.6343867586971075,50.0,15.6,42.7,15.6,2.64,1.36,0.0,,,,COOL,COOL,COOL,1.28,,COOL,FAIL_GF,Red,FAIL_GF,FAIL_GF,0,45,0,0,SOG,45,,,,,,,,,,False,False,0,,False,0,
2026-01-14,VGK@LAK,9:00 PM,2026-01-15T03:00:00Z,Jeff Malott,LAK,L,,GOAL,0,,Healthy,Unknown,,,0,0.0,,VGK,Akira Schmid,0.8946360153256705,2.4893448496963755,43.0,Confirmed,dailyfaceoff_name_and_stats,63.4,18.9,A1+A2,534.52,10.5,37.2,0.977,NONE,False,False,26.511993413913107,2.3478202297646225,54.8,43.3,13,2.6,False,,,,0.0,32.1,,,,,,,0.9424700569408992,0.0,,,0.0,2.1096333016132958,2.0713922145749883,50.0,29.2,49.2,29.2,2.28,1.94,0.0,,,,COOL,COOL,COOL,0.34,,COOL,FAIL_GF,Red,FAIL_GF,FAIL_GF,0,45,0,0,SOG,45,,,,,,,,,,False,False,0,,False,0,
2026-01-14,PHI@BUF,6:30 PM,2026-01-15T00:30:00Z,Carl Grundstrom,PHI,R,,GOAL,0,,Healthy,Unknown,,,3,0.0,,BUF,Ukko-Pekka Luukkonen,0.9042056074766355,2.6306409068225567,33.8,Likely,dailyfaceoff_name_and_stats,45.9,18.9,A1+A2,781.5,33.0,33.8,0.971,NONE,False,False,23.490894209126253,2.169292681263215,18.4,18.4,14,2.8,True,,,,0.0,32.1,,,,,,,1.9900497512437811,0.0,,,0.0,2.4456566836209412,2.1021251747929375,50.0,55.2,70.0,55.2,2.25,1.71,0.0,,,,COOL,COOL,COOL,0.54,,COOL,Red,Red,Red,Red,33,42,45,34,GOAL,45,,,,,,,,,,False,False,1,,False,0,
2026-01-14,PHI@BUF,6:30 PM,2026-01-15T00:30:00Z,Jacob Bryson,BUF,D,,GOAL,0,,Healthy,Unknown,,,7,0.0,,PHI,Dan Vladar,0.9071428571428571,2.416930910893748,23.8,Confirmed,dailyfaceoff_name_and_stats,19.5,31.1,A1+A2,632.07,19.1,23.5,0.952,NONE,False,False,27.189329563440232,2.5532523011202115,79.2,93.5,19,3.8,True,,,,0.0,32.1,,,,,,,1.037105323807329,0.20742106476146577,,,0.0,2.223586385649001,2.128094945774504,50.0,48.3,52.3,48.3,1.27,0.26,0.0,,,,COOL,COOL,COOL,1.02,,COOL,Red,Red,Red,Red,35,26,27,45,ASSISTS,45,,,,,,,,,,False,False,1,,False,1,
2026-01-14,OTT@NYR,6:30 PM,2026-01-15T00:30:00Z,Vladislav Gavrikov,NYR,D,,GOAL,0,,Healthy,Unknown,,,4,1.0,🟢 ROLE+,OTT,Leevi Merilainen,0.8806404657933042,2.95344718912267,75.3,Confirmed,dailyfaceoff_name_fallback_stats,50.1,55.9,A1+A2,1432.11,98.1,61.7,1.021,NONE,False,False,23.6403434921704,2.230931133187405,31.3,31.3,13,2.6,False,,,,0.0,32.1,,,,,,,0.7546115148127446,0.1257685858021241,,,0.0,2.061266418892403,1.6343867586971075,50.0,15.6,44.6,15.6,2.55,0.81,0.0,,,,COOL,COOL,COOL,1.74,,COOL,FAIL_GF,Red,FAIL_GF,FAIL_GF,0,44,0,0,SOG,44,,,,,,,,,,False,False,0,,False,1,
2026-01-14,SEA@NJD,6:00 PM,2026-01-15T00:00:00Z,Jonas Siegenthaler,NJD,D,,GOAL,0,,Healthy,Unknown,,,2,1.0,🟢 ROLE+,SEA,Philipp Grubauer,0.9243119266055045,2.2482116498240035,1.4,Confirmed,dailyfaceoff_name_and_stats,30.7,40.5,A1+A2,1187.13,82.3,44.4,0.99,NONE,False,False,27.627739314527666,2.3729473021685643,93.1,55.7,10,2.0,False,,,,0.0,32.1,,,,,,,0.22120268720301492,0.0,,,0.0,2.5109587199139436,2.554793599569719,50.0,74.9,36.5,74.9,1.44,0.37,0.0,,,,COOL,COOL,COOL,1.08,,COOL,FAIL_GF,Red,FAIL_GF,FAIL_GF,0,44,0,0,SOG,44,,,,,,,,,,False,False,0,,False,2,
2026-01-14,OTT@NYR,6:30 PM,2026-01-15T00:30:00Z,Nick Cousins,OTT,C,,GOAL,0,,Healthy,Unknown,,,1,0.0,,NYR,Jonathan Quick,0.8983516483516484,2.8011440107671604,46.7,Confirmed,dailyfaceoff_name_and_stats,49.9,36.0,A1+A2,610.3,16.7,38.4,0.979,NONE,False,False,26.925829312772688,2.470971167386135,66.3,80.6,10,2.0,False,,,,0.0,32.1,,,,,,,1.3555237593192258,0.2711047518638452,,,0.0,2.3718639501599594,2.2225963966997813,50.0,58.6,59.7,58.6,1.72,0.83,0.0,,,,COOL,COOL,COOL,0.89,,COOL,FAIL_GF,Red,FAIL_GF,FAIL_GF,0,43,0,0,SOG,43,,,,,,,,,,False,False,1,,False,1,
2026-01-14,PHI@BUF,6:30 PM,2026-01-15T00:30:00Z,Rasmus Ristolainen,PHI,D,,GOAL,0,,Healthy,Unknown,,,3,1.0,🟢 ROLE+,BUF,Ukko-Pekka Luukkonen,0.9042056074766355,2.6306409068225567,33.8,Likely,dailyfaceoff_name_and_stats,27.1,31.1,A1+A2,1259.08,89.5,41.0,0.984,NONE,False,False,23.490894209126253,2.169292681263215,18.4,18.4,14,2.8,True,,,,0.0,32.1,,,,,,,0.27145226964258784,0.0,,,0.0,2.4456566836209412,2.1021251747929375,50.0,55.2,37.2,55.2,3.31,1.04,0.0,,,,COOL,COOL,COOL,2.27,,COOL,Red,Red,Red,Red,42,39,39,43,ASSISTS,43,,,,,,,,,,False,False,0,,False,1,
2026-01-14,PHI@BUF,6:30 PM,2026-01-15T00:30:00Z,Noah Juulsen,PHI,D,,GOAL,0,,Healthy,Unknown,,,3,0.0,,BUF,Ukko-Pekka Luukkonen,0.9042056074766355,2.6306409068225567,33.8,Likely,dailyfaceoff_name_and_stats,19.9,40.5,A1+A2,831.81,37.8,30.7,0.965,NONE,False,False,23.490894209126253,2.169292681263215,18.4,18.4,14,2.8,True,,,,0.0,32.1,,,,,,,0.7920095041140494,0.3168038016456197,,,0.0,2.4456566836209412,2.1021251747929375,50.0,55.2,45.1,55.2,1.8,0.24,0.0,,,,COOL,COOL,COOL,1.56,,COOL,Red,Red,Red,Red,42,29,30,43,ASSISTS,43,,,,,,,,,,False,False,0,,False,0,
2026-01-14,SEA@NJD,6:00 PM,2026-01-15T00:00:00Z,Brett Pesce,NJD,D,,GOAL,0,,Healthy,Unknown,,,2,1.0,🟢 ROLE+,SEA,Philipp Grubauer,0.9243119266055045,2.2482116498240035,1.4,Confirmed,dailyfaceoff_name_and_stats,28.0,40.5,A1+A2,1223.32,86.1,44.0,0.989,NONE,False,False,27.627739314527666,2.3729473021685643,93.1,55.7,10,2.0,False,,,,0.0,32.1,,,,,,,0.9503695881731784,0.4751847940865892,,,0.0,2.5109587199139436,2.554793599569719,50.0,74.9,49.9,74.9,2.9,0.66,0.0,,,,COOL,COOL,COOL,2.25,,COOL,FAIL_GF,Red,FAIL_GF,FAIL_GF,0,43,0,0,SOG,43,,,,,,,,,,False,False,1,,False,2,
2026-01-14,SEA@NJD,6:00 PM,2026-01-15T00:00:00Z,Joshua Mahura,SEA,D,,GOAL,0,,Healthy,Unknown,,,2,0.0,,NJD,Jacob Markstrom,0.87893864013267,3.412543825477211,89.1,Confirmed,dailyfaceoff_name_and_stats,18.6,25.9,A1+A2,924.25,48.8,27.2,0.959,NONE,False,False,23.396530859217428,2.0855183541750706,6.2,6.2,20,4.0,True,,,,0.0,32.1,,,,,,,0.4436229205175601,0.0,,,0.0,2.5269210962979916,2.652056989185787,50.0,85.5,38.6,85.5,1.29,0.33,0.0,,,,COOL,COOL,COOL,0.96,,COOL,Red,Red,Red,Red,42,35,39,37,POINTS,42,,,,,,,,,,False,False,0,,False,1,
2026-01-14,OTT@NYR,6:30 PM,2026-01-15T00:30:00Z,Artem Zub,OTT,D,,GOAL,0,,Healthy,Unknown,,,1,0.0,,NYR,Jonathan Quick,0.8983516483516484,2.8011440107671604,46.7,Confirmed,dailyfaceoff_name_and_stats,34.3,63.7,A1+A2,1199.77,83.7,54.5,1.008,NONE,False,False,26.925829312772688,2.470971167386135,66.3,80.6,10,2.0,False,,,,0.0,32.1,,,,,,,1.0867798341964099,0.3343937951373569,,,0.0,2.3718639501599594,2.2225963966997813,50.0,58.6,53.9,58.6,2.75,0.46,0.0,,,,COOL,COOL,COOL,2.29,,COOL,FAIL_GF,Red,FAIL_GF,FAIL_GF,0,41,0,0,SOG,41,,,,,,,,,,False,False,1,,False,2,
2026-01-14,OTT@NYR,6:30 PM,2026-01-15T00:30:00Z,Lars Eller,OTT,C,,GOAL,0,,Healthy,Unknown,,,1,0.0,,NYR,Jonathan Quick,0.8983516483516484,2.8011440107671604,46.7,Confirmed,dailyfaceoff_name_and_stats,42.1,36.0,A1+A2,760.13,31.1,37.8,0.978,NONE,False,False,26.925829312772688,2.470971167386135,66.3,80.6,10,2.0,False,,,,0.0,32.1,,,,,,,0.9256402344955261,0.5553841406973157,,,0.0,2.3718639501599594,2.2225963966997813,50.0,58.6,48.4,58.6,2.15,0.89,0.0,,,,COOL,COOL,COOL,1.26,,COOL,FAIL_GF,Red,FAIL_GF,FAIL_GF,0,41,0,0,SOG,41,,,,,,,,,,False,False,2,,False,1,
2026-01-14,SEA@NJD,6:00 PM,2026-01-15T00:00:00Z,Luke Glendening,NJD,C,,GOAL,0,,Healthy,Unknown,,,2,0.0,,SEA,Philipp Grubauer,0.9243119266055045,2.2482116498240035,1.4,Confirmed,dailyfaceoff_name_and_stats,39.0,36.0,A1+A2,613.57,17.2,33.6,0.97,NONE,False,False,27.627739314527666,2.3729473021685643,93.1,55.7,10,2.0,False,,,,0.0,32.1,,,,,,,0.4588130336887718,0.4588130336887718,,,0.0,2.5109587199139436,2.554793599569719,50.0,74.9,39.1,74.9,1.36,0.51,0.0,,,,COOL,COOL,COOL,0.84,,COOL,FAIL_GF,Red,FAIL_GF,FAIL_GF,0,41,0,0,SOG,41,,,,,,,,,,False,False,1,,False,1,
