Date,Game,StartTimeLocal,StartTimeUTC,Player,Team,Pos,Tier,Best_Drought_Market,Best_Drought,Best_Drought_Tag,Injury_Status,Injury_Type,Injury_Text,Injury_Return,Team_Out_Count,Injury_DFO_Score,Injury_Badge,Opp,Opp_Goalie,Opp_SV,Opp_GAA,Goalie_Weak,Opp_Goalie_Status,Opp_Goalie_Source,iXG%,iXA%,iXA_Source,TOI_per_game,TOI_Pct,StarScore,TalentMult,Talent_Tier,Is_Elite,Is_Star,team_5v5_SF60,team_5v5_xGF60,team_5v5_SF60_pct,team_5v5_xGF60_pct,Team_GF_L5,Team_GF_Avg_L5,Team_GF_Gate,Med10_SOG,Trim10_SOG,Avg5_SOG,ShotIntent,ShotIntent_Pct,L10_P,L10_G,L10_S,L5_G,L5_A,L10_A,i5v5_points60,i5v5_primaryAssists60,i5v5_shotAssists60,i5v5_iCF60,Assist_Volume,opp_5v5_xGA60,opp_5v5_HDCA60,opp_5v5_SlotSA60,Opp_DefWeak,v2_player_stability,v2_defense_vulnerability,Exp_P_10,Exp_G_10,Exp_S_10,Reg_Gap_P10,Reg_Gap_G10,Reg_Gap_S10,Reg_Heat_P,Reg_Heat_G,Reg_Heat_S,Exp_A_10,Reg_Gap_A10,Reg_Heat_A,Matrix_Points,Matrix_SOG,Matrix_Goal,Matrix_Assists,Conf_Points,Conf_SOG,Conf_Goal,Conf_Assists,Best_Market,Best_Conf,Drought_P,Drought_A,Drought_G,Drought_SOG,Line,Odds,Result,Best_Drought_Display,Play_Tag,Plays_Points,Plays_Assists,Assist_ProofCount,Assist_Why,Plays_SOG,SOG_ProofCount,SOG_Why
2026-01-14,VGK@LAK,9:00 PM,2026-01-15T03:00:00Z,Shea Theodore,VGK,D,,GOAL,0,,Healthy,Unknown,,,5,1.0,🟢 ROLE+,LAK,Darcy Kuemper,0.9047619047619048,2.4862123738395208,29.0,Confirmed,dailyfaceoff_name_and_stats,54.7,82.3,A1+A2,1435.73,98.6,73.2,1.042,NONE,False,False,26.051740544846968,2.4089229203089384,43.8,68.7,22,4.4,True,2.0,2.25,2.2,2.0700000000000003,88.3,8.0,3.0,23.0,2.0,2.0,5.0,1.236459709379128,0.190224570673712,,,0.0,2.163529543838641,1.6704711297384276,50.0,30.3,57.3,30.3,6.43,1.38,20.7,-1.57,-1.62,-2.3,COOL,COOL,COOL,5.05,0.05,COOL,Yellow,Red,Red,Yellow,60,66,51,67,ASSISTS,67,,,,,,,,,,False,False,1,,False,1,
2026-01-14,VGK@LAK,9:00 PM,2026-01-15T03:00:00Z,Ivan Barbashev,VGK,L,,GOAL,0,,Healthy,Unknown,,,5,0.0,,LAK,Darcy Kuemper,0.9047619047619048,2.4862123738395208,29.0,Confirmed,dailyfaceoff_name_and_stats,80.3,88.8,A1+A2,959.75,52.2,77.6,1.05,NONE,False,False,26.051740544846968,2.4089229203089384,43.8,68.7,22,4.4,True,1.0,0.625,0.4,0.79,64.8,7.0,1.0,8.0,0.0,2.0,6.0,2.770438396223995,1.2005233050303978,,,0.0,2.163529543838641,1.6704711297384276,50.0,30.3,74.8,30.3,7.07,2.3,7.9,0.07,1.3,-0.1,COOL,COOL,COOL,4.77,-1.23,COOL,Yellow,Red,Red,Yellow,59,67,55,67,ASSISTS,67,,,,,,,,,,False,False,3,,False,0,
2026-01-14,SEA@NJD,6:00 PM,2026-01-15T00:00:00Z,Kaapo Kakko,SEA,R,,GOAL,0,,Healthy,Unknown,,,2,0.0,,NJD,Jacob Markstrom,0.87893864013267,3.412543825477211,89.1,Confirmed,dailyfaceoff_name_and_stats,59.0,67.6,A1+A2,866.25,41.6,58.5,1.015,NONE,False,False,23.396530859217428,2.0855183541750706,6.2,6.2,20,4.0,True,,,,0.0,32.1,,,,,,,1.6762117614191927,0.5028635284257578,,,0.0,2.5269210962979916,2.652056989185787,50.0,85.5,67.1,85.5,5.79,1.8,0.0,,,,COOL,COOL,COOL,3.99,,COOL,Red,Red,Red,Red,66,55,63,61,POINTS,66,,,,,,,,,,False,False,2,,False,1,
2026-01-14,VGK@LAK,9:00 PM,2026-01-15T03:00:00Z,Noah Hanifin,VGK,D,,GOAL,0,,Healthy,Unknown,,,5,1.0,🟢 ROLE+,LAK,Darcy Kuemper,0.9047619047619048,2.4862123738395208,29.0,Confirmed,dailyfaceoff_name_and_stats,53.0,82.3,A1+A2,1424.65,97.6,72.2,1.04,NONE,False,False,26.051740544846968,2.4089229203089384,43.8,68.7,22,4.4,True,2.0,1.5,1.4,1.79,79.4,8.0,0.0,17.0,0.0,4.0,8.0,0.9707309898514488,0.2647448154140315,,,0.0,2.163529543838641,1.6704711297384276,50.0,30.3,50.6,30.3,6.15,1.26,17.9,-1.85,1.26,0.9,COOL,COOL,COOL,4.89,-3.11,COOL,Yellow,Red,Red,Yellow,59,63,43,66,ASSISTS,66,,,,,,,,,,False,False,1,,False,1,
2026-01-14,PHI@BUF,6:30 PM,2026-01-15T00:30:00Z,Josh Norris,BUF,C,,GOAL,0,,Healthy,Unknown,,,7,0.0,,PHI,Dan Vladar,0.9071428571428571,2.416930910893748,23.8,Confirmed,dailyfaceoff_name_and_stats,63.6,63.7,A1+A2,980.78,54.1,61.7,1.021,NONE,False,False,27.189329563440232,2.5532523011202115,79.2,93.5,19,3.8,True,,,,0.0,32.1,,,,,,,2.463129086209518,0.821043028736506,,,0.0,2.223586385649001,2.128094945774504,50.0,48.3,73.6,48.3,8.96,3.28,0.0,,,,COOL,COOL,COOL,5.67,,COOL,Red,Red,Red,Red,57,52,55,65,ASSISTS,65,,,,,,,,,,False,False,3,,False,1,
2026-01-14,PHI@BUF,6:30 PM,2026-01-15T00:30:00Z,Peyton Krebs,BUF,C,,GOAL,0,,Healthy,Unknown,,,7,0.0,,PHI,Dan Vladar,0.9071428571428571,2.416930910893748,23.8,Confirmed,dailyfaceoff_name_and_stats,71.2,73.7,A1+A2,842.89,39.2,65.7,1.028,NONE,False,False,27.189329563440232,2.5532523011202115,79.2,93.5,19,3.8,True,1.0,1.25,1.0,1.0,67.0,6.0,3.0,13.0,0.0,2.0,3.0,1.2223762768455901,0.5093234486856626,,,0.0,2.223586385649001,2.128094945774504,50.0,48.3,56.8,48.3,4.78,1.74,10.0,-1.22,-1.26,-3.0,COOL,COOL,COOL,3.04,0.04,COOL,Yellow,Red,Red,Yellow,50,65,50,61,SOG,65,,,,,,,,,,False,False,2,,False,1,
2026-01-14,OTT@NYR,6:30 PM,2026-01-15T00:30:00Z,David Perron,OTT,L,,GOAL,0,,Healthy,Unknown,,,1,0.0,,NYR,Jonathan Quick,0.8983516483516484,2.8011440107671604,46.7,Confirmed,dailyfaceoff_name_and_stats,66.1,73.7,A1+A2,814.07,34.0,62.3,1.022,NONE,False,False,26.925829312772688,2.470971167386135,66.3,80.6,10,2.0,False,1.0,1.5,1.2,1.07,67.7,1.0,1.0,17.0,0.0,0.0,0.0,1.6570771001150748,0.7101759000493177,,,0.0,2.3718639501599594,2.2225963966997813,50.0,58.6,66.9,58.6,4.38,1.43,10.7,3.38,0.43,-6.3,HOT,COOL,COOL,2.95,2.95,HOT,FAIL_GF,Red,FAIL_GF,FAIL_GF,0,64,0,0,SOG,64,,,,,,,,,,False,False,3,,False,1,
2026-01-14,VGK@LAK,9:00 PM,2026-01-15T03:00:00Z,Alex Turcotte,LAK,C,,GOAL,0,,Healthy,Unknown,,,0,0.0,,VGK,Akira Schmid,0.8946360153256705,2.4893448496963755,43.0,Confirmed,dailyfaceoff_name_and_stats,75.9,50.1,A1+A2,636.59,20.1,55.7,1.01,NONE,False,False,26.511993413913107,2.3478202297646225,54.8,43.3,13,2.6,False,1.0,1.375,2.2,1.42,72.7,4.0,1.0,15.0,1.0,2.0,3.0,1.3335308934656986,0.4000592680397096,,,0.0,2.1096333016132958,2.0713922145749883,50.0,29.2,59.2,29.2,3.58,1.97,14.2,-0.42,0.97,-0.8,COOL,COOL,COOL,1.61,-1.39,COOL,FAIL_GF,Red,FAIL_GF,FAIL_GF,0,64,0,0,SOG,64,,,,,,,,,,False,False,0,,False,0,
2026-01-14,VGK@LAK,9:00 PM,2026-01-15T03:00:00Z,Braeden Bowman,VGK,R,,GOAL,0,,Healthy,Unknown,,,5,0.0,,LAK,Darcy Kuemper,0.9047619047619048,2.4862123738395208,29.0,Confirmed,dailyfaceoff_name_and_stats,75.4,60.0,A1+A2,864.57,41.1,63.2,1.024,NONE,False,False,26.051740544846968,2.4089229203089384,43.8,68.7,22,4.4,True,1.0,0.75,0.8,0.9299999999999999,66.0,3.0,0.0,10.0,0.0,1.0,3.0,1.9907834101382489,0.8294930875576036,,,0.0,2.163529543838641,1.6704711297384276,50.0,30.3,70.2,30.3,6.39,3.09,9.3,3.39,3.09,-0.7,HOT,HOT,COOL,3.29,0.29,COOL,Red,Red,Red,Red,55,64,51,52,SOG,64,,,,,,,,,,False,False,3,,False,0,
2026-01-14,SEA@NJD,6:00 PM,2026-01-15T00:00:00Z,Frederick Gaudreau,SEA,C,,GOAL,0,,Healthy,Unknown,,,2,0.0,,NJD,Jacob Markstrom,0.87893864013267,3.412543825477211,89.1,Confirmed,dailyfaceoff_name_and_stats,56.6,55.9,A1+A2,979.52,53.6,55.7,1.01,NONE,False,False,23.396530859217428,2.0855183541750706,6.2,6.2,20,4.0,True,,,,0.0,32.1,,,,,,,1.1475932419509085,0.4303474657315907,,,0.0,2.5269210962979916,2.652056989185787,50.0,85.5,54.9,85.5,4.11,1.5,0.0,,,,COOL,COOL,COOL,2.61,,COOL,Red,Red,Red,Red,60,55,62,54,GOAL,62,,,,,,,,,,False,False,0,,False,1,
2026-01-14,VGK@LAK,9:00 PM,2026-01-15T03:00:00Z,Andrei Kuzmenko,LAK,L,,GOAL,0,,Healthy,Unknown,,,0,0.0,,VGK,Akira Schmid,0.8946360153256705,2.4893448496963755,43.0,Confirmed,dailyfaceoff_name_and_stats,71.5,55.9,A1+A2,898.55,44.5,60.6,1.019,NONE,False,False,26.511993413913107,2.3478202297646225,54.8,43.3,13,2.6,False,1.0,1.25,1.2,1.07,67.7,7.0,3.0,13.0,1.0,2.0,4.0,1.0278005781378252,0.12847507226722815,,,0.0,2.1096333016132958,2.0713922145749883,50.0,29.2,51.6,29.2,3.96,1.92,10.7,-3.04,-1.08,-2.3,COOL,COOL,COOL,2.04,-1.96,COOL,FAIL_GF,Red,FAIL_GF,FAIL_GF,0,62,0,0,SOG,62,,,,,,,,,,False,False,0,,False,0,
2026-01-14,VGK@LAK,9:00 PM,2026-01-15T03:00:00Z,Anze Kopitar,LAK,C,,GOAL,0,,GTD,Unknown,,,0,-1.0,🟡 GTD,VGK,Akira Schmid,0.8946360153256705,2.4893448496963755,43.0,Confirmed,dailyfaceoff_name_and_stats,72.9,79.4,A1+A2,1111.7,71.8,75.0,1.045,NONE,False,False,26.511993413913107,2.3478202297646225,54.8,43.3,13,2.6,False,0.0,0.25,0.4,0.13999999999999999,64.1,5.0,0.0,5.0,0.0,4.0,5.0,1.4394242303078768,0.5997600959616154,,,0.0,2.1096333016132958,2.0713922145749883,50.0,29.2,61.6,29.2,6.48,2.24,1.4,1.48,2.24,-3.6,COOL,WARM,COOL,4.24,-0.76,COOL,FAIL_GF,Red,FAIL_GF,FAIL_GF,0,62,0,0,SOG,62,,,,,,,,,,False,False,1,,False,1,
2026-01-14,SEA@NJD,6:00 PM,2026-01-15T00:00:00Z,Berkly Catton,SEA,C,,GOAL,0,,Healthy,Unknown,,,2,0.0,,NJD,Jacob Markstrom,0.87893864013267,3.412543825477211,89.1,Confirmed,dailyfaceoff_name_and_stats,55.6,40.5,A1+A2,778.13,32.1,45.6,0.992,NONE,False,False,23.396530859217428,2.0855183541750706,6.2,6.2,20,4.0,True,,,,0.0,32.1,,,,,,,1.1641335981891254,0.0,,,0.0,2.5269210962979916,2.652056989185787,50.0,85.5,55.6,85.5,3.04,1.44,0.0,,,,COOL,COOL,COOL,1.6,,COOL,Red,Red,Red,Red,50,53,61,45,GOAL,61,,,,,,,,,,False,False,0,,False,1,
2026-01-14,SEA@NJD,6:00 PM,2026-01-15T00:00:00Z,Adam Larsson,SEA,D,,GOAL,0,,Healthy,Unknown,,,2,1.0,🟢 ROLE+,NJD,Jacob Markstrom,0.87893864013267,3.412543825477211,89.1,Confirmed,dailyfaceoff_name_and_stats,27.5,50.1,A1+A2,1317.55,93.3,48.6,0.997,NONE,False,False,23.396530859217428,2.0855183541750706,6.2,6.2,20,4.0,True,,,,0.0,32.1,,,,,,,0.7293650472061267,0.29174601888245066,,,0.0,2.5269210962979916,2.652056989185787,50.0,85.5,43.9,85.5,1.9,0.31,0.0,,,,COOL,COOL,COOL,1.59,,COOL,Red,Red,Red,Red,61,45,49,55,POINTS,61,,,,,,,,,,False,False,0,,False,2,
2026-01-14,SEA@NJD,6:00 PM,2026-01-15T00:00:00Z,Ryan Winterton,SEA,C,,GOAL,0,,Healthy,Unknown,,,2,0.0,,NJD,Jacob Markstrom,0.87893864013267,3.412543825477211,89.1,Confirmed,dailyfaceoff_name_and_stats,56.9,50.1,A1+A2,699.1,26.3,48.4,0.997,NONE,False,False,23.396530859217428,2.0855183541750706,6.2,6.2,20,4.0,True,,,,0.0,32.1,,,,,,,1.3596193065941535,0.8157715839564922,,,0.0,2.5269210962979916,2.652056989185787,50.0,85.5,59.9,85.5,2.77,1.11,0.0,,,,COOL,COOL,COOL,1.66,,COOL,Red,Red,Red,Red,55,53,61,50,GOAL,61,,,,,,,,,,False,False,1,,False,1,
2026-01-14,VGK@LAK,9:00 PM,2026-01-15T03:00:00Z,Brandon Saad,VGK,L,,GOAL,0,,GTD,Unknown,,,5,-1.0,🟡 GTD,LAK,Darcy Kuemper,0.9047619047619048,2.4862123738395208,29.0,Confirmed,dailyfaceoff_name_and_stats,70.9,40.5,A1+A2,832.59,38.3,53.7,1.007,NONE,False,False,26.051740544846968,2.4089229203089384,43.8,68.7,22,4.4,True,1.0,1.75,1.8,1.28,71.1,3.0,1.0,19.0,1.0,1.0,2.0,0.847457627118644,0.48426150121065376,,,0.0,2.163529543838641,1.6704711297384276,50.0,30.3,45.6,30.3,3.2,1.91,12.8,0.2,0.91,-6.2,COOL,COOL,COOL,1.29,-0.71,COOL,Red,Red,Red,Red,29,61,50,37,SOG,61,,,,,,,,,,False,False,2,,False,0,
2026-01-14,SEA@NJD,6:00 PM,2026-01-15T00:00:00Z,Dougie Hamilton,NJD,D,,GOAL,0,,Healthy,Unknown,,,2,1.0,🟢 ROLE+,SEA,Philipp Grubauer,0.9243119266055045,2.2482116498240035,1.4,Confirmed,dailyfaceoff_name_and_stats,61.7,50.1,A1+A2,1296.98,92.3,63.8,1.025,NONE,False,False,27.627739314527666,2.3729473021685643,93.1,55.7,10,2.0,False,,,,0.0,32.1,,,,,,,0.5001273472411957,0.16670911574706523,,,0.0,2.5109587199139436,2.554793599569719,50.0,74.9,39.8,74.9,3.1,1.35,0.0,,,,COOL,COOL,COOL,1.75,,COOL,FAIL_GF,Red,FAIL_GF,FAIL_GF,0,61,0,0,SOG,61,,,,,,,,,,False,False,0,,False,2,
2026-01-14,SEA@NJD,6:00 PM,2026-01-15T00:00:00Z,Connor Brown,NJD,R,,GOAL,0,,Healthy,Unknown,,,2,0.0,,SEA,Philipp Grubauer,0.9243119266055045,2.2482116498240035,1.4,Confirmed,dailyfaceoff_name_and_stats,70.0,55.9,A1+A2,989.44,55.5,62.1,1.022,NONE,False,False,27.627739314527666,2.3729473021685643,93.1,55.7,10,2.0,False,,,,0.0,32.1,,,,,,,1.5651201788708775,0.6707657909446618,,,0.0,2.5109587199139436,2.554793599569719,50.0,74.9,64.0,74.9,3.96,1.87,0.0,,,,COOL,COOL,COOL,2.1,,COOL,FAIL_GF,Red,FAIL_GF,FAIL_GF,0,60,0,0,SOG,60,,,,,,,,,,False,False,1,,False,1,
2026-01-14,SEA@NJD,6:00 PM,2026-01-15T00:00:00Z,Jani Nyman,SEA,R,,GOAL,0,,Healthy,Unknown,,,2,0.0,,NJD,Jacob Markstrom,0.87893864013267,3.412543825477211,89.1,Confirmed,dailyfaceoff_name_and_stats,53.5,25.9,A1+A2,642.29,21.5,37.5,0.977,NONE,False,False,23.396530859217428,2.0855183541750706,6.2,6.2,20,4.0,True,,,,0.0,32.1,,,,,,,1.0279106288814335,0.25697765722035837,,,0.0,2.5269210962979916,2.652056989185787,50.0,85.5,51.8,85.5,2.51,1.7,0.0,,,,COOL,COOL,COOL,0.81,,COOL,Red,Red,Red,Red,41,51,59,37,GOAL,59,,,,,,,,,,False,False,0,,False,1,
2026-01-14,VGK@LAK,9:00 PM,2026-01-15T03:00:00Z,Brandt Clarke,LAK,D,,GOAL,0,,Healthy,Unknown,,,0,0.0,,VGK,Akira Schmid,0.8946360153256705,2.4893448496963755,43.0,Confirmed,dailyfaceoff_name_and_stats,51.3,84.2,A1+A2,1122.6,74.2,67.4,1.031,NONE,False,False,26.511993413913107,2.3478202297646225,54.8,43.3,13,2.6,False,2.0,2.25,2.0,2.0,84.9,7.0,0.0,23.0,0.0,3.0,7.0,1.3130000683854202,0.8206250427408877,,,0.0,2.1096333016132958,2.0713922145749883,50.0,29.2,58.7,29.2,4.78,0.88,20.0,-2.22,0.88,-3.0,COOL,COOL,COOL,3.89,-3.11,COOL,FAIL_GF,Red,FAIL_GF,FAIL_GF,0,59,0,0,SOG,59,,,,,,,,,,False,False,1,,False,1,
2026-01-14,OTT@NYR,6:30 PM,2026-01-15T00:30:00Z,Jordan Spence,OTT,D,,GOAL,0,,Healthy,Unknown,,,1,0.0,,NYR,Jonathan Quick,0.8983516483516484,2.8011440107671604,46.7,Confirmed,dailyfaceoff_name_and_stats,44.1,70.7,A1+A2,1065.44,68.9,58.4,1.015,NONE,False,False,26.925829312772688,2.470971167386135,66.3,80.6,10,2.0,False,1.5,1.5,2.0,1.675,77.0,4.0,2.0,16.0,1.0,1.0,2.0,1.4467791939373063,0.3100241129865656,,,0.0,2.3718639501599594,2.2225963966997813,50.0,58.6,62.1,58.6,4.23,0.84,16.75,0.23,-1.16,0.75,COOL,COOL,COOL,3.38,1.38,COOL,FAIL_GF,Red,FAIL_GF,FAIL_GF,0,58,0,0,SOG,58,,,,,,,,,,False,False,1,,False,2,
2026-01-14,SEA@NJD,6:00 PM,2026-01-15T00:00:00Z,Ben Meyers,SEA,C,,GOAL,0,,Healthy,Unknown,,,2,0.0,,NJD,Jacob Markstrom,0.87893864013267,3.412543825477211,89.1,Confirmed,dailyfaceoff_name_and_stats,49.6,36.0,A1+A2,676.58,24.9,39.9,0.982,NONE,False,False,23.396530859217428,2.0855183541750706,6.2,6.2,20,4.0,True,,,,0.0,32.1,,,,,,,1.8617880923136596,0.6981705346176224,,,0.0,2.5269210962979916,2.652056989185787,50.0,85.5,69.0,85.5,2.91,1.4,0.0,,,,COOL,COOL,COOL,1.51,,COOL,Red,Red,Red,Red,48,49,57,44,GOAL,57,,,,,,,,,,False,False,2,,False,1,
2026-01-14,SEA@NJD,6:00 PM,2026-01-15T00:00:00Z,Ryker Evans,SEA,D,,GOAL,0,,Healthy,Unknown,,,2,0.0,,NJD,Jacob Markstrom,0.87893864013267,3.412543825477211,89.1,Confirmed,dailyfaceoff_name_and_stats,20.2,50.1,A1+A2,1055.17,67.5,40.1,0.982,NONE,False,False,23.396530859217428,2.0855183541750706,6.2,6.2,20,4.0,True,,,,0.0,32.1,,,,,,,0.8949499254208395,0.25569997869166844,,,0.0,2.5269210962979916,2.652056989185787,50.0,85.5,47.0,85.5,2.56,0.27,0.0,,,,COOL,COOL,COOL,2.29,,COOL,Red,Red,Red,Red,57,37,41,51,POINTS,57,,,,,,,,,,False,False,0,,False,2,
2026-01-14,SEA@NJD,6:00 PM,2026-01-15T00:00:00Z,Ondrej Palat,NJD,L,,GOAL,0,,Healthy,Unknown,,,2,0.0,,SEA,Philipp Grubauer,0.9243119266055045,2.2482116498240035,1.4,Confirmed,dailyfaceoff_name_and_stats,68.3,44.8,A1+A2,762.59,31.6,52.7,1.005,NONE,False,False,27.627739314527666,2.3729473021685643,93.1,55.7,10,2.0,False,,,,0.0,32.1,,,,,,,0.9229881742140179,0.3461205653302567,,,0.0,2.5109587199139436,2.554793599569719,50.0,74.9,48.0,74.9,2.79,1.48,0.0,,,,COOL,COOL,COOL,1.31,,COOL,FAIL_GF,Red,FAIL_GF,FAIL_GF,0,57,0,0,SOG,57,,,,,,,,,,False,False,0,,False,1,
2026-01-14,SEA@NJD,6:00 PM,2026-01-15T00:00:00Z,Ryan Lindgren,SEA,D,,GOAL,0,,Healthy,Unknown,,,2,1.0,🟢 ROLE+,NJD,Jacob Markstrom,0.87893864013267,3.412543825477211,89.1,Confirmed,dailyfaceoff_name_and_stats,35.9,44.8,A1+A2,1145.8,79.9,47.8,0.996,NONE,False,False,23.396530859217428,2.0855183541750706,6.2,6.2,20,4.0,True,,,,0.0,32.1,,,,,,,0.4232406122880858,0.16929624491523432,,,0.0,2.5269210962979916,2.652056989185787,50.0,85.5,38.4,85.5,1.84,0.48,0.0,,,,COOL,COOL,COOL,1.36,,COOL,Red,Red,Red,Red,56,48,53,51,POINTS,56,,,,,,,,,,False,False,0,,False,2,
2026-01-14,OTT@NYR,6:30 PM,2026-01-15T00:30:00Z,Michael Amadio,OTT,R,,GOAL,0,,Healthy,Unknown,,,1,0.0,,NYR,Jonathan Quick,0.8983516483516484,2.8011440107671604,46.7,Confirmed,dailyfaceoff_name_and_stats,69.1,63.7,A1+A2,928.98,49.3,63.3,1.024,NONE,False,False,26.925829312772688,2.470971167386135,66.3,80.6,10,2.0,False,,,,0.0,32.1,,,,,,,1.5244951433184237,0.5716856787444089,,,0.0,2.3718639501599594,2.2225963966997813,50.0,58.6,62.8,58.6,3.85,1.58,0.0,,,,COOL,COOL,COOL,2.28,,COOL,FAIL_GF,Red,FAIL_GF,FAIL_GF,0,56,0,0,SOG,56,,,,,,,,,,False,False,2,,False,1,
2026-01-14,PHI@BUF,6:30 PM,2026-01-15T00:30:00Z,Emil Andrae,PHI,D,,GOAL,0,,Healthy,Unknown,,,3,0.0,,BUF,Ukko-Pekka Luukkonen,0.9042056074766355,2.6306409068225567,33.8,Likely,dailyfaceoff_name_and_stats,30.7,60.0,A1+A2,1042.42,63.2,47.5,0.995,NONE,False,False,23.490894209126253,2.169292681263215,18.4,18.4,14,2.8,True,,,,0.0,32.1,,,,,,,1.0035309422040513,0.6690206281360342,,,0.0,2.4456566836209412,2.1021251747929375,50.0,55.2,51.1,55.2,3.23,0.51,0.0,,,,COOL,COOL,COOL,2.71,,COOL,Red,Red,Red,Red,55,37,38,55,ASSISTS,55,,,,,,,,,,False,False,1,,False,1,
2026-01-14,VGK@LAK,9:00 PM,2026-01-15T03:00:00Z,Kaedan Korczak,VGK,D,,GOAL,0,,Healthy,Unknown,,,5,0.0,,LAK,Darcy Kuemper,0.9047619047619048,2.4862123738395208,29.0,Confirmed,dailyfaceoff_name_and_stats,36.3,55.9,A1+A2,1028.98,60.8,48.1,0.997,NONE,False,False,26.051740544846968,2.4089229203089384,43.8,68.7,22,4.4,True,,,,0.0,32.1,,,,,,,0.9246071587008803,0.33622078498213825,,,0.0,2.163529543838641,1.6704711297384276,50.0,30.3,48.2,30.3,2.3,0.48,0.0,,,,COOL,COOL,COOL,1.81,,COOL,Red,Red,Red,Red,49,35,38,55,ASSISTS,55,,,,,,,,,,False,False,1,,False,0,
2026-01-14,VGK@LAK,9:00 PM,2026-01-15T03:00:00Z,Brett Howden,VGK,C,,GOAL,0,,Healthy,Unknown,,,5,0.0,,LAK,Darcy Kuemper,0.9047619047619048,2.4862123738395208,29.0,Confirmed,dailyfaceoff_name_and_stats,65.3,44.8,A1+A2,892.69,44.0,53.9,1.007,NONE,False,False,26.051740544846968,2.4089229203089384,43.8,68.7,22,4.4,True,,,,0.0,32.1,,,,,,,1.6332350367801938,0.3499789364528987,,,0.0,2.163529543838641,1.6704711297384276,50.0,30.3,65.9,30.3,3.09,1.54,0.0,,,,COOL,COOL,COOL,1.55,,COOL,Red,Red,Red,Red,44,49,54,50,GOAL,54,,,,,,,,,,False,False,2,,False,0,
2026-01-14,SEA@NJD,6:00 PM,2026-01-15T00:00:00Z,Paul Cotter,NJD,L,,GOAL,0,,Healthy,Unknown,,,2,0.0,,SEA,Philipp Grubauer,0.9243119266055045,2.2482116498240035,1.4,Confirmed,dailyfaceoff_name_and_stats,61.2,40.5,A1+A2,720.77,28.7,47.5,0.995,NONE,False,False,27.627739314527666,2.3729473021685643,93.1,55.7,10,2.0,False,,,,0.0,32.1,,,,,,,0.72,0.12,,,0.0,2.5109587199139436,2.554793599569719,50.0,74.9,43.7,74.9,2.39,1.23,0.0,,,,COOL,COOL,COOL,1.16,,COOL,FAIL_GF,Red,FAIL_GF,FAIL_GF,0,53,0,0,SOG,53,,,,,,,,,,False,False,0,,False,1,
2026-01-14,SEA@NJD,6:00 PM,2026-01-15T00:00:00Z,Tye Kartye,SEA,L,,GOAL,0,,Healthy,Unknown,,,2,0.0,,NJD,Jacob Markstrom,0.87893864013267,3.412543825477211,89.1,Confirmed,dailyfaceoff_name_and_stats,41.7,40.5,A1+A2,645.11,22.0,37.3,0.977,NONE,False,False,23.396530859217428,2.0855183541750706,6.2,6.2,20,4.0,True,,,,0.0,32.1,,,,,,,1.2036108324974926,0.5158332139274968,,,0.0,2.5269210962979916,2.652056989185787,50.0,85.5,56.3,85.5,2.05,0.73,0.0,,,,COOL,COOL,COOL,1.32,,COOL,Red,Red,Red,Red,49,44,52,45,GOAL,52,,,,,,,,,,False,False,1,,False,1,
2026-01-14,VGK@LAK,9:00 PM,2026-01-15T03:00:00Z,Joel Edmundson,LAK,D,,GOAL,0,,Healthy,Unknown,,,0,0.0,,VGK,Akira Schmid,0.8946360153256705,2.4893448496963755,43.0,Confirmed,dailyfaceoff_name_and_stats,43.6,76.5,A1+A2,1099.87,71.3,60.7,1.019,NONE,False,False,26.511993413913107,2.3478202297646225,54.8,43.3,13,2.6,False,1.5,1.5,1.4,1.465,73.7,3.0,0.0,16.0,0.0,2.0,3.0,1.064904972021594,0.08874208100179949,,,0.0,2.1096333016132958,2.0713922145749883,50.0,29.2,53.5,29.2,3.83,0.66,14.65,0.83,0.66,-1.35,COOL,COOL,COOL,3.17,0.17,COOL,FAIL_GF,Red,FAIL_GF,FAIL_GF,0,52,0,0,SOG,52,,,,,,,,,,False,False,0,,False,1,
2026-01-14,VGK@LAK,9:00 PM,2026-01-15T03:00:00Z,Ben Hutton,VGK,D,,GOAL,0,,Healthy,Unknown,,,5,0.0,,LAK,Darcy Kuemper,0.9047619047619048,2.4862123738395208,29.0,Confirmed,dailyfaceoff_name_and_stats,35.6,50.1,A1+A2,907.57,46.4,42.9,0.987,NONE,False,False,26.051740544846968,2.4089229203089384,43.8,68.7,22,4.4,True,,,,0.0,32.1,,,,,,,1.4400886208382053,0.22155209551357005,,,0.0,2.163529543838641,1.6704711297384276,50.0,30.3,61.8,30.3,2.43,0.56,0.0,,,,COOL,COOL,COOL,1.87,,COOL,Red,Red,Red,Red,46,33,37,52,ASSISTS,52,,,,,,,,,,False,False,1,,False,0,
