Date,Game,StartTimeLocal,StartTimeUTC,Player,Team,Pos,Opp,Opp_Goalie,Opp_SV,Opp_GAA,Goalie_Weak,Opp_Goalie_Status,Opp_Goalie_Source,iXG%,iXA%,TOI_per_game,TOI_Pct,StarScore,TalentMult,team_5v5_SF60,team_5v5_xGF60,team_5v5_SF60_pct,team_5v5_xGF60_pct,Med10_SOG,Trim10_SOG,Avg5_SOG,ShotIntent,ShotIntent_Pct,L10_P,L10_G,L10_S,L5_G,L5_A,i5v5_points60,i5v5_shotAssists60,i5v5_iCF60,opp_5v5_xGA60,opp_5v5_HDCA60,opp_5v5_SlotSA60,Opp_DefWeak,v2_player_stability,v2_defense_vulnerability,Exp_P_10,Exp_G_10,Exp_S_10,Reg_Gap_P10,Reg_Gap_G10,Reg_Gap_S10,Reg_Heat_P,Reg_Heat_G,Reg_Heat_S,Matrix_Points,Matrix_SOG,Matrix_Goal,Conf_Points,Conf_SOG,Conf_Goal,Best_Market,Best_Conf,Line,Odds,Result,Play_Tag,Plays_Points
2026-01-14,SEA@NJD,6:00 PM,2026-01-15T00:00:00Z,Jack Hughes,NJD,C,SEA,Philipp Grubauer,0.9243119266055045,2.2482116498240035,1.4,Confirmed,dailyfaceoff_name_and_stats,83.2,84.2,1277.64,91.9,85.3,1.042,50.0,50.0,50.2,50.2,3.0,3.125,3.6,3.21,96.1,7.0,0.0,32.0,0.0,4.0,2.1822071670529506,,,2.5109587199139436,2.554793599569719,50.0,74.9,71.2,74.9,10.16,3.83,32.1,3.16,3.83,0.1,HOT,HOT,COOL,Yellow,Yellow,Red,71,87,60,SOG,87,,,,,False
2026-01-14,SEA@NJD,6:00 PM,2026-01-15T00:00:00Z,Jesper Bratt,NJD,L,SEA,Philipp Grubauer,0.9243119266055045,2.2482116498240035,1.4,Confirmed,dailyfaceoff_name_and_stats,88.7,94.3,1138.3,78.0,88.5,1.046,50.0,50.0,50.2,50.2,3.0,3.0,2.6,2.8600000000000003,88.8,7.0,5.0,31.0,2.0,1.0,1.6528504017344727,,,2.5109587199139436,2.554793599569719,50.0,74.9,66.4,74.9,8.5,2.82,28.6,1.5,-2.18,-2.4,WARM,COOL,COOL,Green,Yellow,Red,70,87,69,SOG,87,,,,,False
2026-01-14,OTT@NYR,6:30 PM,2026-01-15T00:30:00Z,Drake Batherson,OTT,R,NYR,Jonathan Quick,0.8983516483516484,2.8011440107671604,46.7,Confirmed,dailyfaceoff_name_and_stats,90.8,93.3,1090.12,70.8,87.7,1.045,50.0,50.0,50.2,50.2,2.5,2.5,2.4,2.465,78.3,6.0,3.0,25.0,1.0,2.0,2.363081138160336,,,2.3718639501599594,2.2225963966997813,50.0,58.6,72.8,58.6,9.26,3.29,24.65,3.26,0.29,-0.35,HOT,COOL,COOL,Green,Red,Red,76,86,71,SOG,86,,,,🔥 HOT POINTS,True
2026-01-14,PHI@BUF,6:30 PM,2026-01-15T00:30:00Z,Christian Dvorak,PHI,C,BUF,Ukko-Pekka Luukkonen,0.9042056074766355,2.6306409068225567,33.8,Confirmed,dailyfaceoff_name_and_stats,90.5,86.8,1046.35,65.1,84.1,1.041,50.0,50.0,50.2,50.2,3.0,2.625,2.4,2.79,85.5,6.0,3.0,27.0,1.0,3.0,1.997613961102017,,,2.4456566836209412,2.1021251747929375,50.0,55.2,70.5,55.2,7.77,3.17,27.9,1.77,0.17,0.9,WARM,COOL,COOL,Yellow,Yellow,Red,66,86,68,SOG,86,,,,,False
2026-01-14,OTT@NYR,6:30 PM,2026-01-15T00:30:00Z,J.T. Miller,NYR,C,OTT,Leevi Merilainen,0.8806404657933042,2.95344718912267,75.3,Confirmed,dailyfaceoff_name_fallback_stats,91.5,73.7,1235.92,86.6,84.3,1.041,50.0,50.0,50.2,50.2,3.0,2.625,2.4,2.79,85.5,6.0,4.0,25.0,2.0,2.0,1.365825186049905,,,2.061266418892403,1.6343867586971075,50.0,15.6,60.2,15.6,7.29,3.73,27.9,1.29,-0.27,2.9,WARM,COOL,HOT,Yellow,Yellow,Red,57,85,75,SOG,85,,,,,False
2026-01-14,VGK@LAK,9:00 PM,2026-01-15T03:00:00Z,Jack Eichel,VGK,C,LAK,Darcy Kuemper,0.9047619047619048,2.4862123738395208,29.0,Confirmed,dailyfaceoff_name_and_stats,89.2,97.9,1276.0,91.4,92.7,1.051,50.0,50.0,50.2,50.2,3.0,2.875,3.8,3.2800000000000002,99.3,14.0,5.0,31.0,4.0,3.0,2.553417856192925,,,2.163529543838641,1.6704711297384276,50.0,30.3,74.0,30.3,12.66,3.57,32.8,-1.34,-1.43,1.8,COOL,COOL,WARM,Green,Yellow,Red,66,85,77,SOG,85,,,,,False
2026-01-14,SEA@NJD,6:00 PM,2026-01-15T00:00:00Z,Eeli Tolvanen,SEA,R,NJD,Jacob Markstrom,0.87893864013267,3.412543825477211,89.1,Confirmed,dailyfaceoff_name_and_stats,79.0,85.3,978.65,53.1,76.0,1.031,50.0,50.0,50.2,50.2,2.0,2.25,2.0,2.0,58.6,7.0,3.0,25.0,1.0,0.0,1.1795192565454382,,,2.5269210962979916,2.652056989185787,50.0,85.5,55.9,85.5,6.56,2.24,20.0,-0.44,-0.76,-5.0,COOL,COOL,COOL,Yellow,Red,Red,64,84,70,SOG,84,,,,,False
2026-01-14,OTT@NYR,6:30 PM,2026-01-15T00:30:00Z,Tim Sttzle,OTT,C,NYR,Jonathan Quick,0.8983516483516484,2.8011440107671604,46.7,Confirmed,dailyfaceoff_name_and_stats,94.8,96.3,1246.24,87.6,93.9,1.053,50.0,50.0,50.2,50.2,2.0,2.0,2.0,2.0,58.6,8.0,2.0,22.0,0.0,3.0,2.3635695152056306,,,2.3718639501599594,2.2225963966997813,50.0,58.6,73.1,58.6,10.1,3.78,20.0,2.1,1.78,-2.0,HOT,WARM,COOL,Green,Red,Red,75,84,70,SOG,84,,,,🔥 HOT POINTS,True
2026-01-14,VGK@LAK,9:00 PM,2026-01-15T03:00:00Z,Kevin Fiala,LAK,L,VGK,Akira Schmid,0.8946360153256705,2.4893448496963755,43.0,Confirmed,dailyfaceoff_name_and_stats,93.1,79.4,1143.73,79.4,85.6,1.043,50.0,50.0,50.2,50.2,3.0,2.625,2.4,2.79,85.5,8.0,4.0,25.0,2.0,1.0,1.4253192121152134,,,2.1096333016132958,2.0713922145749883,50.0,29.2,61.4,29.2,6.87,3.4,27.9,-1.13,-0.6,2.9,COOL,COOL,HOT,Yellow,Yellow,Red,55,84,73,SOG,84,,,,,False
2026-01-14,PHI@BUF,6:30 PM,2026-01-15T00:30:00Z,Travis Konecny,PHI,R,BUF,Ukko-Pekka Luukkonen,0.9042056074766355,2.6306409068225567,33.8,Confirmed,dailyfaceoff_name_and_stats,88.2,93.3,1130.09,76.6,87.7,1.045,50.0,50.0,50.2,50.2,2.5,2.25,2.2,2.395,75.0,8.0,4.0,23.0,2.0,1.0,2.3372196824194553,,,2.4456566836209412,2.1021251747929375,50.0,55.2,72.4,55.2,8.8,2.96,23.95,0.8,-1.04,0.95,COOL,COOL,COOL,Green,Red,Red,68,82,71,SOG,82,,,,,False
2026-01-14,VGK@LAK,9:00 PM,2026-01-15T03:00:00Z,Quinton Byfield,LAK,R,VGK,Akira Schmid,0.8946360153256705,2.4893448496963755,43.0,Confirmed,dailyfaceoff_name_and_stats,88.7,86.8,1204.8,84.7,87.2,1.045,50.0,50.0,50.2,50.2,2.5,2.5,2.4,2.465,78.3,8.0,4.0,24.0,2.0,2.0,1.033402922755741,,,2.1096333016132958,2.0713922145749883,50.0,29.2,52.0,29.2,7.45,2.94,24.65,-0.55,-1.06,0.65,COOL,COOL,COOL,Yellow,Red,Red,59,80,70,SOG,80,,,,,False
2026-01-14,PHI@BUF,6:30 PM,2026-01-15T00:30:00Z,Alex Tuch,BUF,R,PHI,Dan Vladar,0.9071428571428571,2.416930910893748,23.8,Confirmed,dailyfaceoff_name_and_stats,89.1,91.4,1113.05,72.7,86.6,1.044,50.0,50.0,50.2,50.2,2.0,2.5,2.6,2.21,71.1,8.0,4.0,26.0,3.0,2.0,2.9201980364185616,,,2.223586385649001,2.128094945774504,50.0,48.3,75.0,48.3,8.38,3.04,22.1,0.38,-0.96,-3.9,COOL,COOL,COOL,Green,Red,Red,64,79,73,SOG,79,,,,,False
2026-01-14,VGK@LAK,9:00 PM,2026-01-15T03:00:00Z,Adrian Kempe,LAK,R,VGK,Akira Schmid,0.8946360153256705,2.4893448496963755,43.0,Confirmed,dailyfaceoff_name_and_stats,92.0,88.8,1151.91,80.4,88.5,1.046,50.0,50.0,50.2,50.2,2.0,2.5,2.2,2.0700000000000003,67.8,5.0,2.0,26.0,1.0,1.0,1.7393073284849718,,,2.1096333016132958,2.0713922145749883,50.0,29.2,68.1,29.2,7.85,3.2,20.7,2.85,1.2,-5.3,HOT,WARM,COOL,Yellow,Red,Red,69,78,68,SOG,78,,,,,False
2026-01-14,VGK@LAK,9:00 PM,2026-01-15T03:00:00Z,Alex Laferriere,LAK,R,VGK,Akira Schmid,0.8946360153256705,2.4893448496963755,43.0,Confirmed,dailyfaceoff_name_and_stats,82.7,63.7,1016.31,60.3,71.5,1.026,50.0,50.0,50.2,50.2,3.0,2.875,2.6,2.8600000000000003,88.8,7.0,5.0,33.0,2.0,1.0,1.7885236399768154,,,2.1096333016132958,2.0713922145749883,50.0,29.2,68.5,29.2,4.62,2.34,28.6,-2.38,-2.66,-4.4,COOL,COOL,COOL,Red,Yellow,Red,46,78,65,SOG,78,,,,,False
2026-01-14,VGK@LAK,9:00 PM,2026-01-15T03:00:00Z,Tomas Hertl,VGK,C,LAK,Darcy Kuemper,0.9047619047619048,2.4862123738395208,29.0,Confirmed,dailyfaceoff_name_and_stats,99.2,90.2,1043.75,64.1,89.0,1.047,50.0,50.0,50.2,50.2,1.5,2.125,3.0,2.025,63.2,12.0,4.0,22.0,3.0,6.0,1.7694509497788187,,,2.163529543838641,1.6704711297384276,50.0,30.3,68.3,30.3,10.08,5.09,20.25,-1.92,1.09,-1.75,COOL,WARM,COOL,Green,Red,Red,60,78,78,SOG,78,,,,,False
2026-01-14,SEA@NJD,6:00 PM,2026-01-15T00:00:00Z,Dawson Mercer,NJD,C,SEA,Philipp Grubauer,0.9243119266055045,2.2482116498240035,1.4,Confirmed,dailyfaceoff_name_and_stats,89.7,82.3,1114.15,73.2,83.8,1.041,50.0,50.0,50.2,50.2,2.0,2.125,2.0,2.0,58.6,5.0,2.0,22.0,2.0,1.0,1.5414840562188303,,,2.5109587199139436,2.554793599569719,50.0,74.9,63.5,74.9,6.53,2.91,20.0,1.53,0.91,-2.0,WARM,COOL,COOL,Yellow,Red,Red,63,78,70,SOG,78,,,,,False
2026-01-14,SEA@NJD,6:00 PM,2026-01-15T00:00:00Z,Jared McCann,SEA,L,NJD,Jacob Markstrom,0.87893864013267,3.412543825477211,89.1,Confirmed,dailyfaceoff_name_and_stats,69.4,50.1,1000.8,59.3,60.7,1.013,50.0,50.0,50.2,50.2,,,,,50.0,,,,,,1.6291698991466252,,,2.5269210962979916,2.652056989185787,50.0,85.5,65.7,85.5,7.11,3.57,,,,,COOL,COOL,COOL,Red,Red,Red,55,77,70,SOG,77,,,,,False
2026-01-14,OTT@NYR,6:30 PM,2026-01-15T00:30:00Z,Ridly Greig,OTT,C,NYR,Jonathan Quick,0.8983516483516484,2.8011440107671604,46.7,Confirmed,dailyfaceoff_name_and_stats,77.1,63.7,990.58,56.5,68.3,1.022,50.0,50.0,50.2,50.2,2.0,2.25,2.8,2.28,72.4,5.0,4.0,25.0,1.0,0.0,1.5270662707605964,,,2.3718639501599594,2.2225963966997813,50.0,58.6,63.0,58.6,4.81,2.25,22.8,-0.19,-1.75,-2.2,COOL,COOL,COOL,Red,Red,Red,49,77,62,SOG,77,,,,,False
2026-01-14,VGK@LAK,9:00 PM,2026-01-15T03:00:00Z,Pavel Dorofeyev,VGK,R,LAK,Darcy Kuemper,0.9047619047619048,2.4862123738395208,29.0,Confirmed,dailyfaceoff_name_and_stats,97.0,82.3,1048.0,66.0,85.7,1.043,50.0,50.0,50.2,50.2,2.5,2.0,1.2,2.045,64.5,10.0,2.0,21.0,1.0,3.0,1.3218471967236267,,,2.163529543838641,1.6704711297384276,50.0,30.3,59.0,30.3,8.0,4.2,20.45,-2.0,2.2,-0.55,COOL,HOT,COOL,Yellow,Red,Red,55,77,69,SOG,77,,,,,False
2026-01-14,PHI@BUF,6:30 PM,2026-01-15T00:30:00Z,Rasmus Dahlin,BUF,D,PHI,Dan Vladar,0.9071428571428571,2.416930910893748,23.8,Confirmed,dailyfaceoff_name_and_stats,68.7,95.3,1451.48,99.0,84.1,1.041,50.0,50.0,50.2,50.2,2.0,2.5,1.6,1.8599999999999999,49.3,4.0,1.0,25.0,0.0,2.0,1.160092807424594,,,2.223586385649001,2.128094945774504,50.0,48.3,55.4,48.3,8.54,1.78,18.6,4.54,0.78,-6.4,HOT,COOL,COOL,Yellow,Red,Red,77,65,51,POINTS,77,,,,,False
2026-01-14,SEA@NJD,6:00 PM,2026-01-15T00:00:00Z,Jaden Schwartz,SEA,L,NJD,Jacob Markstrom,0.87893864013267,3.412543825477211,89.1,Confirmed,dailyfaceoff_name_and_stats,73.9,50.1,1035.16,61.2,63.0,1.016,50.0,50.0,50.2,50.2,1.5,1.75,2.0,1.675,36.8,4.0,3.0,21.0,0.0,0.0,1.382223075446343,,,2.5269210962979916,2.652056989185787,50.0,85.5,60.9,85.5,6.16,3.32,16.75,2.16,0.32,-4.25,HOT,COOL,COOL,Red,Red,Red,53,76,64,SOG,76,,,,,False
2026-01-14,OTT@NYR,6:30 PM,2026-01-15T00:30:00Z,Jake Sanderson,OTT,D,NYR,Jonathan Quick,0.8983516483516484,2.8011440107671604,46.7,Confirmed,dailyfaceoff_name_and_stats,67.3,94.3,1513.18,100.0,83.3,1.04,50.0,50.0,50.2,50.2,2.0,2.125,3.0,2.3499999999999996,73.7,7.0,1.0,21.0,0.0,4.0,1.380721043211455,,,2.3718639501599594,2.2225963966997813,50.0,58.6,60.6,58.6,7.26,1.48,23.5,0.26,0.48,2.5,COOL,COOL,HOT,Green,Red,Red,69,76,54,SOG,76,,,,,False
2026-01-14,OTT@NYR,6:30 PM,2026-01-15T00:30:00Z,Claude Giroux,OTT,R,NYR,Jonathan Quick,0.8983516483516484,2.8011440107671604,46.7,Confirmed,dailyfaceoff_name_and_stats,75.5,92.4,1043.89,64.6,79.2,1.035,50.0,50.0,50.2,50.2,2.0,2.125,2.2,2.0700000000000003,67.8,8.0,2.0,21.0,1.0,3.0,2.1824795392543197,,,2.3718639501599594,2.2225963966997813,50.0,58.6,71.4,58.6,7.25,1.96,20.7,-0.75,-0.04,-0.3,COOL,COOL,COOL,Green,Red,Red,65,75,61,SOG,75,,,,,False
2026-01-14,VGK@LAK,9:00 PM,2026-01-15T03:00:00Z,Mark Stone,VGK,R,LAK,Darcy Kuemper,0.9047619047619048,2.4862123738395208,29.0,Confirmed,dailyfaceoff_name_and_stats,87.5,95.3,1159.29,81.3,89.0,1.047,50.0,50.0,50.2,50.2,2.0,2.0,2.0,2.0,58.6,14.0,8.0,19.0,4.0,5.0,2.5197952666345858,,,2.163529543838641,1.6704711297384276,50.0,30.3,73.8,30.3,14.23,4.51,20.0,0.23,-3.49,1.0,COOL,COOL,WARM,Green,Red,Red,65,72,75,GOAL,75,,,,,False
2026-01-14,PHI@BUF,6:30 PM,2026-01-15T00:30:00Z,Josh Doan,BUF,R,PHI,Dan Vladar,0.9071428571428571,2.416930910893748,23.8,Confirmed,dailyfaceoff_name_and_stats,94.7,82.3,966.75,52.6,81.9,1.038,50.0,50.0,50.2,50.2,2.0,1.75,1.2,1.72,39.5,6.0,4.0,17.0,3.0,1.0,2.1068648680283255,,,2.223586385649001,2.128094945774504,50.0,48.3,70.7,48.3,7.56,3.78,17.2,1.56,-0.22,0.2,WARM,COOL,COOL,Yellow,Red,Red,61,71,75,GOAL,75,,,,,False
2026-01-14,PHI@BUF,6:30 PM,2026-01-15T00:30:00Z,Jack Quinn,BUF,R,PHI,Dan Vladar,0.9071428571428571,2.416930910893748,23.8,Confirmed,dailyfaceoff_name_and_stats,79.1,79.4,944.07,50.7,73.5,1.028,50.0,50.0,50.2,50.2,2.5,2.5,3.2,2.745,82.9,6.0,2.0,24.0,2.0,0.0,2.2035676810073452,,,2.223586385649001,2.128094945774504,50.0,48.3,71.7,48.3,5.7,2.2,27.45,-0.3,0.2,3.45,COOL,COOL,HOT,Yellow,Red,Red,55,75,62,SOG,75,,,,,False
2026-01-14,SEA@NJD,6:00 PM,2026-01-15T00:00:00Z,Brandon Montour,SEA,D,NJD,Jacob Markstrom,0.87893864013267,3.412543825477211,89.1,Confirmed,dailyfaceoff_name_and_stats,55.1,63.7,1315.67,92.8,65.6,1.019,50.0,50.0,50.2,50.2,,,,,50.0,,,,,,0.9479921000658328,,,2.5269210962979916,2.652056989185787,50.0,85.5,49.4,85.5,5.44,1.67,,,,,COOL,COOL,COOL,Red,Red,Red,63,73,63,SOG,73,,,,,False
2026-01-14,SEA@NJD,6:00 PM,2026-01-15T00:00:00Z,Shane Wright,SEA,C,NJD,Jacob Markstrom,0.87893864013267,3.412543825477211,89.1,Confirmed,dailyfaceoff_name_and_stats,82.7,60.0,832.73,38.8,66.0,1.019,50.0,50.0,50.2,50.2,1.0,1.375,1.4,1.14,15.8,2.0,1.0,14.0,1.0,1.0,1.247086981167727,,,2.5269210962979916,2.652056989185787,50.0,85.5,57.8,85.5,4.46,2.38,11.4,2.46,1.38,-2.6,HOT,WARM,COOL,Red,Red,Red,57,73,72,SOG,73,,,,,False
2026-01-14,PHI@BUF,6:30 PM,2026-01-15T00:30:00Z,Trevor Zegras,PHI,C,BUF,Ukko-Pekka Luukkonen,0.9042056074766355,2.6306409068225567,33.8,Confirmed,dailyfaceoff_name_and_stats,88.3,93.3,1126.55,76.1,87.6,1.045,50.0,50.0,50.2,50.2,1.5,1.5,1.8,1.605,33.6,6.0,2.0,15.0,2.0,0.0,2.245957276901577,,,2.4456566836209412,2.1021251747929375,50.0,55.2,72.1,55.2,8.62,2.92,16.05,2.62,0.92,1.05,HOT,COOL,WARM,Green,Red,Red,73,71,71,POINTS,73,,,,🔥 HOT POINTS,True
2026-01-14,SEA@NJD,6:00 PM,2026-01-15T00:00:00Z,Arseny Gritsyuk,NJD,R,SEA,Philipp Grubauer,0.9243119266055045,2.2482116498240035,1.4,Confirmed,dailyfaceoff_name_and_stats,72.0,63.7,904.74,45.5,63.8,1.017,50.0,50.0,50.2,50.2,2.5,2.125,2.4,2.465,78.3,2.0,1.0,20.0,0.0,1.0,1.5649905810752065,,,2.5109587199139436,2.554793599569719,50.0,74.9,63.8,74.9,4.29,1.86,24.65,2.29,0.86,4.65,HOT,COOL,HOT,Red,Red,Red,54,73,51,SOG,73,,,,,False
2026-01-14,OTT@NYR,6:30 PM,2026-01-15T00:30:00Z,Shane Pinto,OTT,C,NYR,Jonathan Quick,0.8983516483516484,2.8011440107671604,46.7,Confirmed,dailyfaceoff_name_and_stats,86.4,67.6,1130.2,77.0,77.9,1.034,50.0,50.0,50.2,50.2,1.5,1.625,1.8,1.605,33.6,6.0,1.0,16.0,1.0,2.0,2.587880094888937,,,2.3718639501599594,2.2225963966997813,50.0,58.6,74.3,58.6,6.66,3.42,16.05,0.66,2.42,0.05,COOL,HOT,COOL,Red,Red,Red,55,72,68,SOG,72,,,,,False
2026-01-14,SEA@NJD,6:00 PM,2026-01-15T00:00:00Z,Kaapo Kakko,SEA,R,NJD,Jacob Markstrom,0.87893864013267,3.412543825477211,89.1,Confirmed,dailyfaceoff_name_and_stats,59.0,67.6,866.25,41.6,58.5,1.01,50.0,50.0,50.2,50.2,,,,,50.0,,,,,,1.6762117614191927,,,2.5269210962979916,2.652056989185787,50.0,85.5,67.1,85.5,5.76,1.79,,,,,COOL,COOL,COOL,Red,Red,Red,63,71,63,SOG,71,,,,,False
2026-01-14,SEA@NJD,6:00 PM,2026-01-15T00:00:00Z,Frederick Gaudreau,SEA,C,NJD,Jacob Markstrom,0.87893864013267,3.412543825477211,89.1,Confirmed,dailyfaceoff_name_and_stats,56.6,55.9,979.52,53.6,55.7,1.007,50.0,50.0,50.2,50.2,,,,,50.0,,,,,,1.1475932419509085,,,2.5269210962979916,2.652056989185787,50.0,85.5,54.9,85.5,4.09,1.49,,,,,COOL,COOL,COOL,Red,Red,Red,57,70,62,SOG,70,,,,,False
