Player,Team,Pos,Matrix,iXG_pct,iXA_pct,Med10_SOG,i5v5_points60,i5v5_iCF60,Conf_Point,Conf_SOG,Conf_Goal,Reg_P10,Reg_G10,Reg_SOG10,Reg_Heat_P,Reg_Heat_G,Reg_Heat_S
Travis Konecny,PHI,R,Yellow,89.07563025210085,94.41776710684273,,0.0,,82.0,75.0,78.0,,,,COOL,COOL,COOL
Travis Konecny,PHI,R,Yellow,89.07563025210085,94.41776710684273,,0.055586436909394105,,82.0,75.0,78.0,,,,COOL,COOL,COOL
David Tomasek,EDM,R,Red,52.581032412965186,26.290516206482593,,0.015311330384484519,,33.0,52.0,52.0,,,,COOL,COOL,COOL
David Tomasek,EDM,R,Red,52.581032412965186,26.290516206482593,,0.0,,33.0,52.0,52.0,,,,COOL,COOL,COOL
David Tomasek,EDM,R,Red,52.581032412965186,26.290516206482593,,0.0511727078891258,,33.0,52.0,52.0,,,,COOL,COOL,COOL
Jason Zucker,BUF,L,Yellow,80.19207683073229,63.68547418967587,,0.03562475260588468,,60.0,70.0,72.0,,,,COOL,COOL,COOL
Jason Zucker,BUF,L,Yellow,80.19207683073229,63.68547418967587,,0.0,,60.0,70.0,72.0,,,,COOL,COOL,COOL
Jason Zucker,BUF,L,Yellow,80.19207683073229,63.68547418967587,,0.1197903668579985,,60.0,70.0,72.0,,,,COOL,COOL,COOL
Charlie McAvoy,BOS,D,Red,60.26410564225691,91.41656662665066,,0.01818916734033953,,80.0,57.0,57.0,,,,COOL,COOL,COOL
Charlie McAvoy,BOS,D,Red,60.26410564225691,91.41656662665066,,0.0,,80.0,57.0,57.0,,,,COOL,COOL,COOL
Charlie McAvoy,BOS,D,Red,60.26410564225691,91.41656662665066,,0.10693281055070397,,80.0,57.0,57.0,,,,COOL,COOL,COOL
Teddy Blueger,VAN,C,Red,5.88235294117647,7.322929171668667,,0.03843689942344651,,19.0,21.0,18.0,,,,COOL,COOL,COOL
Teddy Blueger,VAN,C,Red,5.88235294117647,7.322929171668667,,0.0,,19.0,21.0,18.0,,,,COOL,COOL,COOL
Teddy Blueger,VAN,C,Red,5.88235294117647,7.322929171668667,,,,19.0,21.0,18.0,,,,COOL,COOL,COOL
Miro Heiskanen,DAL,D,Yellow,66.74669867947179,98.01920768307323,,0.022185970636215333,,85.0,61.0,62.0,,,,COOL,COOL,COOL
Miro Heiskanen,DAL,D,Yellow,66.74669867947179,98.01920768307323,,0.0075,,85.0,61.0,62.0,,,,COOL,COOL,COOL
Miro Heiskanen,DAL,D,Yellow,66.74669867947179,98.01920768307323,,0.08974199177365075,,85.0,61.0,62.0,,,,COOL,COOL,COOL
Sam Colangelo,ANA,R,Red,12.304921968787514,7.322929171668667,,0.014756517461878997,,19.0,25.0,23.0,,,,COOL,COOL,COOL
Sam Colangelo,ANA,R,Red,12.304921968787514,7.322929171668667,,,,19.0,25.0,23.0,,,,COOL,COOL,COOL
Sam Colangelo,ANA,R,Red,12.304921968787514,7.322929171668667,,0.0,,19.0,25.0,23.0,,,,COOL,COOL,COOL
Philip Tomasino,PIT,R,Red,28.391356542617046,19.08763505402161,,0.009404388714733543,,28.0,36.0,34.0,,,,COOL,COOL,COOL
Philip Tomasino,PIT,R,Red,28.391356542617046,19.08763505402161,,,,28.0,36.0,34.0,,,,COOL,COOL,COOL
Philip Tomasino,PIT,R,Red,28.391356542617046,19.08763505402161,,0.0,,28.0,36.0,34.0,,,,COOL,COOL,COOL
Matt Savoie,EDM,C,Yellow,79.47178871548618,48.67947178871548,,0.012203389830508475,,49.0,69.0,71.0,,,,COOL,COOL,COOL
Matt Savoie,EDM,C,Yellow,79.47178871548618,48.67947178871548,,0.014855162168853677,,49.0,69.0,71.0,,,,COOL,COOL,COOL
Matt Savoie,EDM,C,Yellow,79.47178871548618,48.67947178871548,,0.08504606661941885,,49.0,69.0,71.0,,,,COOL,COOL,COOL
Mathieu Olivier,CBJ,R,Red,60.624249699879954,53.96158463385354,,0.030572540300166758,,53.0,57.0,58.0,,,,COOL,COOL,COOL
Mathieu Olivier,CBJ,R,Red,60.624249699879954,53.96158463385354,,0.0,,53.0,57.0,58.0,,,,COOL,COOL,COOL
Mathieu Olivier,CBJ,R,Red,60.624249699879954,53.96158463385354,,0.0,,53.0,57.0,58.0,,,,COOL,COOL,COOL
Max Domi,TOR,C,Red,59.42376950780313,82.47298919567827,,0.022532518521047422,,73.0,56.0,57.0,,,,COOL,COOL,COOL
Max Domi,TOR,C,Red,59.42376950780313,82.47298919567827,,0.0,,73.0,56.0,57.0,,,,COOL,COOL,COOL
Max Domi,TOR,C,Red,59.42376950780313,82.47298919567827,,0.07174887892376682,,73.0,56.0,57.0,,,,COOL,COOL,COOL
Michael Bunting,NSH,L,Yellow,82.17286914765907,76.53061224489795,,0.032044862807931104,,69.0,71.0,73.0,,,,COOL,COOL,COOL
Michael Bunting,NSH,L,Yellow,82.17286914765907,76.53061224489795,,0.0,,69.0,71.0,73.0,,,,COOL,COOL,COOL
Michael Bunting,NSH,L,Yellow,82.17286914765907,76.53061224489795,,0.0888724310312905,,69.0,71.0,73.0,,,,COOL,COOL,COOL
Bobby Brink,PHI,R,Yellow,82.53301320528212,63.68547418967587,,0.028453099807151213,,60.0,71.0,73.0,,,,COOL,COOL,COOL
Bobby Brink,PHI,R,Yellow,82.53301320528212,63.68547418967587,,0.0,,60.0,71.0,73.0,,,,COOL,COOL,COOL
Bobby Brink,PHI,R,Yellow,82.53301320528212,63.68547418967587,,0.04976155919552146,,60.0,71.0,73.0,,,,COOL,COOL,COOL
Dmitri Voronkov,CBJ,L,Yellow,93.51740696278512,73.58943577430972,,0.036943418238382264,,67.0,78.0,81.0,,,,COOL,COOL,COOL
Dmitri Voronkov,CBJ,L,Yellow,93.51740696278512,73.58943577430972,,0.0,,67.0,78.0,81.0,,,,COOL,COOL,COOL
Dmitri Voronkov,CBJ,L,Yellow,93.51740696278512,73.58943577430972,,0.06768734891216761,,67.0,78.0,81.0,,,,COOL,COOL,COOL
Nick Lardis,CHI,L,Red,37.635054021608646,7.322929171668667,,0.00858000858000858,,19.0,42.0,41.0,,,,COOL,COOL,COOL
Nick Lardis,CHI,L,Red,37.635054021608646,7.322929171668667,,0.0,,19.0,42.0,41.0,,,,COOL,COOL,COOL
Nick Lardis,CHI,L,Red,37.635054021608646,7.322929171668667,,0.053475935828877004,,19.0,42.0,41.0,,,,COOL,COOL,COOL
Jeremy Lauzon,VGK,D,Red,21.90876350540216,43.037214885954384,,0.01054342573474498,,45.0,32.0,30.0,,,,COOL,COOL,COOL
Jeremy Lauzon,VGK,D,Red,21.90876350540216,43.037214885954384,,0.0,,45.0,32.0,30.0,,,,COOL,COOL,COOL
Jeremy Lauzon,VGK,D,Red,21.90876350540216,43.037214885954384,,0.0,,45.0,32.0,30.0,,,,COOL,COOL,COOL
Zach Werenski,CBJ,D,Yellow,75.03001200480192,98.01920768307323,,0.03342403530949371,,85.0,66.0,68.0,,,,COOL,COOL,COOL
Zach Werenski,CBJ,D,Yellow,75.03001200480192,98.01920768307323,,0.01946787800129786,,85.0,66.0,68.0,,,,COOL,COOL,COOL
Zach Werenski,CBJ,D,Yellow,75.03001200480192,98.01920768307323,,0.07754442649434572,,85.0,66.0,68.0,,,,COOL,COOL,COOL
Ivan Barbashev,VGK,L,Yellow,83.31332533013205,88.35534213685474,,0.047365304914150384,,78.0,72.0,74.0,,,,COOL,COOL,COOL
Ivan Barbashev,VGK,L,Yellow,83.31332533013205,88.35534213685474,,0.0,,78.0,72.0,74.0,,,,COOL,COOL,COOL
Ivan Barbashev,VGK,L,Yellow,83.31332533013205,88.35534213685474,,0.06611570247933884,,78.0,72.0,74.0,,,,COOL,COOL,COOL
Scott Laughton,TOR,C,Red,53.1812725090036,26.290516206482593,,0.019569471624266144,,33.0,52.0,52.0,,,,COOL,COOL,COOL
Scott Laughton,TOR,C,Red,53.1812725090036,26.290516206482593,,0.024281667341157425,,33.0,52.0,52.0,,,,COOL,COOL,COOL
Scott Laughton,TOR,C,Red,53.1812725090036,26.290516206482593,,0.0,,33.0,52.0,52.0,,,,COOL,COOL,COOL
Jonathan Huberdeau,CGY,L,Yellow,87.1548619447779,76.53061224489795,,0.02877697841726619,,69.0,74.0,77.0,,,,COOL,COOL,COOL
Jonathan Huberdeau,CGY,L,Yellow,87.1548619447779,76.53061224489795,,0.0,,69.0,74.0,77.0,,,,COOL,COOL,COOL
Jonathan Huberdeau,CGY,L,Yellow,87.1548619447779,76.53061224489795,,0.036585365853658534,,69.0,74.0,77.0,,,,COOL,COOL,COOL
Riley Stillman,EDM,D,Red,10.504201680672269,7.322929171668667,,0.0,,19.0,24.0,22.0,,,,COOL,COOL,COOL
Riley Stillman,EDM,D,Red,10.504201680672269,7.322929171668667,,,,19.0,24.0,22.0,,,,COOL,COOL,COOL
Riley Stillman,EDM,D,Red,10.504201680672269,7.322929171668667,,,,19.0,24.0,22.0,,,,COOL,COOL,COOL
Joona Koppanen,PIT,L,Red,19.267707082833134,19.08763505402161,,0.009490667510281556,,28.0,30.0,28.0,,,,COOL,COOL,COOL
Joona Koppanen,PIT,L,Red,19.267707082833134,19.08763505402161,,0.0,,28.0,30.0,28.0,,,,COOL,COOL,COOL
Joona Koppanen,PIT,L,Red,19.267707082833134,19.08763505402161,,0.0,,28.0,30.0,28.0,,,,COOL,COOL,COOL
Dmitri Simashev,UTA,D,Red,22.088835534213686,19.08763505402161,,0.002797854977850315,,28.0,32.0,30.0,,,,COOL,COOL,COOL
Dmitri Simashev,UTA,D,Red,22.088835534213686,19.08763505402161,,0.0,,28.0,32.0,30.0,,,,COOL,COOL,COOL
Dmitri Simashev,UTA,D,Red,22.088835534213686,19.08763505402161,,0.0,,28.0,32.0,30.0,,,,COOL,COOL,COOL
Cole McWard,NYI,D,Red,0.7202881152460985,7.322929171668667,,0.0,,19.0,18.0,15.0,,,,COOL,COOL,COOL
Cole McWard,NYI,D,Red,0.7202881152460985,7.322929171668667,,,,19.0,18.0,15.0,,,,COOL,COOL,COOL
Cole McWard,NYI,D,Red,0.7202881152460985,7.322929171668667,,,,19.0,18.0,15.0,,,,COOL,COOL,COOL
Philipp Kurashev,SJS,C,Red,53.36134453781513,63.68547418967587,,0.03179131852455676,,60.0,52.0,52.0,,,,COOL,COOL,COOL
Philipp Kurashev,SJS,C,Red,53.36134453781513,63.68547418967587,,0.0,,60.0,52.0,52.0,,,,COOL,COOL,COOL
Philipp Kurashev,SJS,C,Red,53.36134453781513,63.68547418967587,,0.016602102933038185,,60.0,52.0,52.0,,,,COOL,COOL,COOL
Parker Ford,WPG,C,Red,22.388955582232896,19.08763505402161,,0.010422094841063054,,28.0,32.0,30.0,,,,COOL,COOL,COOL
Parker Ford,WPG,C,Red,22.388955582232896,19.08763505402161,,0.0,,28.0,32.0,30.0,,,,COOL,COOL,COOL
Parker Ford,WPG,C,Red,22.388955582232896,19.08763505402161,,0.0,,28.0,32.0,30.0,,,,COOL,COOL,COOL
Travis Hamonic,DET,D,Red,17.647058823529413,19.08763505402161,,0.004181184668989547,,28.0,29.0,27.0,,,,COOL,COOL,COOL
Travis Hamonic,DET,D,Red,17.647058823529413,19.08763505402161,,0.0,,28.0,29.0,27.0,,,,COOL,COOL,COOL
Travis Hamonic,DET,D,Red,17.647058823529413,19.08763505402161,,0.0,,28.0,29.0,27.0,,,,COOL,COOL,COOL
Jacob Gaucher,PHI,C,Red,9.30372148859544,7.322929171668667,,0.0,,19.0,24.0,21.0,,,,COOL,COOL,COOL
Jacob Gaucher,PHI,C,Red,9.30372148859544,7.322929171668667,,0.0,,19.0,24.0,21.0,,,,COOL,COOL,COOL
Jacob Gaucher,PHI,C,Red,9.30372148859544,7.322929171668667,,0.0,,19.0,24.0,21.0,,,,COOL,COOL,COOL
Nick Schmaltz,UTA,C,Yellow,89.79591836734694,93.57743097238895,,0.039985560769722046,,81.0,76.0,79.0,,,,COOL,COOL,COOL
Nick Schmaltz,UTA,C,Yellow,89.79591836734694,93.57743097238895,,0.0,,81.0,76.0,79.0,,,,COOL,COOL,COOL
Nick Schmaltz,UTA,C,Yellow,89.79591836734694,93.57743097238895,,0.05289672544080604,,81.0,76.0,79.0,,,,COOL,COOL,COOL
Oliver Ekman-Larsson,TOR,D,Red,43.09723889555822,88.35534213685474,,0.027224465719860248,,78.0,46.0,45.0,,,,COOL,COOL,COOL
Oliver Ekman-Larsson,TOR,D,Red,43.09723889555822,88.35534213685474,,0.0,,78.0,46.0,45.0,,,,COOL,COOL,COOL
Oliver Ekman-Larsson,TOR,D,Red,43.09723889555822,88.35534213685474,,0.04437869822485207,,78.0,46.0,45.0,,,,COOL,COOL,COOL
Jonny Brodzinski,NYR,C,Red,58.463385354141664,43.037214885954384,,0.02981778023191607,,45.0,56.0,56.0,,,,COOL,COOL,COOL
Jonny Brodzinski,NYR,C,Red,58.463385354141664,43.037214885954384,,,,45.0,56.0,56.0,,,,COOL,COOL,COOL
Jonny Brodzinski,NYR,C,Red,58.463385354141664,43.037214885954384,,0.0,,45.0,56.0,56.0,,,,COOL,COOL,COOL
Kevin Fiala,LAK,L,Yellow,92.55702280912365,79.59183673469387,,0.021944014629343086,,71.0,78.0,81.0,,,,COOL,COOL,COOL
Kevin Fiala,LAK,L,Yellow,92.55702280912365,79.59183673469387,,0.0,,71.0,78.0,81.0,,,,COOL,COOL,COOL
Kevin Fiala,LAK,L,Yellow,92.55702280912365,79.59183673469387,,0.07202881152460984,,71.0,78.0,81.0,,,,COOL,COOL,COOL
Peyton Krebs,BUF,C,Yellow,72.68907563025209,70.88835534213686,,0.01883357398455647,,65.0,65.0,66.0,,,,COOL,COOL,COOL
Peyton Krebs,BUF,C,Yellow,72.68907563025209,70.88835534213686,,0.0,,65.0,65.0,66.0,,,,COOL,COOL,COOL
Peyton Krebs,BUF,C,Yellow,72.68907563025209,70.88835534213686,,0.26785714285714285,,65.0,65.0,66.0,,,,COOL,COOL,COOL
Jacob Melanson,SEA,R,Red,25.33013205282113,31.392557022809125,,0.03397508493771234,,37.0,34.0,32.0,,,,COOL,COOL,COOL
Jacob Melanson,SEA,R,Red,25.33013205282113,31.392557022809125,,,,37.0,34.0,32.0,,,,COOL,COOL,COOL
Jacob Melanson,SEA,R,Red,25.33013205282113,31.392557022809125,,0.0,,37.0,34.0,32.0,,,,COOL,COOL,COOL
Jonathan Aspirot,BOS,D,Red,25.33013205282113,7.322929171668667,,0.006190353366004642,,19.0,34.0,32.0,,,,COOL,COOL,COOL
Jonathan Aspirot,BOS,D,Red,25.33013205282113,7.322929171668667,,0.0,,19.0,34.0,32.0,,,,COOL,COOL,COOL
Jonathan Aspirot,BOS,D,Red,25.33013205282113,7.322929171668667,,0.0,,19.0,34.0,32.0,,,,COOL,COOL,COOL
Josh Norris,BUF,C,Red,58.22328931572629,59.06362545018007,,0.04164600892414477,,57.0,55.0,56.0,,,,COOL,COOL,COOL
Josh Norris,BUF,C,Red,58.22328931572629,59.06362545018007,,0.0,,57.0,55.0,56.0,,,,COOL,COOL,COOL
Josh Norris,BUF,C,Red,58.22328931572629,59.06362545018007,,0.09696186166774402,,57.0,55.0,56.0,,,,COOL,COOL,COOL
Samuel Honzek,CGY,L,Red,43.99759903961585,26.290516206482593,,0.015487867836861126,,33.0,46.0,46.0,,,,COOL,COOL,COOL
Samuel Honzek,CGY,L,Red,43.99759903961585,26.290516206482593,,0.0,,33.0,46.0,46.0,,,,COOL,COOL,COOL
Samuel Honzek,CGY,L,Red,43.99759903961585,26.290516206482593,,0.0,,33.0,46.0,46.0,,,,COOL,COOL,COOL
Logan Cooley,UTA,C,Yellow,84.27370948379351,63.68547418967587,,0.03995172499895959,,60.0,72.0,75.0,,,,COOL,COOL,COOL
Logan Cooley,UTA,C,Yellow,84.27370948379351,63.68547418967587,,0.0,,60.0,72.0,75.0,,,,COOL,COOL,COOL
Logan Cooley,UTA,C,Yellow,84.27370948379351,63.68547418967587,,0.03824904377390565,,60.0,72.0,75.0,,,,COOL,COOL,COOL
Anze Kopitar,LAK,C,Yellow,75.45018007202881,82.47298919567827,,0.024213075060532687,,73.0,67.0,68.0,,,,COOL,COOL,COOL
Anze Kopitar,LAK,C,Yellow,75.45018007202881,82.47298919567827,,0.0,,73.0,67.0,68.0,,,,COOL,COOL,COOL
Anze Kopitar,LAK,C,Yellow,75.45018007202881,82.47298919567827,,0.054078413699864804,,73.0,67.0,68.0,,,,COOL,COOL,COOL
Hugh McGing,STL,L,Red,11.224489795918368,19.08763505402161,,0.06525285481239804,,28.0,25.0,22.0,,,,COOL,COOL,COOL
Hugh McGing,STL,L,Red,11.224489795918368,19.08763505402161,,,,28.0,25.0,22.0,,,,COOL,COOL,COOL
Hugh McGing,STL,L,Red,11.224489795918368,19.08763505402161,,0.0,,28.0,25.0,22.0,,,,COOL,COOL,COOL
Nikita Kucherov,TBL,R,Yellow,98.91956782713085,99.57983193277312,,0.05637217760266707,,86.0,82.0,85.0,,,,COOL,COOL,COOL
Nikita Kucherov,TBL,R,Yellow,98.91956782713085,99.57983193277312,,0.0,,86.0,82.0,85.0,,,,COOL,COOL,COOL
Nikita Kucherov,TBL,R,Yellow,98.91956782713085,99.57983193277312,,0.10709785804283914,,86.0,82.0,85.0,,,,COOL,COOL,COOL
Mackenzie MacEachern,VAN,L,Red,16.926770708283314,31.392557022809125,,0.04952538175815105,,37.0,29.0,26.0,,,,COOL,COOL,COOL
Mackenzie MacEachern,VAN,L,Red,16.926770708283314,31.392557022809125,,0.0,,37.0,29.0,26.0,,,,COOL,COOL,COOL
Mackenzie MacEachern,VAN,L,Red,16.926770708283314,31.392557022809125,,,,37.0,29.0,26.0,,,,COOL,COOL,COOL
Brian Halonen,NJD,L,Red,14.105642256902762,7.322929171668667,,0.014877262583684603,,19.0,27.0,24.0,,,,COOL,COOL,COOL
Brian Halonen,NJD,L,Red,14.105642256902762,7.322929171668667,,,,19.0,27.0,24.0,,,,COOL,COOL,COOL
Brian Halonen,NJD,L,Red,14.105642256902762,7.322929171668667,,0.0,,19.0,27.0,24.0,,,,COOL,COOL,COOL
Owen Power,BUF,D,Red,45.13805522208884,63.68547418967587,,0.01522224477369596,,60.0,47.0,46.0,,,,COOL,COOL,COOL
Owen Power,BUF,D,Red,45.13805522208884,63.68547418967587,,0.029585798816568046,,60.0,47.0,46.0,,,,COOL,COOL,COOL
Owen Power,BUF,D,Red,45.13805522208884,63.68547418967587,,0.0,,60.0,47.0,46.0,,,,COOL,COOL,COOL
Max Shabanov,NYI,R,Red,56.78271308523409,67.52701080432173,,0.026145056647622737,,63.0,54.0,55.0,,,,COOL,COOL,COOL
Max Shabanov,NYI,R,Red,56.78271308523409,67.52701080432173,,,,63.0,54.0,55.0,,,,COOL,COOL,COOL
Max Shabanov,NYI,R,Red,56.78271308523409,67.52701080432173,,0.09416195856873823,,63.0,54.0,55.0,,,,COOL,COOL,COOL
Vasily Podkolzin,EDM,R,Yellow,73.8295318127251,53.96158463385354,,0.02697614297355776,,53.0,65.0,67.0,,,,COOL,COOL,COOL
Vasily Podkolzin,EDM,R,Yellow,73.8295318127251,53.96158463385354,,0.0,,53.0,65.0,67.0,,,,COOL,COOL,COOL
Vasily Podkolzin,EDM,R,Yellow,73.8295318127251,53.96158463385354,,0.0,,53.0,65.0,67.0,,,,COOL,COOL,COOL
Mitch Marner,VGK,R,Yellow,80.97238895558223,98.5594237695078,,0.04513497092266296,,85.0,70.0,72.0,,,,COOL,COOL,COOL
Mitch Marner,VGK,R,Yellow,80.97238895558223,98.5594237695078,,0.0,,85.0,70.0,72.0,,,,COOL,COOL,COOL
Mitch Marner,VGK,R,Yellow,80.97238895558223,98.5594237695078,,0.06938020351526364,,85.0,70.0,72.0,,,,COOL,COOL,COOL
Ivan Provorov,CBJ,D,Red,56.00240096038416,67.52701080432173,,0.013142959555529004,,63.0,54.0,54.0,,,,COOL,COOL,COOL
Ivan Provorov,CBJ,D,Red,56.00240096038416,67.52701080432173,,0.0,,63.0,54.0,54.0,,,,COOL,COOL,COOL
Ivan Provorov,CBJ,D,Red,56.00240096038416,67.52701080432173,,0.044036697247706424,,63.0,54.0,54.0,,,,COOL,COOL,COOL
Yan Kuznetsov,CGY,D,Red,27.43097238895558,43.037214885954384,,0.01023471615720524,,45.0,35.0,34.0,,,,COOL,COOL,COOL
Yan Kuznetsov,CGY,D,Red,27.43097238895558,43.037214885954384,,0.023319082782743878,,45.0,35.0,34.0,,,,COOL,COOL,COOL
Yan Kuznetsov,CGY,D,Red,27.43097238895558,43.037214885954384,,0.0,,45.0,35.0,34.0,,,,COOL,COOL,COOL
Michael Amadio,OTT,R,Yellow,68.42737094837935,63.68547418967587,,0.026566697169170823,,60.0,62.0,63.0,,,,COOL,COOL,COOL
Michael Amadio,OTT,R,Yellow,68.42737094837935,63.68547418967587,,0.0,,60.0,62.0,63.0,,,,COOL,COOL,COOL
Michael Amadio,OTT,R,Yellow,68.42737094837935,63.68547418967587,,0.0,,60.0,62.0,63.0,,,,COOL,COOL,COOL
Ty Dellandrea,SJS,C,Red,62.18487394957983,63.68547418967587,,0.01921571418404384,,60.0,58.0,59.0,,,,COOL,COOL,COOL
Ty Dellandrea,SJS,C,Red,62.18487394957983,63.68547418967587,,0.017923823749066467,,60.0,58.0,59.0,,,,COOL,COOL,COOL
Ty Dellandrea,SJS,C,Red,62.18487394957983,63.68547418967587,,0.0,,60.0,58.0,59.0,,,,COOL,COOL,COOL
Brock Boeser,VAN,R,Yellow,88.5954381752701,63.68547418967587,,0.016974726518294982,,60.0,75.0,78.0,,,,COOL,COOL,COOL
Brock Boeser,VAN,R,Yellow,88.5954381752701,63.68547418967587,,0.0,,60.0,75.0,78.0,,,,COOL,COOL,COOL
Brock Boeser,VAN,R,Yellow,88.5954381752701,63.68547418967587,,0.04350453172205438,,60.0,75.0,78.0,,,,COOL,COOL,COOL
Lawson Crouse,UTA,L,Yellow,85.95438175270108,63.68547418967587,,0.03259540947983159,,60.0,73.0,76.0,,,,COOL,COOL,COOL
Lawson Crouse,UTA,L,Yellow,85.95438175270108,63.68547418967587,,0.009047044632086852,,60.0,73.0,76.0,,,,COOL,COOL,COOL
Lawson Crouse,UTA,L,Yellow,85.95438175270108,63.68547418967587,,0.0,,60.0,73.0,76.0,,,,COOL,COOL,COOL
Ryan Poehling,ANA,C,Red,58.22328931572629,73.58943577430972,,0.03202989456826371,,67.0,55.0,56.0,,,,COOL,COOL,COOL
Ryan Poehling,ANA,C,Red,58.22328931572629,73.58943577430972,,0.028222013170272814,,67.0,55.0,56.0,,,,COOL,COOL,COOL
Ryan Poehling,ANA,C,Red,58.22328931572629,73.58943577430972,,0.0,,67.0,55.0,56.0,,,,COOL,COOL,COOL
Calle Jarnkrok,TOR,C,Red,46.33853541416567,7.322929171668667,,0.017193208682570384,,19.0,48.0,47.0,,,,COOL,COOL,COOL
Calle Jarnkrok,TOR,C,Red,46.33853541416567,7.322929171668667,,0.0,,19.0,48.0,47.0,,,,COOL,COOL,COOL
Calle Jarnkrok,TOR,C,Red,46.33853541416567,7.322929171668667,,0.0,,19.0,48.0,47.0,,,,COOL,COOL,COOL
Ross Johnston,ANA,L,Red,45.49819927971189,63.68547418967587,,0.029815684857246116,,60.0,47.0,47.0,,,,COOL,COOL,COOL
Ross Johnston,ANA,L,Red,45.49819927971189,63.68547418967587,,,,60.0,47.0,47.0,,,,COOL,COOL,COOL
Ross Johnston,ANA,L,Red,45.49819927971189,63.68547418967587,,0.0,,60.0,47.0,47.0,,,,COOL,COOL,COOL
Kent Johnson,CBJ,C,Red,63.02521008403361,59.06362545018007,,0.01974261479964902,,57.0,58.0,59.0,,,,COOL,COOL,COOL
Kent Johnson,CBJ,C,Red,63.02521008403361,59.06362545018007,,0.0,,57.0,58.0,59.0,,,,COOL,COOL,COOL
Kent Johnson,CBJ,C,Red,63.02521008403361,59.06362545018007,,0.0,,57.0,58.0,59.0,,,,COOL,COOL,COOL
Matias Maccelli,TOR,L,Red,43.33733493397359,63.68547418967587,,0.033567998508088955,,60.0,46.0,45.0,,,,COOL,COOL,COOL
Matias Maccelli,TOR,L,Red,43.33733493397359,63.68547418967587,,,,60.0,46.0,45.0,,,,COOL,COOL,COOL
Matias Maccelli,TOR,L,Red,43.33733493397359,63.68547418967587,,0.04374772147283996,,60.0,46.0,45.0,,,,COOL,COOL,COOL
Easton Cowan,TOR,R,Red,60.024009603841534,53.96158463385354,,0.02664535038635758,,53.0,57.0,57.0,,,,COOL,COOL,COOL
Easton Cowan,TOR,R,Red,60.024009603841534,53.96158463385354,,0.0,,53.0,57.0,57.0,,,,COOL,COOL,COOL
Easton Cowan,TOR,R,Red,60.024009603841534,53.96158463385354,,0.0,,53.0,57.0,57.0,,,,COOL,COOL,COOL
Artturi Lehkonen,COL,L,Yellow,98.67947178871549,89.85594237695078,,0.04264858658209853,,79.0,82.0,85.0,,,,COOL,COOL,COOL
Artturi Lehkonen,COL,L,Yellow,98.67947178871549,89.85594237695078,,0.0,,79.0,82.0,85.0,,,,COOL,COOL,COOL
Artturi Lehkonen,COL,L,Yellow,98.67947178871549,89.85594237695078,,0.018532818532818532,,79.0,82.0,85.0,,,,COOL,COOL,COOL
Mattias Samuelsson,BUF,D,Red,47.418967587034814,76.53061224489795,,0.022328177695080824,,69.0,48.0,48.0,,,,COOL,COOL,COOL
Mattias Samuelsson,BUF,D,Red,47.418967587034814,76.53061224489795,,0.0,,69.0,48.0,48.0,,,,COOL,COOL,COOL
Mattias Samuelsson,BUF,D,Red,47.418967587034814,76.53061224489795,,0.0,,69.0,48.0,48.0,,,,COOL,COOL,COOL
Jake Evans,MTL,C,Red,64.8859543817527,43.037214885954384,,0.017891373801916934,,45.0,60.0,61.0,,,,COOL,COOL,COOL
Jake Evans,MTL,C,Red,64.8859543817527,43.037214885954384,,0.009886307464162136,,45.0,60.0,61.0,,,,COOL,COOL,COOL
Jake Evans,MTL,C,Red,64.8859543817527,43.037214885954384,,0.0,,45.0,60.0,61.0,,,,COOL,COOL,COOL
Reilly Smith,VGK,R,Red,56.182472989195674,43.037214885954384,,0.01880656662618031,,45.0,54.0,54.0,,,,COOL,COOL,COOL
Reilly Smith,VGK,R,Red,56.182472989195674,43.037214885954384,,0.0,,45.0,54.0,54.0,,,,COOL,COOL,COOL
Reilly Smith,VGK,R,Red,56.182472989195674,43.037214885954384,,0.04698512137823023,,45.0,54.0,54.0,,,,COOL,COOL,COOL
Sam Reinhart,FLA,C,Yellow,99.2797118847539,92.67707082833134,,0.03170595660981123,,81.0,82.0,85.0,,,,COOL,COOL,COOL
Sam Reinhart,FLA,C,Yellow,99.2797118847539,92.67707082833134,,0.038834951456310676,,81.0,82.0,85.0,,,,COOL,COOL,COOL
Sam Reinhart,FLA,C,Yellow,99.2797118847539,92.67707082833134,,0.096,,81.0,82.0,85.0,,,,COOL,COOL,COOL
Brandon Tanev,UTA,L,Red,31.032412965186072,19.08763505402161,,0.003655193420651843,,28.0,38.0,36.0,,,,COOL,COOL,COOL
Brandon Tanev,UTA,L,Red,31.032412965186072,19.08763505402161,,0.0,,28.0,38.0,36.0,,,,COOL,COOL,COOL
Brandon Tanev,UTA,L,Red,31.032412965186072,19.08763505402161,,0.0,,28.0,38.0,36.0,,,,COOL,COOL,COOL
Tanner Jeannot,BOS,L,Yellow,70.70828331332532,70.88835534213686,,0.03172804532577904,,65.0,63.0,65.0,,,,COOL,COOL,COOL
Tanner Jeannot,BOS,L,Yellow,70.70828331332532,70.88835534213686,,0.0,,65.0,63.0,65.0,,,,COOL,COOL,COOL
Tanner Jeannot,BOS,L,Yellow,70.70828331332532,70.88835534213686,,0.2542372881355932,,65.0,63.0,65.0,,,,COOL,COOL,COOL
