Date,Game,Player,Team,Pos,Tag,Regression_Heat,Regression_Score,Exp_P_10,L10_P,iXG%,iXA%,Med10_SOG,i5v5_points60,i5v5_shotAssists60,i5v5_iCF60,i5v5_oiGF60,opp5v5_xGA60,opp5v5_HDCA60,opp5v5_slotShotsAgainst60,Best_Market,Best_Conf,Best_Color,Conf_Goal,Goal_Color,Conf_SOG,SOG_Color,Conf_Point,Point_Color,Matrix_SOG,Line,Odds,Actual,Hit,Result
2026-01-05,SEA@CGY,Jaden Schwartz,SEA,L,,COOL,-0.68,6.37,5.0,74.7,54.0,0.0,1.5037593984962405,,,2.255639097744361,2.418980739040159,2.3092894883438277,,GOAL,67.0,Yellow,67.0,Yellow,67.0,Yellow,56.0,Gray,Red,,,,,
2026-01-05,UTA@NYR,Sam Carrick,NYR,C,,COOL,0.0,2.77,,67.3,48.7,,0.5867014341590613,,,1.6134289439374185,2.3006725398557215,1.9052581869107135,,GOAL,63.0,Yellow,63.0,Yellow,62.0,Yellow,49.0,Red,Red,,,,,
2026-01-05,ANA@WSH,Beckett Sennecke,ANA,R,,HOT,2.34,7.34,5.0,90.5,88.4,0.0,2.3796522488863343,,,2.896967955165972,2.53865686440473,2.321588353365094,,POINTS,85.0,Green,80.0,Green,78.0,Green,85.0,Green,Red,,,,,
2026-01-05,DET@OTT,Olle Lycksell,OTT,R,,COOL,0.0,2.4,,18.0,19.1,,0.02896451846488052,,,0.04344677769732078,2.521235430688774,2.4483478342440375,,SOG,28.0,Red,26.0,Red,28.0,Red,27.0,Red,Red,,,,,
2026-01-05,SEA@CGY,Ryker Evans,SEA,D,,COOL,0.0,2.68,,18.4,48.7,,0.9189534141671984,,,2.1442246330567962,2.418980739040159,2.3092894883438277,,POINTS,49.0,Red,26.0,Red,28.0,Red,49.0,Red,Red,,,,,
2026-01-05,DET@OTT,Michael Rasmussen,DET,C,,COOL,0.72,3.82,4.0,70.4,59.1,0.0,1.4795331251027453,,,2.0713463751438437,2.03697721571188,1.5773737929138458,,GOAL,67.0,Yellow,67.0,Yellow,64.0,Yellow,56.0,Gray,Red,,,,,
2026-01-05,SEA@CGY,Morgan Frost,CGY,C,,WARM,1.27,4.95,2.0,83.1,70.9,0.0,1.3434658705387434,,,2.564798480119419,2.4967343515718317,2.5311952019111033,,GOAL,78.0,Green,78.0,Green,73.0,Yellow,73.0,Yellow,Red,,,,,
2026-01-05,ANA@WSH,Troy Terry,ANA,R,,HOT,3.5,9.5,6.0,92.0,97.1,0.0,2.4032771961766044,,,3.277196176604461,2.53865686440473,2.321588353365094,,POINTS,94.0,Green,79.0,Green,79.0,Green,94.0,Green,Red,,,,,
2026-01-05,ANA@WSH,Trevor van Riemsdyk,WSH,D,,COOL,0.0,2.11,,32.3,43.0,,0.8104457451598379,,,1.7559657811796487,2.566977363515313,2.1870838881491346,,POINTS,45.0,Red,37.0,Red,38.0,Red,45.0,Red,Red,,,,,
2026-01-05,UTA@NYR,Sean Durzi,UTA,D,,COOL,0.0,5.8,,38.0,67.5,,1.4866477012021657,,,1.8170138570248693,2.3089910965539513,2.1589703372237854,,POINTS,63.0,Yellow,41.0,Red,42.0,Red,63.0,Yellow,Red,,,,,
