Date,Game,Player,Team,Pos,Opp,Opp_Goalie,Opp_SV,Opp_GAA,Goalie_Weak,iXG%,iXA%,Med10_SOG,Trim10_SOG,Avg5_SOG,L10_P,L10_G,L10_S,L5_G,L5_A,i5v5_points60,i5v5_shotAssists60,i5v5_iCF60,i5v5_oiGF60,opp_5v5_xGA60,opp_5v5_HDCA60,opp_5v5_SlotSA60,Opp_DefWeak,v2_player_stability,v2_defense_vulnerability,Exp_P_10,Exp_G_10,Exp_S_10,Reg_Gap_P10,Reg_Gap_G10,Reg_Gap_S10,Reg_Heat_P,Reg_Heat_G,Reg_Heat_S,Matrix_Points,Matrix_SOG,Matrix_Goal,Conf_Points,Conf_SOG,Conf_Goal,Best_Market,Best_Conf,Line,Odds,Result
2026-01-05,DET@OTT,Jake Sanderson,OTT,D,DET,John Gibson,0.8950617283950617,2.93398533007335,54.9,65.5,92.7,1.5,1.375,1.2,5.0,2.0,13.0,1.0,2.0,1.3624107100619707,,,2.980273428260561,2.521235430688774,2.4483478342440375,,72.3,62.5,72.3,6.62,1.37,13.75,1.62,-0.63,0.75,WARM,COOL,COOL,Green,Red,Red,77,56,56,POINTS,77,,,
2026-01-05,SEA@CGY,Blake Coleman,CGY,L,SEA,Joey Daccord,0.9019033674963397,2.7729237560930744,41.0,89.0,59.1,2.5,2.5,2.6,8.0,5.0,25.0,3.0,1.0,1.777997283615261,,,2.7781207556488456,2.4967343515718317,2.5311952019111033,,71.7,64.7,71.7,4.69,2.74,25.0,-3.31,-2.26,0.0,COOL,COOL,COOL,Red,Red,Yellow,55,73,77,GOAL,77,,,
2026-01-05,DET@OTT,Drake Batherson,OTT,R,DET,John Gibson,0.8950617283950617,2.93398533007335,54.9,89.3,93.6,1.0,1.75,2.6,9.0,3.0,19.0,2.0,1.0,2.409101048405086,,,2.867977438577483,2.521235430688774,2.4483478342440375,,72.3,69.8,72.3,9.05,3.1,17.5,0.05,0.1,-1.5,COOL,COOL,COOL,Green,Red,Yellow,76,67,74,POINTS,76,,,
2026-01-05,SEA@CGY,Jordan Eberle,SEA,R,CGY,Dustin Wolf,0.900355871886121,2.8630941109638326,45.7,97.0,76.5,2.0,2.125,2.2,9.0,5.0,24.0,2.0,3.0,1.2100162455884824,,,2.0166937426474707,2.418980739040159,2.3092894883438277,,56.9,53.5,56.9,7.51,4.17,21.25,-1.49,-0.83,-2.75,COOL,COOL,COOL,Yellow,Red,Yellow,61,74,76,GOAL,76,,,
2026-01-05,MIN@LAK,Kirill Kaprizov,MIN,L,LAK,Darcy Kuemper,0.9107981220657277,2.3303087772692685,16.3,99.4,96.3,3.5,3.875,3.4,12.0,4.0,40.0,2.0,4.0,1.7950228910747472,,,2.8557182358007345,2.2119651749720517,1.7683525864697314,,23.6,66.1,23.6,10.4,4.58,38.75,-1.6,0.58,-1.25,COOL,COOL,COOL,Green,Green,Yellow,69,76,72,SOG,76,,,
2026-01-05,ANA@WSH,Beckett Sennecke,ANA,R,WSH,Logan Thompson,0.9145299145299145,2.373216556010736,12.4,90.5,88.4,1.5,1.875,2.6,5.0,3.0,21.0,2.0,1.0,2.3796522488863343,,,2.896967955165972,2.53865686440473,2.321588353365094,,72.8,69.7,72.8,7.34,2.95,18.75,2.34,-0.05,-2.25,HOT,COOL,COOL,Green,Red,Yellow,76,66,71,POINTS,76,,,
2026-01-05,DET@OTT,Dylan Cozens,OTT,C,DET,John Gibson,0.8950617283950617,2.93398533007335,54.9,90.8,89.9,2.5,2.75,2.2,8.0,2.0,27.0,0.0,3.0,1.3353941267387945,,,2.003091190108192,2.521235430688774,2.4483478342440375,,72.3,54.6,72.3,7.78,3.03,27.5,-0.22,1.03,0.5,COOL,WARM,COOL,Yellow,Red,Yellow,70,75,67,SOG,75,,,
2026-01-05,ANA@WSH,Mason McTavish,ANA,C,WSH,Logan Thompson,0.9145299145299145,2.373216556010736,12.4,94.0,85.1,3.0,2.875,3.6,6.0,3.0,29.0,2.0,2.0,1.8269202065733305,,,3.0090450461207796,2.53865686440473,2.321588353365094,,72.8,68.0,72.8,7.37,3.47,28.75,1.37,0.47,-0.25,WARM,COOL,COOL,Green,Yellow,Yellow,72,75,73,SOG,75,,,
2026-01-05,DET@OTT,Dylan Larkin,DET,C,OTT,Linus Ullmark,0.8806404657933042,2.95344718912267,75.3,99.2,86.9,2.0,2.0,1.2,5.0,4.0,19.0,1.0,1.0,1.7129262490087231,,,2.4742268041237114,2.03697721571188,1.5773737929138458,,16.1,61.8,16.1,8.41,4.45,20.0,3.41,0.45,1.0,HOT,COOL,WARM,Green,Red,Yellow,74,74,73,POINTS,74,,,
2026-01-05,DET@OTT,Lucas Raymond,DET,L,OTT,Linus Ullmark,0.8806404657933042,2.95344718912267,75.3,84.0,98.9,1.5,1.625,1.6,10.0,1.0,18.0,0.0,3.0,2.042842956447723,,,2.3492693999148817,2.03697721571188,1.5773737929138458,,16.1,63.7,16.1,10.41,2.36,16.25,0.41,1.36,-1.75,COOL,WARM,COOL,Green,Red,Red,74,63,60,POINTS,74,,,
2026-01-05,ANA@WSH,Anthony Beauvillier,WSH,L,ANA,Lukas Dostal,0.8865248226950354,3.224325746464997,74.8,86.7,48.7,2.0,2.125,2.0,3.0,2.0,22.0,2.0,1.0,1.2374677742767115,,,2.8874248066456603,2.566977363515313,2.1870838881491346,,69.7,60.6,69.7,3.89,2.46,21.25,0.89,0.46,-0.75,COOL,COOL,COOL,Red,Red,Yellow,52,72,74,GOAL,74,,,
2026-01-05,DET@OTT,Claude Giroux,OTT,R,DET,John Gibson,0.8950617283950617,2.93398533007335,54.9,72.0,91.4,2.0,2.0,2.0,9.0,3.0,20.0,1.0,3.0,2.062133566951951,,,3.517757261270975,2.521235430688774,2.4483478342440375,,72.3,71.1,72.3,6.75,1.75,20.0,-2.25,-1.25,0.0,COOL,COOL,COOL,Green,Red,Red,74,62,60,POINTS,74,,,
2026-01-05,UTA@NYR,J.T. Miller,NYR,C,UTA,Karel Vejmelka,0.8937823834196891,2.7237246380823206,50.8,88.4,73.6,3.0,2.625,2.8,8.0,3.0,25.0,3.0,1.0,1.3651877133105803,,,1.9340159271899886,2.3006725398557215,1.9052581869107135,,31.6,54.5,31.6,6.61,3.18,26.25,-1.39,0.18,1.25,COOL,COOL,WARM,Yellow,Yellow,Yellow,57,72,73,GOAL,73,,,
2026-01-05,SEA@CGY,Mikael Backlund,CGY,C,SEA,Joey Daccord,0.9019033674963397,2.7729237560930744,41.0,83.2,85.1,3.0,3.25,3.0,10.0,5.0,33.0,1.0,4.0,2.077385652675697,,,2.842738261556217,2.4967343515718317,2.5311952019111033,,71.7,67.8,71.7,6.18,2.28,32.5,-3.82,-2.72,-0.5,COOL,COOL,COOL,Green,Yellow,Red,70,72,65,SOG,72,,,
2026-01-05,UTA@NYR,Clayton Keller,UTA,R,NYR,Igor Shesterkin,0.9123931623931624,2.46864024084295,18.0,94.5,94.4,2.5,2.75,3.0,8.0,3.0,28.0,2.0,4.0,1.5328117515567619,,,2.8740220341689287,2.3089910965539513,2.1589703372237854,,42.5,64.0,42.5,8.92,3.44,27.5,0.92,0.44,-0.5,COOL,COOL,COOL,Green,Red,Yellow,72,71,71,POINTS,72,,,
2026-01-05,MIN@LAK,Adrian Kempe,LAK,R,MIN,Filip Gustavsson,0.9122085048010974,2.4518202424152133,17.8,91.4,89.9,2.0,2.25,3.0,6.0,4.0,24.0,1.0,2.0,1.8580112398210804,,,2.4773483197614405,2.4001480373485893,1.915233197375421,,43.0,63.8,43.0,7.84,3.08,22.5,1.84,-0.92,-1.5,WARM,COOL,COOL,Green,Red,Yellow,72,66,65,POINTS,72,,,
2026-01-05,MIN@LAK,Kevin Fiala,LAK,L,MIN,Filip Gustavsson,0.9122085048010974,2.4518202424152133,17.8,92.6,79.6,3.0,2.375,2.6,6.0,3.0,23.0,2.0,3.0,1.3166408777605851,,,1.7217611478407653,2.4001480373485893,1.915233197375421,,43.0,51.7,43.0,6.78,3.28,23.75,0.78,0.28,0.75,COOL,COOL,COOL,Yellow,Yellow,Yellow,61,72,70,SOG,72,,,
2026-01-05,UTA@NYR,Adam Fox,NYR,D,UTA,Karel Vejmelka,0.8937823834196891,2.7237246380823206,50.8,53.8,95.3,1.0,1.125,0.8,12.0,1.0,13.0,1.0,6.0,1.5299153082597214,,,2.841271286768054,2.3006725398557215,1.9052581869107135,,31.6,63.6,31.6,9.58,1.31,11.25,-2.42,0.31,-1.75,COOL,COOL,COOL,Green,Red,Red,71,43,45,POINTS,71,,,
2026-01-05,SEA@CGY,Rasmus Andersson,CGY,D,SEA,Joey Daccord,0.9019033674963397,2.7729237560930744,41.0,73.5,88.4,2.5,2.5,1.8,6.0,2.0,26.0,2.0,0.0,1.4054426455390976,,,2.97623148467103,2.4967343515718317,2.5311952019111033,,71.7,63.3,71.7,6.18,1.79,25.0,0.18,-0.21,-1.0,COOL,COOL,COOL,Green,Red,Red,71,64,63,POINTS,71,,,
2026-01-05,UTA@NYR,John Marino,UTA,D,NYR,Igor Shesterkin,0.9123931623931624,2.46864024084295,18.0,46.2,82.5,0.5,0.5,0.2,1.0,0.0,5.0,0.0,0.0,1.1242220784724855,,,3.6135709665187035,2.3089910965539513,2.1589703372237854,,42.5,62.0,42.5,4.28,0.71,5.0,3.28,0.71,0.0,HOT,COOL,COOL,Green,Red,Red,71,34,34,POINTS,71,,,
2026-01-05,UTA@NYR,Nick Schmaltz,UTA,C,NYR,Igor Shesterkin,0.9123931623931624,2.46864024084295,18.0,89.8,93.6,2.0,2.625,3.2,10.0,3.0,29.0,2.0,3.0,2.399133646183323,,,2.8989531558048482,2.3089910965539513,2.1589703372237854,,42.5,70.0,42.5,7.99,2.75,26.25,-2.01,-0.25,-2.75,COOL,COOL,COOL,Green,Red,Yellow,71,65,68,POINTS,71,,,
2026-01-05,MIN@LAK,Quinton Byfield,LAK,R,MIN,Filip Gustavsson,0.9122085048010974,2.4518202424152133,17.8,89.2,86.9,2.5,2.25,2.4,4.0,2.0,22.0,2.0,2.0,0.9612246714332334,,,1.8156466015961077,2.4001480373485893,1.915233197375421,,43.0,47.9,43.0,7.26,2.9,22.5,3.26,0.9,0.5,HOT,COOL,COOL,Yellow,Red,Yellow,71,68,68,POINTS,71,,,
2026-01-05,DET@OTT,Patrick Kane,DET,R,OTT,Linus Ullmark,0.8806404657933042,2.95344718912267,75.3,72.4,88.4,3.0,2.625,2.8,8.0,3.0,26.0,1.0,2.0,2.1109607577807847,,,3.085250338294993,2.03697721571188,1.5773737929138458,,16.1,70.2,16.1,8.95,2.52,26.25,0.95,-0.48,0.25,COOL,COOL,COOL,Green,Red,Red,70,64,57,POINTS,70,,,
2026-01-05,DET@OTT,Emmitt Finnie,DET,C,OTT,Linus Ullmark,0.8806404657933042,2.95344718912267,75.3,91.6,67.5,2.0,1.75,1.6,4.0,2.0,20.0,0.0,0.0,0.8901098901098901,,,2.1758241758241756,2.03697721571188,1.5773737929138458,,16.1,48.6,16.1,5.22,2.9,17.5,1.22,0.9,-2.5,WARM,COOL,COOL,Red,Red,Yellow,55,70,64,SOG,70,,,
2026-01-05,DET@OTT,James van Riemsdyk,DET,L,OTT,Linus Ullmark,0.8806404657933042,2.95344718912267,75.3,88.7,26.3,1.0,1.5,1.0,4.0,3.0,18.0,2.0,1.0,1.2178031218286378,,,1.5657468709225342,2.03697721571188,1.5773737929138458,,16.1,49.6,16.1,3.88,3.29,15.0,-0.12,0.29,-3.0,COOL,COOL,COOL,Red,Red,Yellow,30,63,70,GOAL,70,,,
2026-01-05,ANA@WSH,Ryan Leonard,WSH,R,ANA,Lukas Dostal,0.8865248226950354,3.224325746464997,74.8,78.6,82.5,2.0,2.0,1.8,11.0,3.0,22.0,1.0,2.0,2.363367799113737,,,2.806499261447563,2.566977363515313,2.1870838881491346,,69.7,68.6,69.7,6.67,2.38,20.0,-4.33,-0.62,-2.0,COOL,COOL,COOL,Green,Red,Red,70,68,66,POINTS,70,,,
2026-01-05,SEA@CGY,Matty Beniers,SEA,C,CGY,Dustin Wolf,0.900355871886121,2.8630941109638326,45.7,85.5,86.9,2.5,2.25,1.8,6.0,2.0,22.0,2.0,2.0,1.3961992354147044,,,1.8948418194913845,2.418980739040159,2.3092894883438277,,56.9,54.9,56.9,6.91,2.55,22.5,0.91,0.55,0.5,COOL,COOL,COOL,Yellow,Red,Yellow,69,70,70,SOG,70,,,
2026-01-05,SEA@CGY,Yegor Sharangovich,CGY,C,SEA,Joey Daccord,0.9019033674963397,2.7729237560930744,41.0,78.9,43.0,3.0,2.5,2.6,2.0,2.0,25.0,2.0,0.0,1.2914334911752046,,,2.324580284115368,2.4967343515718317,2.5311952019111033,,71.7,56.3,71.7,3.62,2.26,25.0,1.62,0.26,0.0,WARM,COOL,COOL,Red,Yellow,Red,48,70,67,SOG,70,,,
2026-01-05,DET@OTT,Moritz Seider,DET,D,OTT,Linus Ullmark,0.8806404657933042,2.95344718912267,75.3,51.1,95.3,2.0,2.0,1.8,9.0,3.0,20.0,1.0,1.0,1.0038640799904395,,,3.011592239971318,2.03697721571188,1.5773737929138458,,16.1,58.0,16.1,6.4,0.82,20.0,-2.6,-2.18,0.0,COOL,COOL,COOL,Green,Red,Red,69,47,44,POINTS,69,,,
2026-01-05,MIN@LAK,Quinn Hughes,MIN,D,LAK,Darcy Kuemper,0.9107981220657277,2.3303087772692685,16.3,66.6,98.7,2.0,1.75,1.8,11.0,0.0,18.0,0.0,8.0,0.9920929345176266,,,2.8999639624361393,2.2119651749720517,1.7683525864697314,,23.6,56.4,23.6,10.19,1.54,17.5,-0.81,1.54,-0.5,COOL,WARM,COOL,Green,Red,Red,69,51,44,POINTS,69,,,
2026-01-05,DET@OTT,Andrew Copp,DET,C,OTT,Linus Ullmark,0.8806404657933042,2.95344718912267,75.3,85.2,86.9,1.5,1.75,2.4,6.0,2.0,19.0,2.0,0.0,1.6071428571428572,,,2.5255102040816326,2.03697721571188,1.5773737929138458,,16.1,61.6,16.1,6.26,2.3,17.5,0.26,0.3,-1.5,COOL,COOL,COOL,Green,Red,Yellow,66,64,68,GOAL,68,,,
2026-01-05,DET@OTT,Ridly Greig,OTT,C,DET,John Gibson,0.8950617283950617,2.93398533007335,54.9,72.7,67.5,2.0,1.75,2.2,6.0,3.0,18.0,3.0,1.0,1.5970425138632163,,,2.3955637707948245,2.521235430688774,2.4483478342440375,,72.3,60.7,72.3,4.89,2.03,17.5,-1.11,-0.97,-0.5,COOL,COOL,COOL,Red,Red,Red,59,63,68,GOAL,68,,,
2026-01-05,DET@OTT,Fabian Zetterlund,OTT,L,DET,John Gibson,0.8950617283950617,2.93398533007335,54.9,81.9,59.1,2.0,2.25,1.6,8.0,4.0,25.0,1.0,1.0,1.5128495231937935,,,2.5602068854048814,2.521235430688774,2.4483478342440375,,72.3,61.0,72.3,4.25,2.25,22.5,-3.75,-1.75,-2.5,COOL,COOL,COOL,Red,Red,Red,55,68,66,SOG,68,,,
2026-01-05,DET@OTT,Shane Pinto,OTT,C,DET,John Gibson,0.8950617283950617,2.93398533007335,54.9,86.3,63.7,1.5,1.625,1.4,5.0,2.0,17.0,0.0,3.0,2.520696898554306,,,3.855183491906586,2.521235430688774,2.4483478342440375,,72.3,74.2,72.3,6.41,3.41,16.25,1.41,1.41,-0.75,WARM,WARM,COOL,Red,Red,Yellow,63,68,64,SOG,68,,,
2026-01-05,SEA@CGY,Jonathan Huberdeau,CGY,L,SEA,Joey Daccord,0.9019033674963397,2.7729237560930744,41.0,87.2,76.5,1.0,1.25,1.0,6.0,2.0,13.0,1.0,1.0,1.7266187050359711,,,2.4665981500513876,2.4967343515718317,2.5311952019111033,,71.7,61.8,71.7,6.54,2.93,12.5,0.54,0.93,-0.5,COOL,COOL,COOL,Yellow,Red,Yellow,65,64,68,GOAL,68,,,
2026-01-05,MIN@LAK,Alex Laferriere,LAK,R,MIN,Filip Gustavsson,0.9122085048010974,2.4518202424152133,17.8,82.7,63.7,2.5,2.75,4.0,6.0,3.0,32.0,3.0,1.0,1.8132023798281236,,,2.2665029747851544,2.4001480373485893,1.915233197375421,,43.0,61.6,43.0,4.54,2.29,27.5,-1.46,-0.71,-4.5,COOL,COOL,COOL,Red,Red,Red,53,64,68,GOAL,68,,,
2026-01-05,MIN@LAK,Marcus Johansson,MIN,L,LAK,Darcy Kuemper,0.9107981220657277,2.3303087772692685,16.3,71.5,91.4,1.0,1.5,1.4,9.0,1.0,15.0,1.0,3.0,2.0905284391332253,,,3.1908065649928177,2.2119651749720517,1.7683525864697314,,23.6,70.3,23.6,6.55,1.68,15.0,-2.45,0.68,0.0,COOL,COOL,COOL,Green,Red,Red,68,48,51,POINTS,68,,,
2026-01-05,MIN@LAK,Joel Eriksson Ek,MIN,C,LAK,Darcy Kuemper,0.9107981220657277,2.3303087772692685,16.3,92.4,92.7,2.5,2.625,2.8,9.0,4.0,27.0,2.0,3.0,1.7357762777242045,,,3.165239094673549,2.2119651749720517,1.7683525864697314,,23.6,67.5,23.6,7.93,3.04,26.25,-1.07,-0.96,-0.75,COOL,COOL,COOL,Green,Red,Yellow,68,67,67,POINTS,68,,,
2026-01-05,ANA@WSH,Jackson LaCombe,ANA,D,WSH,Logan Thompson,0.9145299145299145,2.373216556010736,12.4,69.5,86.9,1.5,1.875,1.8,5.0,2.0,20.0,0.0,2.0,0.9982899662614965,,,2.5789157461755328,2.53865686440473,2.321588353365094,,72.8,53.9,72.8,5.69,1.55,18.75,0.69,-0.45,-1.25,COOL,COOL,COOL,Yellow,Red,Red,68,54,50,POINTS,68,,,
2026-01-05,UTA@NYR,Will Cuylle,NYR,L,UTA,Karel Vejmelka,0.8937823834196891,2.7237246380823206,50.8,91.2,76.5,1.0,1.375,2.0,5.0,1.0,15.0,1.0,2.0,1.1547882888137175,,,1.5747113029277966,2.3006725398557215,1.9052581869107135,,31.6,48.9,31.6,5.89,2.86,13.75,0.89,1.86,-1.25,COOL,WARM,COOL,Yellow,Red,Yellow,60,63,67,GOAL,67,,,
2026-01-05,SEA@CGY,Eeli Tolvanen,SEA,R,CGY,Dustin Wolf,0.900355871886121,2.8630941109638326,45.7,79.8,88.4,2.0,1.875,3.0,10.0,3.0,22.0,2.0,3.0,1.187178472497032,,,1.8994855559952513,2.418980739040159,2.3092894883438277,,56.9,52.5,56.9,6.81,2.2,18.75,-3.19,-0.8,-3.25,COOL,COOL,COOL,Yellow,Red,Red,67,64,66,POINTS,67,,,
2026-01-05,SEA@CGY,Morgan Frost,CGY,C,SEA,Joey Daccord,0.9019033674963397,2.7729237560930744,41.0,83.1,70.9,2.0,2.0,2.2,2.0,1.0,21.0,0.0,0.0,1.3434658705387434,,,2.564798480119419,2.4967343515718317,2.5311952019111033,,71.7,58.6,71.7,4.95,2.27,20.0,2.95,1.27,-1.0,HOT,WARM,COOL,Yellow,Red,Red,67,67,61,POINTS,67,,,
