Date,Game,StartTimeLocal,StartTimeUTC,L10_SOG,L10_G,L10_A,L10_P,L5_G,L5_A,N_games_found,Player,Team,Pos,Tier,SD_PlayerID,Shoots,Position_SD,L10_S,Injury_Source,Injury_Status_Final,SD_InjuryStatus,SD_InjuryNotes,Best_Drought_Market,Best_Drought_Count,Best_Drought_Tag,Injury_Status,Injury_Type,Injury_Text,Injury_Return,Team_Out_Count,Injury_DFO_Score,Injury_Badge,Opp,Opp_Goalie,Opp_SV,Opp_GAA,Goalie_Weak,Opp_Goalie_Status,Opp_Goalie_Source,iXG%,iXA%,iXA_Source,TOI_per_game,TOI_Pct,StarScore,TalentMult,Talent_Tier,Is_Elite,Is_Star,team_5v5_SF60,team_5v5_xGF60,team_5v5_SF60_pct,team_5v5_xGF60_pct,Team_GF_L5,Team_GF_Avg_L5,Team_GF_Gate,Med10_SOG,Trim10_SOG,Avg5_SOG,ShotIntent,ShotIntent_Pct,i5v5_points60,i5v5_primaryAssists60,i5v5_shotAssists60,i5v5_iCF60,Assist_Volume,opp_5v5_xGA60,opp_5v5_HDCA60,opp_5v5_SlotSA60,Opp_DefWeak,v2_player_stability,v2_defense_vulnerability,Exp_P_10,Exp_G_10,Exp_S_10,Reg_Gap_P10,Reg_Gap_G10,Reg_Gap_S10,Reg_Heat_P,Reg_Heat_G,Reg_Heat_S,Exp_A_10,Reg_Gap_A10,Reg_Heat_A,Matrix_Points,Matrix_SOG,Matrix_Goal,Matrix_Assists,Conf_Points,Conf_SOG,Conf_Goal,Conf_Assists,Best_Market,Best_Conf,Drought_P,Drought_A,Drought_G,Drought_SOG,Line,Odds,Result,Best_Drought_Display,Play_Tag,Plays_Points,Plays_Goal,Goal_ProofCount,Goal_Why,Plays_Assists,Assist_ProofCount,Assist_Why,Plays_SOG,SOG_ProofCount,SOG_Why
2026-01-17,MIN@BUF,11:30 AM,2026-01-17T17:30:00Z,,,,,,,,Owen Power,BUF,D,,30004980.0,L,D,,SDIO,Scrambled,Scrambled,Scrambled,GOAL,0,,Healthy,Unknown,,,6,1.0,🟢 ROLE+,MIN,Filip Gustavsson,0.9110275689223057,2.4985581481734913,20.7,Confirmed,dailyfaceoff_name_and_stats,47.6,66.7,A1+A2,21.21,70.9,58.9,1.04,NONE,False,False,50.0,50.0,50.1,50.1,23,4.6,True,,,,,50.0,0.9318980952175507,0.1553163492029251,,,0.0,50.0,50.0,50.0,50.1,48.2,50.1,3.34,0.81,,,,,,,,2.53,,,Red,Red,Red,Red,59,47,57,53,POINTS,59,,,,,,,,,,False,False,0,,False,0,,False,0,
2026-01-17,BOS@CHI,7:00 PM,2026-01-18T01:00:00Z,,,,,,,,Landon Slaggert,CHI,L,,30004875.0,L,RW,,SDIO,Scrambled,Scrambled,Scrambled,GOAL,0,,Healthy,Unknown,,,1,0.0,,BOS,Joonas Korpisalo,0.8942917547568711,3.1994312122289372,63.5,Confirmed,dailyfaceoff_name_and_stats,46.2,30.9,A1+A2,10.9,7.1,33.0,0.94,NONE,False,False,50.0,50.0,50.1,50.1,13,2.6,False,,,,,50.0,1.4031805425631432,0.2806361085126286,,,0.0,50.0,50.0,50.0,50.1,59.5,50.1,2.82,1.47,,,,,,,,1.34,,,FAIL_GF,Red,FAIL_GF,FAIL_GF,0,40,0,0,SOG,40,,,,,,,,,,False,False,0,,False,0,,False,0,
2026-01-17,MTL@OTT,6:00 PM,2026-01-18T00:00:00Z,,,,,,,,Lars Eller,OTT,C,,30000012.0,L,C,,SDIO,Scrambled,Scrambled,Scrambled,GOAL,0,,Healthy,Unknown,,,1,0.0,,MTL,Sam Montembeault,0.8742004264392325,3.3529606769065623,87.4,Confirmed,dailyfaceoff_name_and_stats,41.7,35.5,A1+A2,12.7,15.6,34.3,0.94,NONE,False,False,50.0,50.0,50.1,50.1,15,3.0,True,,,,,50.0,0.8883186102748852,0.5329911661649311,,,0.0,50.0,50.0,50.0,50.1,47.0,50.1,2.01,0.83,,,,,,,,1.17,,,Red,Red,Red,Red,41,38,57,37,GOAL,57,,,,,,,,,,False,False,1,,False,1,,False,0,
2026-01-17,NYI@CGY,2:00 PM,2026-01-17T20:00:00Z,22.0,4.0,4.0,8.0,2.0,3.0,10.0,Connor Zary,CGY,C,,30004823.0,L,C,22.0,SDIO,Scrambled,Scrambled,Scrambled,GOAL,2,GOAL 2,Healthy,Unknown,,,5,0.0,,NYI,David Rittich,0.9099804305283757,2.3946207794085748,19.3,Confirmed,dailyfaceoff_name_and_stats,83.3,63.0,A1+A2,14.29,25.9,64.7,1.06,NONE,False,False,50.0,50.0,50.1,50.1,10,2.0,False,2.0,1.875,3.6,2.56,74.1,1.2004729135720131,0.21826780246763877,,,0.0,50.0,50.0,50.0,50.1,55.5,50.1,4.84,2.49,25.6,-3.16,-1.51,3.6,,,,2.35,-1.65,,FAIL_GF,Red,FAIL_GF,FAIL_GF,0,66,0,0,SOG,66,0.0,0.0,2.0,1.0,,,,🥅 D:2,,False,False,1,,False,0,,False,2,
2026-01-17,CBJ@PIT,6:00 PM,2026-01-18T00:00:00Z,,,,,,,,Mathew Dumba,PIT,D,,,,,,,,,,GOAL,0,,Healthy,Unknown,,,3,1.0,🟢 ROLE+,CBJ,Elvis Merzlikins,0.8824701195219123,3.836012281018602,96.6,Likely,dailyfaceoff_name_and_stats,11.3,25.9,A1+A2,896.18,97.3,33.6,0.94,NONE,False,False,50.0,50.0,50.1,50.1,12,2.4,False,,,,,50.0,0.01854714064914992,0.0061823802163833074,,,0.0,50.0,50.0,50.0,50.1,33.1,50.1,2.0,0.29,,,,,,,,1.71,,,FAIL_GF,Red,FAIL_GF,FAIL_GF,0,30,0,0,SOG,30,,,,,,,,,,False,False,1,,False,0,,False,0,
2026-01-17,FLA@WSH,6:00 PM,2026-01-18T00:00:00Z,,,,,,,,A.J. Greer,FLA,L,,30002839.0,L,LW,,SDIO,Scrambled,Scrambled,Scrambled,GOAL,0,,Healthy,Unknown,,,5,0.0,,WSH,Logan Thompson,0.9150537634408602,2.3597743113176235,11.3,Confirmed,dailyfaceoff_name_and_stats,70.9,54.8,A1+A2,11.73,10.3,53.1,1.01,NONE,False,False,50.0,50.0,50.1,50.1,11,2.2,False,,,,,50.0,1.8400204446716075,0.4600051111679019,,,0.0,50.0,50.0,50.0,50.1,67.8,50.1,3.45,1.69,,,,,,,,1.76,,,FAIL_GF,Red,FAIL_GF,FAIL_GF,0,53,0,0,SOG,53,,,,,,,,,,False,False,0,,False,2,,False,0,
2026-01-17,FLA@WSH,6:00 PM,2026-01-18T00:00:00Z,,,,,,,,Sandis Vilmanis,FLA,L,,30005850.0,L,LW,,SDIO,Scrambled,Scrambled,Scrambled,GOAL,0,,Healthy,Unknown,,,5,1.0,🟢 ROLE+,WSH,Logan Thompson,0.9150537634408602,2.3597743113176235,11.3,Confirmed,dailyfaceoff_name_and_stats,6.8,18.8,A1+A2,751.0,94.2,28.5,0.94,NONE,False,False,50.0,50.0,50.1,50.1,11,2.2,False,,,,,50.0,0.02835538752362949,0.0,,,0.0,50.0,50.0,50.0,50.1,34.4,50.1,3.57,0.44,,,,,,,,3.13,,,FAIL_GF,Red,FAIL_GF,FAIL_GF,0,27,0,0,SOG,27,,,,,,,,,,False,False,0,,False,0,,False,0,
2026-01-17,NYI@CGY,2:00 PM,2026-01-17T20:00:00Z,,,,,,,,Joel Hanley,CGY,D,,30001248.0,L,D,,SDIO,Scrambled,Scrambled,Scrambled,GOAL,0,,Healthy,Unknown,,,5,0.0,,NYI,David Rittich,0.9099804305283757,2.3946207794085748,19.3,Confirmed,dailyfaceoff_name_and_stats,28.7,44.5,A1+A2,14.67,28.8,34.2,0.94,NONE,False,False,50.0,50.0,50.1,50.1,10,2.0,False,,,,,50.0,0.614894101571396,0.10248235026189934,,,0.0,50.0,50.0,50.0,50.1,40.9,50.1,1.62,0.34,,,,,,,,1.28,,,FAIL_GF,Red,FAIL_GF,FAIL_GF,0,32,0,0,SOG,32,,,,,,,,,,False,False,0,,False,0,,False,0,
2026-01-17,CBJ@PIT,6:00 PM,2026-01-18T00:00:00Z,,,,,,,,Erik Gudbranson,CBJ,D,,30000233.0,R,D,,SDIO,Scrambled,Scrambled,Scrambled,GOAL,0,,Healthy,Unknown,,,4,1.0,🟢 ROLE+,PIT,Arturs Silovs,0.8904593639575972,3.061308462487999,64.8,Confirmed,dailyfaceoff_name_and_stats,9.3,7.2,A1+A2,908.2,97.5,26.2,0.94,NONE,False,False,50.0,50.0,50.1,50.1,15,3.0,True,,,,,50.0,0.0,0.0,,,0.0,50.0,50.0,50.0,50.1,28.1,50.1,0.47,0.47,,,,,,,,0.0,,,Red,Red,Red,Red,33,29,41,26,GOAL,41,,,,,,,,,,False,False,0,,False,0,,False,0,
2026-01-17,NYR@PHI,12:00 PM,2026-01-17T18:00:00Z,,,,,,,,Carson Soucy,NYR,D,,30003583.0,L,D,,SDIO,Scrambled,Scrambled,Scrambled,GOAL,0,,Healthy,Unknown,,,4,0.0,,PHI,Aleksei Kolosov,0.8863636363636364,0.044802867383512544,50.0,Confirmed,dailyfaceoff_name_and_stats,34.7,39.9,A1+A2,17.3,46.9,39.0,0.96,NONE,False,False,50.0,50.0,50.1,50.1,12,2.4,False,,,,,50.0,0.709849157054126,0.08873114463176575,,,0.0,50.0,50.0,50.0,50.1,42.7,50.1,1.53,0.45,,,,,,,,1.09,,,FAIL_GF,Red,FAIL_GF,FAIL_GF,0,36,0,0,SOG,36,,,,,,,,,,False,False,0,,False,0,,False,0,
2026-01-17,MTL@OTT,6:00 PM,2026-01-18T00:00:00Z,22.0,2.0,5.0,7.0,0.0,3.0,10.0,Claude Giroux,OTT,R,,30000052.0,R,RW,22.0,SDIO,Scrambled,Scrambled,Scrambled,GOAL,5,GOAL 5,Healthy,Unknown,,,1,0.0,,MTL,Sam Montembeault,0.8742004264392325,3.3529606769065623,87.4,Confirmed,dailyfaceoff_name_and_stats,74.8,91.6,A1+A2,17.38,47.9,75.3,1.1,NONE,False,False,50.0,50.0,50.1,50.1,15,3.0,True,2.0,2.125,1.8,1.9300000000000002,47.0,2.1301775147928996,0.8520710059171598,,,0.0,50.0,50.0,50.0,50.1,70.7,50.1,7.55,2.05,19.3,0.55,0.05,-2.7,,,,5.5,0.5,,Green,Red,Red,Yellow,68,63,65,73,ASSISTS,73,2.0,2.0,5.0,4.0,,,,🥅 D:5,,False,False,2,,False,3,,False,1,
2026-01-17,SEA@UTA,4:00 PM,2026-01-17T22:00:00Z,17.0,1.0,8.0,9.0,0.0,5.0,10.0,Vince Dunn,SEA,D,,30000674.0,L,D,17.0,SDIO,Scrambled,Scrambled,Scrambled,GOAL,6,GOAL 6,Healthy,Unknown,,,1,0.0,,UTA,Karel Vejmelka,0.9015486725663717,2.5338679446724717,34.8,Unconfirmed,dailyfaceoff_name_and_stats,62.1,90.8,A1+A2,22.56,74.7,74.7,1.1,NONE,False,False,50.0,50.0,50.1,50.1,12,2.4,False,1.5,1.625,2.0,1.675,31.8,0.7100731769857394,0.14201463539714787,,,0.0,50.0,50.0,50.0,50.1,42.8,50.1,6.72,1.35,16.75,-2.28,0.35,-0.25,,,,5.37,-2.63,,FAIL_GF,Red,FAIL_GF,FAIL_GF,0,50,0,0,SOG,50,0.0,0.0,6.0,1.0,,,,🥅 D:6,,False,False,1,,False,0,,False,0,
2026-01-17,EDM@VAN,9:00 PM,2026-01-18T03:00:00Z,15.0,1.0,3.0,4.0,0.0,0.0,10.0,Conor Garland,VAN,R,,30002876.0,R,RW,15.0,SDIO,Scrambled,Scrambled,Scrambled,GOAL,9,GOAL 9,Healthy,Unknown,,,4,0.0,,EDM,Tristan Jarry,0.902834008097166,2.7947146253497435,40.3,Confirmed,dailyfaceoff_name_and_stats,74.9,78.2,A1+A2,19.65,62.2,73.5,1.09,NONE,False,False,50.0,50.0,50.1,50.1,6,1.2,False,1.5,1.5,1.2,1.395,25.0,1.2354576340986307,0.3706372902295892,,,0.0,50.0,50.0,50.0,50.1,55.9,50.1,7.17,2.61,13.95,3.17,1.61,-1.05,,,,4.56,1.56,,FAIL_GF,Red,FAIL_GF,FAIL_GF,0,63,0,0,SOG,63,5.0,5.0,9.0,9.0,,,,🥅 D:9,,False,False,1,,False,1,,False,1,
2026-01-17,CAR@NJD,6:00 PM,2026-01-18T00:00:00Z,,,,,,,,Domenick Fensore,CAR,D,,30004537.0,L,D,,SDIO,Scrambled,Scrambled,Scrambled,GOAL,0,,Healthy,Unknown,,,3,1.0,🟢 ROLE+,NJD,Jacob Markstrom,0.8790322580645161,3.340715903045001,87.1,Likely,dailyfaceoff_name_and_stats,3.4,7.2,A1+A2,1162.0,100.0,24.1,0.94,NONE,False,False,50.0,50.0,50.1,50.1,20,4.0,True,,,,,50.0,0.0,0.0,,,0.0,50.0,50.0,50.0,50.1,28.1,50.1,0.38,0.38,,,,,,,,0.0,,,Red,Red,Red,Red,35,26,40,27,GOAL,40,,,,,,,,,,False,False,1,,False,0,,False,0,
2026-01-17,NSH@VGK,9:00 PM,2026-01-18T03:00:00Z,,,,,,,,Brady Martin,NSH,C,,,,,,,,,,GOAL,0,,Healthy,Unknown,,,4,1.0,🟢 ROLE+,VGK,Akira Schmid,0.8956043956043956,2.46759181317492,41.1,Likely,dailyfaceoff_name_and_stats,5.0,18.8,A1+A2,685.0,91.8,27.2,0.94,NONE,False,False,50.0,50.0,50.1,50.1,16,3.2,True,,,,,50.0,0.033783783783783786,0.033783783783783786,,,0.0,50.0,50.0,50.0,50.1,35.1,50.1,3.42,0.28,,,,,,,,3.13,,,Red,Red,Red,Red,37,26,35,29,POINTS,37,,,,,,,,,,False,False,0,,False,0,,False,0,
2026-01-17,NSH@VGK,9:00 PM,2026-01-18T03:00:00Z,26.0,3.0,6.0,9.0,2.0,2.0,10.0,Shea Theodore,VGK,D,,30000890.0,L,D,26.0,SDIO,Scrambled,Scrambled,Scrambled,GOAL,2,GOAL 2,Healthy,Unknown,,,5,1.0,🟢 ROLE+,NSH,Justus Annunen,0.8817567567567568,3.171806167400881,79.9,Unconfirmed,dailyfaceoff_name_and_stats,54.2,83.4,A1+A2,23.94,77.6,69.1,1.08,NONE,False,False,50.0,50.0,50.1,50.1,25,5.0,True,2.0,2.5,2.4,2.14,60.0,1.2431859105596803,0.17759798722281148,,,0.0,50.0,50.0,50.0,50.1,56.0,50.1,6.59,1.36,21.4,-2.41,-1.64,-4.6,,,,5.23,-0.77,,Yellow,Red,Red,Yellow,65,54,58,68,ASSISTS,68,1.0,1.0,2.0,0.0,,,,🥅 D:2,,False,False,2,,False,0,,False,0,
2026-01-17,CBJ@PIT,6:00 PM,2026-01-18T00:00:00Z,32.0,5.0,3.0,8.0,4.0,1.0,10.0,Charlie Coyle,CBJ,C,,30000805.0,R,C,32.0,SDIO,Scrambled,Scrambled,Scrambled,ASSISTS,1,ASSISTS 1,Healthy,Unknown,,,4,0.0,,PIT,Arturs Silovs,0.8904593639575972,3.061308462487999,64.8,Confirmed,dailyfaceoff_name_and_stats,92.8,87.8,A1+A2,17.55,49.8,82.4,1.13,NONE,False,False,50.0,50.0,50.1,50.1,15,3.0,True,3.0,3.0,4.4,3.49,94.5,2.2345765639337185,0.9715550277972689,,,0.0,50.0,50.0,50.0,50.1,71.4,50.1,8.35,3.54,34.9,0.35,-1.46,2.9,,,,4.81,1.81,,Yellow,Yellow,Yellow,Yellow,64,77,83,76,GOAL,83,0.0,1.0,0.0,0.0,,,,🅰️ D:1,,False,False,1,,False,3,,False,2,
2026-01-17,EDM@VAN,9:00 PM,2026-01-18T03:00:00Z,19.0,1.0,4.0,5.0,1.0,1.0,10.0,Brock Boeser,VAN,R,,30002777.0,R,RW,19.0,SDIO,Scrambled,Scrambled,Scrambled,ASSISTS,4,ASSISTS 4,Healthy,Unknown,,,4,0.0,,EDM,Tristan Jarry,0.902834008097166,2.7947146253497435,40.3,Confirmed,dailyfaceoff_name_and_stats,91.4,69.9,A1+A2,19.15,59.8,77.6,1.11,NONE,False,False,50.0,50.0,50.1,50.1,6,1.2,False,1.5,1.875,2.2,1.745,34.8,0.970638194612958,0.3882552778451832,,,0.0,50.0,50.0,50.0,50.1,49.5,50.1,6.35,3.39,17.45,1.35,2.39,-1.55,,,,2.96,-1.04,,FAIL_GF,Red,FAIL_GF,FAIL_GF,0,65,0,0,SOG,65,0.0,4.0,0.0,0.0,,,,🅰️ D:4,,False,False,1,,False,1,,False,0,
2026-01-17,EDM@VAN,9:00 PM,2026-01-18T03:00:00Z,12.0,0.0,2.0,2.0,0.0,0.0,10.0,Matt Savoie,EDM,C,,30005633.0,R,C,12.0,SDIO,Scrambled,Scrambled,Scrambled,GOAL,10,GOAL 10,Healthy,Unknown,,,2,0.0,,VAN,Kevin Lankinen,0.8867924528301887,3.365695792880259,78.4,Likely,dailyfaceoff_name_and_stats,82.1,49.5,A1+A2,13.96,23.6,59.0,1.04,NONE,False,False,50.0,50.0,50.1,50.1,14,2.8,True,0.5,1.0,1.6,0.885,3.6,0.7546265796250824,0.10780379708929748,,,0.0,50.0,50.0,50.0,50.1,43.5,50.1,3.74,2.23,8.85,1.74,2.23,-3.15,,,,1.51,-0.49,,Red,Red,Red,Red,53,51,72,53,GOAL,72,5.0,5.0,10.0,0.0,,,,🥅 D:10,,False,False,2,,False,1,,False,0,
2026-01-17,CAR@NJD,6:00 PM,2026-01-18T00:00:00Z,,,,,,,,Angus Crookshank,NJD,C,,30004387.0,L,LW,,SDIO,Scrambled,Scrambled,Scrambled,GOAL,0,,Healthy,Unknown,,,2,1.0,🟢 ROLE+,CAR,Frederik Andersen,0.8626609442060086,3.372562796416652,88.0,Unconfirmed,dailyfaceoff_name_and_stats,10.7,7.2,A1+A2,516.38,84.4,24.2,0.94,NONE,False,False,50.0,50.0,50.1,50.1,12,2.4,False,,,,,50.0,0.0,0.0,,,0.0,50.0,50.0,50.0,50.1,28.1,50.1,0.38,0.38,,,,,,,,0.0,,,FAIL_GF,Red,FAIL_GF,FAIL_GF,0,29,0,0,SOG,29,,,,,,,,,,False,False,1,,False,0,,False,0,
2026-01-17,TOR@WPG,6:00 PM,2026-01-18T00:00:00Z,17.0,0.0,2.0,2.0,0.0,2.0,10.0,Nino Niederreiter,WPG,R,,30000522.0,L,RW,17.0,SDIO,Scrambled,Scrambled,Scrambled,GOAL,10,GOAL 10,Healthy,Unknown,,,3,0.0,,TOR,Dennis Hildeby,0.9088983050847458,2.9721219568389525,37.0,Confirmed,dailyfaceoff_name_and_stats,85.5,66.7,A1+A2,13.93,23.2,66.4,1.07,NONE,False,False,50.0,50.0,50.1,50.1,23,4.6,True,2.0,1.625,1.8,1.9300000000000002,47.0,1.1021307861866274,0.5510653930933137,,,0.0,50.0,50.0,50.0,50.1,52.9,50.1,5.27,2.66,19.3,3.27,2.66,2.3,,,,2.61,0.61,,Red,Red,Red,Red,57,64,64,55,SOG,64,2.0,2.0,10.0,3.0,,,,🥅 D:10,,False,False,1,,False,2,,False,1,
2026-01-17,CAR@NJD,6:00 PM,2026-01-18T00:00:00Z,33.0,0.0,9.0,9.0,0.0,6.0,10.0,Jack Hughes,NJD,C,,30005672.0,L,C,33.0,SDIO,Scrambled,Scrambled,Scrambled,GOAL,10,GOAL 10,Healthy,Unknown,,,2,1.0,🟢 ROLE+,CAR,Frederik Andersen,0.8626609442060086,3.372562796416652,88.0,Unconfirmed,dailyfaceoff_name_and_stats,82.5,86.1,A1+A2,21.48,72.2,81.7,1.13,NONE,False,False,50.0,50.0,50.1,50.1,12,2.4,False,3.0,3.125,3.0,3.0,85.9,2.071767095463778,0.48747461069735953,,,0.0,50.0,50.0,50.0,50.1,70.3,50.1,11.44,4.06,30.0,2.44,4.06,-3.0,,,,7.38,-1.62,,FAIL_GF,Yellow,FAIL_GF,FAIL_GF,0,74,0,0,SOG,74,0.0,0.0,10.0,1.0,,,,🥅 D:10,,False,False,2,,False,2,,False,0,
2026-01-17,MTL@OTT,6:00 PM,2026-01-18T00:00:00Z,26.0,2.0,1.0,3.0,1.0,0.0,10.0,Brendan Gallagher,MTL,R,,30000015.0,R,RW,26.0,SDIO,Scrambled,Scrambled,Scrambled,ASSISTS,8,ASSISTS 8,Healthy,Unknown,,,5,0.0,,OTT,Leevi Merilainen,0.8806404657933042,2.95344718912267,75.3,Likely,dailyfaceoff_name_fallback_stats,85.1,66.7,A1+A2,12.92,16.8,65.0,1.06,NONE,False,False,50.0,50.0,50.1,50.1,17,3.4,True,2.5,2.375,2.0,2.325,67.3,1.3435342414629594,0.4478447471543198,,,0.0,50.0,50.0,50.0,50.1,58.0,50.1,4.89,2.46,23.25,1.89,0.46,-2.75,,,,2.43,1.43,,Red,Red,Red,Red,55,65,67,65,GOAL,67,1.0,8.0,1.0,0.0,,,,🅰️ D:8,,False,False,1,,False,1,,False,0,
2026-01-17,NYR@PHI,12:00 PM,2026-01-17T18:00:00Z,19.0,0.0,4.0,4.0,0.0,1.0,10.0,Sean Couturier,PHI,C,,30000050.0,L,C,19.0,SDIO,Scrambled,Scrambled,Scrambled,GOAL,10,GOAL 10,Healthy,Unknown,,,3,0.0,,NYR,Spencer Martin,0.8076923076923077,0.09019843656043296,50.0,Confirmed,dailyfaceoff_name_and_stats,73.5,87.8,A1+A2,17.3,47.0,73.2,1.09,NONE,False,False,50.0,50.0,50.1,50.1,9,1.8,False,1.5,1.625,1.2,1.395,25.0,1.8222722159730034,0.5061867266591676,,,0.0,50.0,50.0,50.0,50.1,67.5,50.1,6.88,2.02,13.95,2.88,2.02,-5.05,,,,4.86,0.86,,FAIL_GF,Red,FAIL_GF,FAIL_GF,0,53,0,0,SOG,53,0.0,0.0,10.0,0.0,,,,🥅 D:10,,False,False,1,,False,2,,False,0,
2026-01-17,CAR@NJD,6:00 PM,2026-01-18T00:00:00Z,,,,,,,,Brett Pesce,NJD,D,,30000368.0,R,D,,SDIO,Scrambled,Scrambled,Scrambled,GOAL,0,,Healthy,Unknown,,,2,0.0,,CAR,Frederik Andersen,0.8626609442060086,3.372562796416652,88.0,Unconfirmed,dailyfaceoff_name_and_stats,27.9,39.9,A1+A2,20.36,66.9,39.9,0.96,NONE,False,False,50.0,50.0,50.1,50.1,12,2.4,False,,,,,50.0,0.9079826810710833,0.45399134053554163,,,0.0,50.0,50.0,50.0,50.1,47.5,50.1,2.71,0.62,,,,,,,,2.09,,,FAIL_GF,Red,FAIL_GF,FAIL_GF,0,34,0,0,SOG,34,,,,,,,,,,False,False,1,,False,1,,False,0,
2026-01-17,MIN@BUF,11:30 AM,2026-01-17T17:30:00Z,13.0,2.0,4.0,6.0,1.0,1.0,10.0,Marcus Johansson,MIN,L,,30001309.0,L,LW,13.0,DFO,GTD,Scrambled,Scrambled,ASSISTS,1,ASSISTS 1,GTD,Unknown,,,4,-1.0,🟡 GTD,BUF,Ukko-Pekka Luukkonen,0.9044444444444445,2.5926174047028874,32.4,Confirmed,dailyfaceoff_name_and_stats,71.0,89.3,A1+A2,15.95,37.8,70.8,1.08,NONE,False,False,50.0,50.0,50.1,50.1,12,2.4,False,1.0,1.25,1.2,1.07,11.1,2.066420664206642,0.7872078720787208,,,0.0,50.0,50.0,50.0,50.1,70.2,50.1,6.75,1.81,10.7,0.75,-0.19,-2.3,,,,4.94,0.94,,FAIL_GF,Red,FAIL_GF,FAIL_GF,0,46,0,0,SOG,46,0.0,1.0,0.0,0.0,,,,🅰️ D:1,,False,False,0,,False,2,,False,0,
2026-01-17,TOR@WPG,6:00 PM,2026-01-18T00:00:00Z,27.0,3.0,3.0,6.0,1.0,0.0,10.0,Bobby McMann,TOR,C,,30005589.0,L,C,27.0,SDIO,Scrambled,Scrambled,Scrambled,ASSISTS,6,ASSISTS 6,Healthy,Unknown,,,5,0.0,,WPG,Connor Hellebuyck,0.9010416666666666,2.7256425582785417,40.9,Confirmed,dailyfaceoff_name_and_stats,80.8,63.0,A1+A2,15.12,32.0,64.8,1.06,NONE,False,False,50.0,50.0,50.1,50.1,17,3.4,True,2.5,2.625,2.6,2.535,72.7,1.625325330642163,0.8604663515164391,,,0.0,50.0,50.0,50.0,50.1,63.9,50.1,4.64,2.34,25.35,-1.36,-0.66,-1.65,,,,2.3,-0.7,,Red,Red,Red,Red,46,65,61,59,SOG,65,2.0,6.0,2.0,0.0,,,,🅰️ D:6,,False,False,1,,False,2,,False,0,
2026-01-17,SEA@UTA,4:00 PM,2026-01-17T22:00:00Z,,,,,,,,Olli Mtt,UTA,D,,,,,,,,,,GOAL,0,,Healthy,Unknown,,,2,0.0,,SEA,Philipp Grubauer,0.922077922077922,2.2871664548919948,2.5,Unconfirmed,dailyfaceoff_name_and_stats,11.7,18.8,A1+A2,11.91,11.1,14.1,0.94,NONE,False,False,50.0,50.0,50.1,50.1,17,3.4,True,,,,,50.0,0.26825633383010433,0.0,,,0.0,50.0,50.0,50.0,50.1,36.8,50.1,0.67,0.18,,,,,,,,0.49,,,Red,Red,Red,Red,24,21,28,17,GOAL,28,,,,,,,,,,False,False,0,,False,0,,False,0,
2026-01-17,BOS@CHI,7:00 PM,2026-01-18T01:00:00Z,14.0,4.0,3.0,7.0,4.0,2.0,10.0,Pavel Zacha,BOS,C,,30000995.0,L,C,14.0,SDIO,Scrambled,Scrambled,Scrambled,GOAL,1,GOAL 1,Healthy,Unknown,,,4,0.0,,CHI,Arvid Soderblom,0.8725490196078431,3.8666501425207587,100.0,Likely,dailyfaceoff_name_and_stats,85.7,86.1,A1+A2,17.31,47.2,78.1,1.11,NONE,False,False,50.0,50.0,50.1,50.1,22,4.4,True,1.0,1.125,1.6,1.21,18.6,1.450735442272819,0.518119800811721,,,0.0,50.0,50.0,50.0,50.1,60.2,50.1,7.18,2.68,12.1,0.18,-1.32,-1.9,,,,4.5,1.5,,Yellow,Red,Red,Yellow,64,58,83,74,GOAL,83,0.0,0.0,1.0,1.0,,,,🥅 D:1,,False,False,1,,False,2,,False,0,
2026-01-17,EDM@VAN,9:00 PM,2026-01-18T03:00:00Z,,,,,,,,Mackenzie MacEachern,VAN,L,,30003063.0,L,LW,,SDIO,Scrambled,Scrambled,Scrambled,GOAL,0,,Healthy,Unknown,,,4,1.0,🟢 ROLE+,EDM,Tristan Jarry,0.902834008097166,2.7947146253497435,40.3,Confirmed,dailyfaceoff_name_and_stats,17.2,30.9,A1+A2,611.0,89.1,36.4,0.94,NONE,False,False,50.0,50.0,50.1,50.1,6,1.2,False,,,,,50.0,0.04952538175815105,0.03714403631861329,,,0.0,50.0,50.0,50.0,50.1,35.8,50.1,4.26,0.72,,,,,,,,3.54,,,FAIL_GF,Red,FAIL_GF,FAIL_GF,0,32,0,0,SOG,32,,,,,,,,,,False,False,0,,False,0,,False,0,
2026-01-17,TOR@WPG,6:00 PM,2026-01-18T00:00:00Z,,,,,,,,Cole Perfetti,WPG,C,,30004813.0,L,C,,SDIO,Scrambled,Scrambled,Scrambled,GOAL,0,,Healthy,Unknown,,,3,0.0,,TOR,Dennis Hildeby,0.9088983050847458,2.9721219568389525,37.0,Confirmed,dailyfaceoff_name_and_stats,69.8,66.7,A1+A2,14.36,26.9,60.1,1.04,NONE,False,False,50.0,50.0,50.1,50.1,23,4.6,True,,,,,50.0,1.7080745341614907,0.7763975155279503,,,0.0,50.0,50.0,50.0,50.1,65.5,50.1,5.97,2.39,,,,,,,,3.58,,,Red,Red,Red,Red,56,54,68,54,GOAL,68,,,,,,,,,,False,False,0,,False,2,,False,0,
