Date,Game,Player,Team,Pos,Opp,Opp_Goalie,Opp_SV,Opp_GAA,Goalie_Weak,iXG%,iXA%,TOI_per_game,TOI_Pct,StarScore,TalentMult,Med10_SOG,Trim10_SOG,Avg5_SOG,ShotIntent,ShotIntent_Pct,L10_P,L10_G,L10_S,L5_G,L5_A,i5v5_points60,i5v5_shotAssists60,i5v5_iCF60,opp_5v5_xGA60,opp_5v5_HDCA60,opp_5v5_SlotSA60,Opp_DefWeak,v2_player_stability,v2_defense_vulnerability,Exp_P_10,Exp_G_10,Exp_S_10,Reg_Gap_P10,Reg_Gap_G10,Reg_Gap_S10,Reg_Heat_P,Reg_Heat_G,Reg_Heat_S,Matrix_Points,Matrix_SOG,Matrix_Goal,Conf_Points,Conf_SOG,Conf_Goal,Best_Market,Best_Conf,Line,Odds,Result,Play_Tag,Plays_Points
2026-01-05,DET@OTT,Lucas Raymond,DET,L,OTT,Linus Ullmark,0.8806404657933042,2.95344718912267,75.3,84.0,98.9,1138.24,77.7,88.0,1.046,1.5,1.625,1.6,1.5350000000000001,35.6,10.0,1.0,18.0,0.0,3.0,2.042842956447723,,,2.03697721571188,1.5773737929138458,50.0,13.9,69.3,13.9,10.89,2.47,15.35,0.89,1.47,-2.65,COOL,WARM,COOL,Green,Red,Red,76,65,62,POINTS,76,,,,,False
2026-01-05,ANA@WSH,Anthony Beauvillier,WSH,L,ANA,Lukas Dostal,0.8865248226950354,3.224325746464997,74.8,86.7,48.7,928.5,48.6,65.8,1.019,2.0,2.125,2.0,2.0,59.9,3.0,2.0,22.0,2.0,1.0,1.2374677742767115,,,2.566977363515313,2.1870838881491346,50.0,72.0,57.0,72.0,3.96,2.51,20.0,0.96,0.51,-2.0,COOL,COOL,COOL,Red,Red,Yellow,51,76,75,SOG,76,,,,,False
2026-01-05,SEA@CGY,Matty Beniers,SEA,C,CGY,Dustin Wolf,0.900355871886121,2.8630941109638326,45.7,85.5,86.9,1195.95,83.4,85.5,1.043,2.5,2.25,1.8,2.255,68.8,6.0,2.0,22.0,2.0,2.0,1.3961992354147044,,,2.418980739040159,2.3092894883438277,50.0,57.2,59.8,57.2,7.2,2.66,22.55,1.2,0.66,0.55,WARM,COOL,COOL,Green,Red,Yellow,72,76,71,SOG,76,,,,,False
2026-01-05,SEA@CGY,Yegor Sharangovich,CGY,C,SEA,Joey Daccord,0.9019033674963397,2.7729237560930744,41.0,78.9,43.0,938.22,50.2,60.6,1.013,3.0,2.5,2.6,2.8600000000000003,85.1,2.0,2.0,25.0,2.0,0.0,1.2914334911752046,,,2.4967343515718317,2.5311952019111033,50.0,72.6,57.4,72.6,3.66,2.29,28.6,1.66,0.29,3.6,WARM,COOL,HOT,Red,Yellow,Red,49,75,67,SOG,75,,,,,False
2026-01-05,UTA@NYR,Nick Schmaltz,UTA,C,NYR,Igor Shesterkin,0.9123931623931624,2.46864024084295,18.0,89.8,93.6,1179.33,82.2,89.6,1.048,2.0,2.625,3.2,2.42,74.3,10.0,3.0,29.0,2.0,3.0,2.399133646183323,,,2.3089910965539513,2.1589703372237854,50.0,41.9,72.4,41.9,8.37,2.88,24.2,-1.63,-0.12,-4.8,COOL,COOL,COOL,Green,Red,Yellow,71,75,69,SOG,75,,,,,False
2026-01-05,MIN@LAK,Adrian Kempe,LAK,R,MIN,Filip Gustavsson,0.9122085048010974,2.4518202424152133,17.8,91.4,89.9,1155.15,81.0,88.8,1.047,2.0,2.25,3.0,2.3499999999999996,71.8,6.0,4.0,24.0,1.0,2.0,1.8580112398210804,,,2.4001480373485893,1.915233197375421,50.0,42.8,67.9,42.8,8.2,3.23,23.5,2.2,-0.77,-0.5,HOT,COOL,COOL,Green,Red,Yellow,75,75,66,POINTS,75,,,,🔥 HOT POINTS,True
2026-01-05,MIN@LAK,Quinton Byfield,LAK,R,MIN,Filip Gustavsson,0.9122085048010974,2.4518202424152133,17.8,89.2,86.9,1197.51,84.2,87.4,1.045,2.5,2.25,2.4,2.465,75.7,4.0,2.0,22.0,2.0,2.0,0.9612246714332334,,,2.4001480373485893,1.915233197375421,50.0,42.8,49.3,42.8,7.58,3.03,24.65,3.58,1.03,2.65,HOT,WARM,HOT,Yellow,Red,Yellow,74,75,69,SOG,75,,,,,False
2026-01-05,MIN@LAK,Joel Eriksson Ek,MIN,C,LAK,Darcy Kuemper,0.9107981220657277,2.3303087772692685,16.3,92.4,92.7,1188.05,83.0,90.6,1.049,2.5,2.625,2.8,2.605,78.2,9.0,4.0,27.0,2.0,3.0,1.7357762777242045,,,2.2119651749720517,1.7683525864697314,50.0,21.9,65.5,21.9,8.32,3.19,26.05,-0.68,-0.81,-0.95,COOL,COOL,COOL,Green,Red,Yellow,67,75,68,SOG,75,,,,,False
2026-01-05,MIN@LAK,Alex Laferriere,LAK,R,MIN,Filip Gustavsson,0.9122085048010974,2.4518202424152133,17.8,82.7,63.7,1004.98,58.7,71.3,1.026,2.5,2.75,4.0,3.025,90.1,6.0,3.0,32.0,3.0,1.0,1.8132023798281236,,,2.4001480373485893,1.915233197375421,50.0,42.8,67.1,42.8,4.66,2.35,30.25,-1.34,-0.65,-1.75,COOL,COOL,COOL,Red,Red,Red,53,74,67,SOG,74,,,,,False
2026-01-05,DET@OTT,Claude Giroux,OTT,R,DET,John Gibson,0.8950617283950617,2.93398533007335,54.9,72.0,91.4,1044.82,65.6,77.5,1.033,2.0,2.0,2.0,2.0,59.9,9.0,3.0,20.0,1.0,3.0,2.062133566951951,,,2.521235430688774,2.4483478342440375,50.0,73.6,69.5,73.6,6.98,1.81,20.0,-2.02,-1.19,0.0,COOL,COOL,COOL,Green,Red,Red,73,68,62,POINTS,73,,,,,False
2026-01-05,UTA@NYR,Alexis Lafrenire,NYR,L,UTA,Karel Vejmelka,0.8937823834196891,2.7237246380823206,50.8,85.8,82.5,1045.09,66.0,80.7,1.037,2.0,1.5,2.8,2.28,70.3,6.0,1.0,18.0,1.0,4.0,1.419819630321037,,,2.3006725398557215,1.9052581869107135,50.0,30.4,60.4,30.4,6.04,2.43,22.8,0.04,1.43,4.8,COOL,WARM,HOT,Green,Red,Yellow,62,73,65,SOG,73,,,,,False
2026-01-05,SEA@CGY,Rasmus Andersson,CGY,D,SEA,Joey Daccord,0.9019033674963397,2.7729237560930744,41.0,73.5,88.4,1452.83,97.6,83.5,1.04,2.5,2.5,1.8,2.255,68.8,6.0,2.0,26.0,2.0,0.0,1.4054426455390976,,,2.4967343515718317,2.5311952019111033,50.0,72.6,60.0,72.6,6.43,1.86,22.55,0.43,-0.14,-3.45,COOL,COOL,COOL,Green,Red,Red,73,72,66,POINTS,73,,,,,False
2026-01-05,DET@OTT,Patrick Kane,DET,R,OTT,Linus Ullmark,0.8806404657933042,2.95344718912267,75.3,72.4,88.4,1029.11,62.8,76.1,1.031,3.0,2.625,2.8,2.93,87.6,8.0,3.0,26.0,1.0,2.0,2.1109607577807847,,,2.03697721571188,1.5773737929138458,50.0,13.9,70.5,13.9,9.22,2.6,29.3,1.22,-0.4,3.3,WARM,COOL,HOT,Green,Red,Red,71,72,58,SOG,72,,,,,False
2026-01-05,UTA@NYR,Adam Fox,NYR,D,UTA,Karel Vejmelka,0.8937823834196891,2.7237246380823206,50.8,53.8,95.3,1414.48,96.8,76.9,1.032,1.0,1.125,0.8,0.9299999999999999,9.4,12.0,1.0,13.0,1.0,6.0,1.5299153082597214,,,2.3006725398557215,1.9052581869107135,50.0,30.4,62.9,30.4,9.89,1.35,9.3,-2.11,0.35,-3.7,COOL,COOL,COOL,Green,Red,Red,72,42,47,POINTS,72,,,,,False
2026-01-05,SEA@CGY,Eeli Tolvanen,SEA,R,CGY,Dustin Wolf,0.900355871886121,2.8630941109638326,45.7,79.8,88.4,979.64,55.5,77.9,1.033,2.0,1.875,3.0,2.3499999999999996,71.8,10.0,3.0,22.0,2.0,3.0,1.187178472497032,,,2.418980739040159,2.3092894883438277,50.0,57.2,55.8,57.2,7.04,2.27,23.5,-2.96,-0.73,1.5,COOL,COOL,WARM,Green,Red,Red,66,72,67,SOG,72,,,,,False
2026-01-05,SEA@CGY,Morgan Frost,CGY,C,SEA,Joey Daccord,0.9019033674963397,2.7729237560930744,41.0,83.1,70.9,948.34,52.2,72.6,1.027,2.0,2.0,2.2,2.0700000000000003,63.9,2.0,1.0,21.0,0.0,0.0,1.3434658705387434,,,2.4967343515718317,2.5311952019111033,50.0,72.6,58.2,72.6,5.08,2.33,20.7,3.08,1.33,-0.3,HOT,WARM,COOL,Yellow,Red,Red,68,72,62,SOG,72,,,,,False
2026-01-05,UTA@NYR,John Marino,UTA,D,NYR,Igor Shesterkin,0.9123931623931624,2.46864024084295,18.0,46.2,82.5,1223.93,86.6,67.0,1.02,0.5,0.5,0.2,0.395,2.5,1.0,0.0,5.0,0.0,0.0,1.1242220784724855,,,2.3089910965539513,2.1589703372237854,50.0,41.9,53.9,41.9,4.37,0.72,3.95,3.37,0.72,-1.05,HOT,COOL,COOL,Yellow,Red,Red,72,33,36,POINTS,72,,,,,False
2026-01-05,DET@OTT,Moritz Seider,DET,D,OTT,Linus Ullmark,0.8806404657933042,2.95344718912267,75.3,51.1,95.3,1512.19,99.2,76.2,1.031,2.0,2.0,1.8,1.9300000000000002,53.5,9.0,3.0,20.0,1.0,1.0,1.0038640799904395,,,2.03697721571188,1.5773737929138458,50.0,13.9,50.7,13.9,6.6,0.84,19.3,-2.4,-2.16,-0.7,COOL,COOL,COOL,Yellow,Red,Red,70,55,47,POINTS,70,,,,,False
2026-01-05,DET@OTT,Emmitt Finnie,DET,C,OTT,Linus Ullmark,0.8806404657933042,2.95344718912267,75.3,91.6,67.5,1011.49,60.7,77.0,1.032,2.0,1.75,1.6,1.8599999999999999,46.0,4.0,2.0,20.0,0.0,0.0,0.8901098901098901,,,2.03697721571188,1.5773737929138458,50.0,13.9,46.3,13.9,5.39,2.99,18.6,1.39,0.99,-1.4,WARM,COOL,COOL,Red,Red,Yellow,55,70,66,SOG,70,,,,,False
