Date,Game,Player,Team,Pos,Opp,Opp_Goalie,Opp_SV,Opp_GAA,Goalie_Weak,iXG%,iXA%,TOI_per_game,TOI_Pct,StarScore,TalentMult,Med10_SOG,Trim10_SOG,Avg5_SOG,ShotIntent,ShotIntent_Pct,L10_P,L10_G,L10_S,L5_G,L5_A,i5v5_points60,i5v5_shotAssists60,i5v5_iCF60,opp_5v5_xGA60,opp_5v5_HDCA60,opp_5v5_SlotSA60,Opp_DefWeak,v2_player_stability,v2_defense_vulnerability,Exp_P_10,Exp_G_10,Exp_S_10,Reg_Gap_P10,Reg_Gap_G10,Reg_Gap_S10,Reg_Heat_P,Reg_Heat_G,Reg_Heat_S,Matrix_Points,Matrix_SOG,Matrix_Goal,Conf_Points,Conf_SOG,Conf_Goal,Best_Market,Best_Conf,Line,Odds,Result,Play_Tag,Plays_Points
2026-01-05,DET@OTT,James van Riemsdyk,DET,L,OTT,Linus Ullmark,0.8806404657933042,2.95344718912267,75.3,88.7,26.3,727.21,24.7,54.1,1.005,1.0,1.5,1.0,1.0,13.9,4.0,3.0,18.0,2.0,1.0,1.2178031218286378,,,2.03697721571188,1.5773737929138458,50.0,13.9,56.4,13.9,3.9,3.31,10.0,-0.1,0.31,-8.0,COOL,COOL,COOL,Red,Red,Yellow,29,57,70,GOAL,70,,,,,False
2026-01-05,ANA@WSH,Jackson LaCombe,ANA,D,WSH,Logan Thompson,0.9145299145299145,2.373216556010736,12.4,69.5,86.9,1498.88,98.8,81.4,1.038,1.5,1.875,1.8,1.605,39.6,5.0,2.0,20.0,0.0,2.0,0.9982899662614965,,,2.53865686440473,2.321588353365094,50.0,74.6,50.1,74.6,5.91,1.61,16.05,0.91,-0.39,-3.95,COOL,COOL,COOL,Yellow,Red,Red,70,59,53,POINTS,70,,,,,False
2026-01-05,DET@OTT,Andrew Copp,DET,C,OTT,Linus Ullmark,0.8806404657933042,2.95344718912267,75.3,85.2,86.9,916.42,45.7,77.9,1.033,1.5,1.75,2.4,1.815,44.6,6.0,2.0,19.0,2.0,0.0,1.6071428571428572,,,2.03697721571188,1.5773737929138458,50.0,13.9,63.9,13.9,6.46,2.38,18.15,0.46,0.38,-0.85,COOL,COOL,COOL,Green,Red,Yellow,65,65,69,GOAL,69,,,,,False
2026-01-05,ANA@WSH,Ryan Leonard,WSH,R,ANA,Lukas Dostal,0.8865248226950354,3.224325746464997,74.8,78.6,82.5,825.11,34.8,71.2,1.025,2.0,2.0,1.8,1.9300000000000002,53.5,11.0,3.0,22.0,1.0,2.0,2.363367799113737,,,2.566977363515313,2.1870838881491346,50.0,72.0,71.8,72.0,6.84,2.44,19.3,-4.16,-0.56,-2.7,COOL,COOL,COOL,Green,Red,Red,68,69,66,SOG,69,,,,,False
2026-01-05,DET@OTT,Ridly Greig,OTT,C,DET,John Gibson,0.8950617283950617,2.93398533007335,54.9,72.7,67.5,997.66,57.5,67.8,1.021,2.0,1.75,2.2,2.0700000000000003,63.9,6.0,3.0,18.0,3.0,1.0,1.5970425138632163,,,2.521235430688774,2.4483478342440375,50.0,73.6,63.7,73.6,4.99,2.07,20.7,-1.01,-0.93,2.7,COOL,COOL,HOT,Red,Red,Red,59,69,69,SOG,69,,,,,False
2026-01-05,SEA@CGY,Vince Dunn,SEA,D,CGY,Dustin Wolf,0.900355871886121,2.8630941109638326,45.7,54.6,82.5,1356.63,94.7,72.4,1.027,1.0,1.75,1.0,1.0,13.9,3.0,0.0,20.0,0.0,1.0,0.5917993518388052,,,2.418980739040159,2.3092894883438277,50.0,57.2,38.8,57.2,5.09,1.04,10.0,2.09,1.04,-10.0,HOT,WARM,COOL,Yellow,Red,Red,69,46,46,POINTS,69,,,,,False
2026-01-05,SEA@CGY,Jonathan Huberdeau,CGY,L,SEA,Joey Daccord,0.9019033674963397,2.7729237560930744,41.0,87.2,76.5,1118.06,76.1,81.2,1.037,1.0,1.25,1.0,1.0,13.9,6.0,2.0,13.0,1.0,1.0,1.7266187050359711,,,2.4967343515718317,2.5311952019111033,50.0,72.6,65.1,72.6,6.79,3.04,10.0,0.79,1.04,-3.0,COOL,WARM,COOL,Yellow,Red,Yellow,67,62,69,GOAL,69,,,,,False
2026-01-05,UTA@NYR,Mikhail Sergachev,UTA,D,NYR,Igor Shesterkin,0.9123931623931624,2.46864024084295,18.0,57.4,94.4,1456.6,98.0,78.5,1.034,2.0,1.875,2.0,2.0,59.9,9.0,2.0,19.0,2.0,4.0,1.0733698768376871,,,2.3089910965539513,2.1589703372237854,50.0,41.9,52.9,41.9,6.73,1.06,20.0,-2.27,-0.94,1.0,COOL,COOL,WARM,Yellow,Red,Red,69,56,50,POINTS,69,,,,,False
2026-01-05,DET@OTT,Shane Pinto,OTT,C,DET,John Gibson,0.8950617283950617,2.93398533007335,54.9,86.3,63.7,1140.87,78.9,76.9,1.032,1.5,1.625,1.4,1.465,32.2,5.0,2.0,17.0,0.0,3.0,2.520696898554306,,,2.521235430688774,2.4483478342440375,50.0,73.6,73.8,73.6,6.62,3.52,14.65,1.62,1.52,-2.35,WARM,WARM,COOL,Red,Red,Yellow,66,68,67,SOG,68,,,,,False
2026-01-05,UTA@NYR,Will Cuylle,NYR,L,UTA,Karel Vejmelka,0.8937823834196891,2.7237246380823206,50.8,91.2,76.5,1048.35,66.4,81.1,1.037,1.0,1.375,2.0,1.35,27.7,5.0,1.0,15.0,1.0,2.0,1.1547882888137175,,,2.3006725398557215,1.9052581869107135,50.0,30.4,55.0,30.4,6.1,2.97,13.5,1.1,1.97,-1.5,WARM,WARM,COOL,Yellow,Red,Yellow,61,64,68,GOAL,68,,,,,False
2026-01-05,MIN@LAK,Quinn Hughes,MIN,D,LAK,Darcy Kuemper,0.9107981220657277,2.3303087772692685,16.3,66.6,98.7,1641.81,100.0,84.5,1.041,2.0,1.75,1.8,1.9300000000000002,53.5,11.0,0.0,18.0,0.0,8.0,0.9920929345176266,,,2.2119651749720517,1.7683525864697314,50.0,21.9,49.5,21.9,10.61,1.6,19.3,-0.39,1.6,1.3,COOL,WARM,WARM,Yellow,Red,Red,68,56,47,POINTS,68,,,,,False
2026-01-05,DET@OTT,Fabian Zetterlund,OTT,L,DET,John Gibson,0.8950617283950617,2.93398533007335,54.9,81.9,59.1,876.2,41.3,65.8,1.019,2.0,2.25,1.6,1.8599999999999999,46.0,8.0,4.0,25.0,1.0,1.0,1.5128495231937935,,,2.521235430688774,2.4483478342440375,50.0,73.6,62.2,73.6,4.33,2.3,18.6,-3.67,-1.7,-6.4,COOL,COOL,COOL,Red,Red,Red,53,67,66,SOG,67,,,,,False
2026-01-05,MIN@LAK,Anze Kopitar,LAK,C,MIN,Filip Gustavsson,0.9122085048010974,2.4518202424152133,17.8,75.5,82.5,1134.42,77.3,78.3,1.034,0.0,0.25,1.0,0.35,1.0,5.0,0.0,5.0,0.0,4.0,1.4527845036319613,,,2.4001480373485893,1.915233197375421,50.0,42.8,61.0,42.8,6.55,2.24,3.5,1.55,2.24,-1.5,WARM,HOT,COOL,Green,Red,Red,67,47,53,POINTS,67,,,,,False
2026-01-05,ANA@WSH,Justin Sourdif,WSH,R,ANA,Lukas Dostal,0.8865248226950354,3.224325746464997,74.8,72.1,59.1,849.63,38.9,60.9,1.013,1.0,1.125,1.8,1.28,26.7,6.0,2.0,13.0,2.0,2.0,1.2175249807840123,,,2.566977363515313,2.1870838881491346,50.0,72.0,56.2,72.0,3.71,1.73,12.8,-2.29,-0.27,-0.2,COOL,COOL,COOL,Red,Red,Red,53,59,66,GOAL,66,,,,,False
2026-01-05,DET@OTT,Jordan Spence,OTT,D,DET,John Gibson,0.8950617283950617,2.93398533007335,54.9,42.6,70.9,1081.87,72.1,58.4,1.01,1.0,1.0,1.2,1.07,18.3,3.0,1.0,11.0,1.0,1.0,1.4267785190567408,,,2.521235430688774,2.4483478342440375,50.0,73.6,60.6,73.6,4.46,0.88,10.7,1.46,-0.12,-0.3,WARM,COOL,COOL,Yellow,Red,Red,66,42,44,POINTS,66,,,,,False
2026-01-05,UTA@NYR,Vincent Trocheck,NYR,C,UTA,Karel Vejmelka,0.8937823834196891,2.7237246380823206,50.8,73.1,82.5,1265.38,90.7,79.9,1.036,2.0,2.25,1.8,1.9300000000000002,53.5,9.0,4.0,22.0,3.0,4.0,1.9949019173223983,,,2.3006725398557215,1.9052581869107135,50.0,30.4,68.9,30.4,7.95,2.59,19.3,-1.05,-1.41,-2.7,COOL,COOL,COOL,Green,Red,Red,66,64,66,POINTS,66,,,,,False
2026-01-05,SEA@CGY,Jaden Schwartz,SEA,L,CGY,Dustin Wolf,0.900355871886121,2.8630941109638326,45.7,74.7,54.0,1032.65,63.6,65.2,1.018,2.0,2.125,2.0,2.0,59.9,5.0,4.0,24.0,1.0,0.0,1.5037593984962405,,,2.418980739040159,2.3092894883438277,50.0,57.2,62.0,57.2,6.48,3.38,20.0,1.48,-0.62,-4.0,WARM,COOL,COOL,Red,Red,Red,54,66,60,SOG,66,,,,,False
2026-01-05,SEA@CGY,Joel Farabee,CGY,L,SEA,Joey Daccord,0.9019033674963397,2.7729237560930744,41.0,85.7,63.7,1017.63,61.9,73.2,1.028,1.5,1.75,1.6,1.5350000000000001,35.6,3.0,2.0,18.0,0.0,0.0,1.2354537796774092,,,2.4967343515718317,2.5311952019111033,50.0,72.6,56.8,72.6,4.76,2.5,15.35,1.76,0.5,-2.65,WARM,COOL,COOL,Red,Red,Yellow,60,66,64,SOG,66,,,,,False
2026-01-05,SEA@CGY,Matt Coronato,CGY,R,SEA,Joey Daccord,0.9019033674963397,2.7729237560930744,41.0,88.1,76.5,995.08,56.7,77.8,1.033,0.5,0.75,0.2,0.395,2.5,6.0,2.0,13.0,0.0,4.0,1.8750610371431362,,,2.4967343515718317,2.5311952019111033,50.0,72.6,68.1,72.6,6.22,2.86,3.95,0.22,0.86,-9.05,COOL,COOL,COOL,Yellow,Red,Yellow,64,57,65,GOAL,65,,,,,False
2026-01-05,SEA@CGY,MacKenzie Weegar,CGY,D,SEA,Joey Daccord,0.9019033674963397,2.7729237560930744,41.0,47.1,73.6,1409.41,96.4,66.2,1.019,3.5,3.25,2.4,3.1149999999999998,91.1,9.0,2.0,32.0,1.0,3.0,0.8889287959055401,,,2.4967343515718317,2.5311952019111033,50.0,72.6,45.9,72.6,3.75,0.77,31.15,-5.25,-1.23,-0.85,COOL,COOL,COOL,Yellow,Red,Red,61,65,46,SOG,65,,,,,False
2026-01-05,UTA@NYR,Logan Cooley,UTA,C,NYR,Igor Shesterkin,0.9123931623931624,2.46864024084295,18.0,84.3,63.7,1069.17,70.9,74.4,1.029,2.0,2.0,1.8,1.9300000000000002,53.5,8.0,5.0,21.0,1.0,0.0,2.3971034999375753,,,2.3089910965539513,2.1589703372237854,50.0,41.9,72.2,41.9,6.64,3.45,19.3,-1.36,-1.55,-1.7,COOL,COOL,COOL,Red,Red,Red,54,65,62,SOG,65,,,,,False
2026-01-05,MIN@LAK,Corey Perry,LAK,R,MIN,Filip Gustavsson,0.9122085048010974,2.4518202424152133,17.8,87.0,73.6,808.32,33.6,71.6,1.026,1.0,1.375,1.6,1.21,24.8,7.0,2.0,15.0,2.0,4.0,1.7109452972767454,,,2.4001480373485893,1.915233197375421,50.0,42.8,64.7,42.8,6.8,3.17,12.1,-0.2,1.17,-2.9,COOL,WARM,COOL,Yellow,Red,Yellow,55,56,65,GOAL,65,,,,,False
2026-01-05,MIN@LAK,Marcus Johansson,MIN,L,LAK,Darcy Kuemper,0.9107981220657277,2.3303087772692685,16.3,71.5,91.4,963.73,54.7,75.1,1.03,1.0,1.5,1.4,1.14,21.8,9.0,1.0,15.0,1.0,3.0,2.0905284391332253,,,2.2119651749720517,1.7683525864697314,50.0,21.9,69.9,21.9,6.75,1.73,11.4,-2.25,0.73,-3.6,COOL,COOL,COOL,Green,Red,Red,65,46,51,POINTS,65,,,,,False
2026-01-05,ANA@WSH,Chris Kreider,ANA,L,WSH,Logan Thompson,0.9145299145299145,2.373216556010736,12.4,92.7,63.7,1037.19,64.4,76.9,1.032,0.5,1.0,1.2,0.745,5.0,1.0,0.0,11.0,0.0,0.0,1.0146561443066517,,,2.53865686440473,2.321588353365094,50.0,74.6,51.1,74.6,6.18,3.67,7.45,5.18,3.67,-3.55,HOT,HOT,COOL,Red,Red,Yellow,65,58,65,POINTS,65,,,,,False
2026-01-05,ANA@WSH,Matt Roy,WSH,D,ANA,Lukas Dostal,0.8865248226950354,3.224325746464997,74.8,38.4,70.9,1234.55,87.4,59.6,1.012,1.0,1.0,1.0,1.0,13.9,2.0,0.0,11.0,0.0,2.0,0.8895478131949592,,,2.566977363515313,2.1870838881491346,50.0,72.0,46.1,72.0,3.18,0.53,10.0,1.18,0.53,-1.0,WARM,COOL,COOL,Yellow,Red,Red,64,42,41,POINTS,64,,,,,False
2026-01-05,DET@OTT,Michael Amadio,OTT,R,DET,John Gibson,0.8950617283950617,2.93398533007335,54.9,68.4,63.7,939.55,50.6,63.2,1.016,,,,,50.0,,,,,,1.5940018301502494,,,2.521235430688774,2.4483478342440375,50.0,73.6,63.5,73.6,3.87,1.59,,,,,COOL,COOL,COOL,Red,Red,Red,63,62,64,GOAL,64,,,,,False
2026-01-05,DET@OTT,David Perron,OTT,L,DET,John Gibson,0.8950617283950617,2.93398533007335,54.9,67.0,76.5,826.7,35.2,64.0,1.017,2.0,1.75,2.2,2.0700000000000003,63.9,6.0,4.0,19.0,1.0,0.0,1.8259546409680458,,,2.521235430688774,2.4483478342440375,50.0,73.6,67.3,73.6,4.8,1.49,20.7,-1.2,-2.51,1.7,COOL,COOL,WARM,Yellow,Red,Red,63,64,57,SOG,64,,,,,False
2026-01-05,SEA@CGY,Connor Zary,CGY,C,SEA,Joey Daccord,0.9019033674963397,2.7729237560930744,41.0,76.1,54.0,836.51,37.2,60.6,1.013,1.0,0.875,0.6,0.86,6.9,7.0,2.0,9.0,2.0,1.0,1.1655514785236347,,,2.4967343515718317,2.5311952019111033,50.0,72.6,55.4,72.6,3.85,2.04,8.6,-3.15,0.04,-0.4,COOL,COOL,COOL,Red,Red,Red,48,51,64,GOAL,64,,,,,False
2026-01-05,ANA@WSH,Mikael Granlund,ANA,C,WSH,Logan Thompson,0.9145299145299145,2.373216556010736,12.4,64.9,63.7,1066.96,69.6,65.4,1.018,,,,,50.0,,,,,,2.5326845283461337,,,2.53865686440473,2.321588353365094,50.0,74.6,74.2,74.6,6.37,2.39,,,,,COOL,COOL,COOL,Red,Red,Red,64,57,58,POINTS,64,,,,,False
2026-01-05,DET@OTT,Artem Zub,OTT,D,DET,John Gibson,0.8950617283950617,2.93398533007335,54.9,32.8,63.7,1211.15,85.8,54.2,1.005,,,,,50.0,,,,,,1.023679040430152,,,2.521235430688774,2.4483478342440375,50.0,73.6,51.7,73.6,2.78,0.46,,,,,COOL,COOL,COOL,Red,Red,Red,63,47,44,POINTS,63,,,,,False
2026-01-05,SEA@CGY,Brandon Montour,SEA,D,CGY,Dustin Wolf,0.900355871886121,2.8630941109638326,45.7,58.7,67.5,1315.67,92.7,68.6,1.022,,,,,50.0,,,,,,0.9479921000658328,,,2.418980739040159,2.3092894883438277,50.0,57.2,48.7,57.2,5.46,1.67,,,,,COOL,COOL,COOL,Red,Red,Red,63,58,58,POINTS,63,,,,,False
2026-01-05,SEA@CGY,Chandler Stephenson,SEA,C,CGY,Dustin Wolf,0.900355871886121,2.8630941109638326,45.7,68.3,79.6,1200.15,84.6,75.5,1.031,1.0,1.25,0.6,0.86,6.9,9.0,6.0,15.0,2.0,2.0,1.0766838138533317,,,2.418980739040159,2.3092894883438277,50.0,57.2,53.1,57.2,5.35,1.64,8.6,-3.65,-4.36,-6.4,COOL,COOL,COOL,Yellow,Red,Red,63,50,61,POINTS,63,,,,,False
2026-01-05,MIN@LAK,Mats Zuccarello,MIN,R,LAK,Darcy Kuemper,0.9107981220657277,2.3303087772692685,16.3,58.9,82.5,1083.35,72.5,69.9,1.024,1.5,1.625,2.2,1.745,42.6,9.0,3.0,16.0,2.0,3.0,2.6126172826706755,,,2.2119651749720517,1.7683525864697314,50.0,21.9,74.8,21.9,8.66,1.98,17.45,-0.34,-1.02,1.45,COOL,COOL,WARM,Green,Red,Red,63,47,48,POINTS,63,,,,,False
2026-01-05,ANA@WSH,Martin Fehrvry,WSH,D,ANA,Lukas Dostal,0.8865248226950354,3.224325746464997,74.8,48.3,63.7,1133.26,76.9,59.4,1.011,,,,,50.0,,,,,,0.9011940821588605,,,2.566977363515313,2.1870838881491346,50.0,72.0,47.1,72.0,2.95,0.78,,,,,COOL,COOL,COOL,Red,Red,Red,62,56,56,POINTS,62,,,,,False
2026-01-05,ANA@WSH,Rasmus Sandin,WSH,D,ANA,Lukas Dostal,0.8865248226950354,3.224325746464997,74.8,34.0,70.9,1140.0,78.1,55.8,1.007,1.0,1.0,1.0,1.0,13.9,4.0,0.0,11.0,0.0,3.0,1.3462976813762153,,,2.566977363515313,2.1870838881491346,50.0,72.0,58.4,72.0,3.6,0.53,10.0,-0.4,0.53,-1.0,COOL,COOL,COOL,Yellow,Red,Red,62,39,38,POINTS,62,,,,,False
2026-01-05,ANA@WSH,Hendrix Lapierre,WSH,C,ANA,Lukas Dostal,0.8865248226950354,3.224325746464997,74.8,64.6,48.7,540.18,7.3,47.6,0.997,,,,,50.0,,,,,,1.0534016093635699,,,2.566977363515313,2.1870838881491346,50.0,72.0,52.3,72.0,2.89,1.36,,,,,COOL,COOL,COOL,Red,Red,Red,50,59,62,GOAL,62,,,,,False
2026-01-05,UTA@NYR,Lawson Crouse,UTA,L,NYR,Igor Shesterkin,0.9123931623931624,2.46864024084295,18.0,86.0,63.7,945.64,51.4,71.3,1.026,1.5,1.375,1.6,1.5350000000000001,35.6,5.0,2.0,15.0,1.0,3.0,1.9557245687898954,,,2.3089910965539513,2.1589703372237854,50.0,41.9,68.5,41.9,4.68,2.48,15.35,-0.32,0.48,0.35,COOL,COOL,COOL,Red,Red,Yellow,52,59,62,GOAL,62,,,,,False
2026-01-05,UTA@NYR,JJ Peterka,UTA,R,NYR,Igor Shesterkin,0.9123931623931624,2.46864024084295,18.0,75.3,79.6,1017.55,61.5,74.0,1.029,2.0,2.125,1.8,1.9300000000000002,53.5,6.0,3.0,25.0,2.0,1.0,2.6005779062013783,,,2.3089910965539513,2.1589703372237854,50.0,41.9,74.4,41.9,5.34,1.91,19.3,-0.66,-1.09,-5.7,COOL,COOL,COOL,Yellow,Red,Red,62,60,59,POINTS,62,,,,,False
2026-01-05,UTA@NYR,Sean Durzi,UTA,D,NYR,Igor Shesterkin,0.9123931623931624,2.46864024084295,18.0,38.0,67.5,1209.62,85.4,57.8,1.009,,,,,50.0,,,,,,1.4866477012021657,,,2.3089910965539513,2.1589703372237854,50.0,41.9,61.8,41.9,5.85,1.05,,,,,COOL,COOL,COOL,Red,Red,Red,62,42,40,POINTS,62,,,,,False
2026-01-05,ANA@WSH,Jacob Trouba,ANA,D,WSH,Logan Thompson,0.9145299145299145,2.373216556010736,12.4,52.4,70.9,1335.17,93.9,67.2,1.021,2.5,2.375,3.2,2.745,82.2,3.0,1.0,25.0,0.0,1.0,1.1357234603510828,,,2.53865686440473,2.321588353365094,50.0,74.6,54.4,74.6,3.65,0.91,27.45,0.65,-0.09,2.45,COOL,COOL,HOT,Yellow,Red,Red,61,62,43,SOG,62,,,,,False
2026-01-05,MIN@LAK,Brandt Clarke,LAK,D,MIN,Filip Gustavsson,0.9122085048010974,2.4518202424152133,17.8,50.4,79.6,1115.0,75.7,65.7,1.019,1.5,1.875,2.6,1.885,48.0,5.0,0.0,20.0,0.0,4.0,1.3890675241157557,,,2.4001480373485893,1.915233197375421,50.0,42.8,59.6,42.8,4.45,0.88,18.85,-0.55,0.88,-1.15,COOL,COOL,COOL,Yellow,Red,Red,61,47,38,POINTS,61,,,,,False
2026-01-05,ANA@WSH,Olen Zellweger,ANA,D,WSH,Logan Thompson,0.9145299145299145,2.373216556010736,12.4,63.5,67.5,1067.85,70.0,66.2,1.019,,,,,50.0,,,,,,0.9553886574135506,,,2.53865686440473,2.321588353365094,50.0,74.6,49.1,74.6,3.86,1.31,,,,,COOL,COOL,COOL,Red,Red,Red,61,56,57,POINTS,61,,,,,False
2026-01-05,ANA@WSH,Ethen Frank,WSH,C,ANA,Lukas Dostal,0.8865248226950354,3.224325746464997,74.8,60.4,59.1,711.03,23.1,52.5,1.003,,,,,50.0,,,,,,2.2193680965836116,,,2.566977363515313,2.1870838881491346,50.0,72.0,71.0,72.0,4.1,1.51,,,,,COOL,COOL,COOL,Red,Red,Red,60,58,60,POINTS,60,,,,,False
2026-01-05,DET@OTT,Thomas Chabot,OTT,D,DET,John Gibson,0.8950617283950617,2.93398533007335,54.9,41.9,70.9,1337.76,94.3,62.5,1.015,2.0,1.75,1.8,1.9300000000000002,53.5,6.0,2.0,17.0,2.0,1.0,0.81998329663655,,,2.521235430688774,2.4483478342440375,50.0,73.6,44.2,73.6,5.53,1.06,19.3,-0.47,-0.94,2.3,COOL,COOL,HOT,Yellow,Red,Red,60,53,49,POINTS,60,,,,,False
2026-01-05,MIN@LAK,Joel Edmundson,LAK,D,MIN,Filip Gustavsson,0.9122085048010974,2.4518202424152133,17.8,39.4,73.6,1094.6,73.7,58.2,1.01,1.5,1.5,1.8,1.605,39.6,2.0,0.0,16.0,0.0,1.0,1.0049690134554186,,,2.4001480373485893,1.915233197375421,50.0,42.8,50.9,42.8,3.6,0.57,16.05,1.6,0.57,0.05,WARM,COOL,COOL,Yellow,Red,Red,60,39,31,POINTS,60,,,,,False
2026-01-05,DET@OTT,Simon Edvinsson,DET,D,OTT,Linus Ullmark,0.8806404657933042,2.95344718912267,75.3,52.1,67.5,1332.6,93.5,65.8,1.019,,,,,50.0,,,,,,0.7644772886538829,,,2.03697721571188,1.5773737929138458,50.0,13.9,42.8,13.9,3.48,0.93,,,,,COOL,COOL,COOL,Red,Red,Red,59,54,53,POINTS,59,,,,,False
2026-01-05,DET@OTT,Marco Kasper,DET,C,OTT,Linus Ullmark,0.8806404657933042,2.95344718912267,75.3,67.8,31.4,797.12,32.0,47.9,0.997,,,,,50.0,,,,,,0.4883011190233978,,,2.03697721571188,1.5773737929138458,50.0,13.9,37.3,13.9,2.16,1.44,,,,,COOL,COOL,COOL,Red,Red,Red,34,57,59,GOAL,59,,,,,False
2026-01-05,UTA@NYR,Conor Sheary,NYR,L,UTA,Karel Vejmelka,0.8937823834196891,2.7237246380823206,50.8,69.1,59.1,874.68,40.5,59.9,1.012,,,,,50.0,,,,,,0.8662472929772095,,,2.3006725398557215,1.9052581869107135,50.0,30.4,45.2,30.4,3.92,1.73,,,,,COOL,COOL,COOL,Red,Red,Red,51,57,59,GOAL,59,,,,,False
2026-01-05,UTA@NYR,Noah Laba,NYR,C,UTA,Karel Vejmelka,0.8937823834196891,2.7237246380823206,50.8,69.5,54.0,793.05,31.6,56.5,1.008,,,,,50.0,,,,,,1.1089813800657173,,,2.3006725398557215,1.9052581869107135,50.0,30.4,53.7,30.4,3.2,1.52,,,,,COOL,COOL,COOL,Red,Red,Red,49,56,59,GOAL,59,,,,,False
2026-01-05,SEA@CGY,Shane Wright,SEA,C,CGY,Dustin Wolf,0.900355871886121,2.8630941109638326,45.7,81.4,59.1,835.26,36.8,64.7,1.018,1.0,1.625,1.4,1.14,21.8,2.0,1.0,18.0,0.0,0.0,1.1540105428123664,,,2.418980739040159,2.3092894883438277,50.0,57.2,54.8,57.2,4.41,2.33,11.4,2.41,1.33,-6.6,HOT,WARM,COOL,Red,Red,Red,56,57,59,GOAL,59,,,,,False
2026-01-05,UTA@NYR,Nate Schmidt,UTA,D,NYR,Igor Shesterkin,0.9123931623931624,2.46864024084295,18.0,37.2,67.5,1215.1,86.2,57.6,1.009,,,,,50.0,,,,,,0.9324887559752278,,,2.3089910965539513,2.1589703372237854,50.0,41.9,48.1,41.9,2.9,0.5,,,,,COOL,COOL,COOL,Red,Red,Red,59,42,39,POINTS,59,,,,,False
2026-01-05,ANA@WSH,Alex Killorn,ANA,L,WSH,Logan Thompson,0.9145299145299145,2.373216556010736,12.4,67.9,63.7,924.02,46.6,62.2,1.015,,,,,50.0,,,,,,0.9929664873810509,,,2.53865686440473,2.321588353365094,50.0,74.6,49.7,74.6,3.74,1.51,,,,,COOL,COOL,COOL,Red,Red,Red,57,57,59,GOAL,59,,,,,False
2026-01-05,ANA@WSH,Ryan Poehling,ANA,C,WSH,Logan Thompson,0.9145299145299145,2.373216556010736,12.4,58.2,73.6,807.68,33.2,58.6,1.01,1.0,1.0,1.0,1.0,13.9,7.0,1.0,12.0,0.0,1.0,1.9217936740958228,,,2.53865686440473,2.321588353365094,50.0,74.6,68.3,74.6,4.86,1.3,10.0,-2.14,0.3,-2.0,COOL,COOL,COOL,Yellow,Red,Red,59,41,43,POINTS,59,,,,,False
2026-01-05,ANA@WSH,Brandon Duhaime,WSH,R,ANA,Lukas Dostal,0.8865248226950354,3.224325746464997,74.8,57.2,26.3,687.29,21.9,39.3,0.987,,,,,50.0,,,,,,0.7155635062611807,,,2.566977363515313,2.1870838881491346,50.0,72.0,41.6,72.0,1.48,1.01,,,,,COOL,COOL,COOL,Red,Red,Red,37,57,58,GOAL,58,,,,,False
2026-01-05,DET@OTT,Nick Jensen,OTT,D,DET,John Gibson,0.8950617283950617,2.93398533007335,54.9,30.2,59.1,1004.21,58.3,45.9,0.995,,,,,50.0,,,,,,1.0018645813040938,,,2.521235430688774,2.4483478342440375,50.0,73.6,50.5,73.6,2.44,0.4,,,,,COOL,COOL,COOL,Red,Red,Red,58,44,41,POINTS,58,,,,,False
2026-01-05,SEA@CGY,Jared McCann,SEA,L,CGY,Dustin Wolf,0.900355871886121,2.8630941109638326,45.7,61.9,37.0,986.4,55.9,52.0,1.002,,,,,50.0,,,,,,1.6160890644639971,,,2.418980739040159,2.3092894883438277,50.0,57.2,64.1,57.2,5.99,3.32,,,,,COOL,COOL,COOL,Red,Red,Red,47,57,58,GOAL,58,,,,,False
2026-01-05,MIN@LAK,Drew Doughty,LAK,D,MIN,Filip Gustavsson,0.9122085048010974,2.4518202424152133,17.8,49.1,67.5,1362.18,95.5,64.8,1.018,,,,,50.0,,,,,,0.6809706534075556,,,2.4001480373485893,1.915233197375421,50.0,42.8,40.8,42.8,4.1,1.02,,,,,COOL,COOL,COOL,Red,Red,Red,58,49,47,POINTS,58,,,,,False
2026-01-05,MIN@LAK,Brock Faber,MIN,D,LAK,Darcy Kuemper,0.9107981220657277,2.3303087772692685,16.3,60.5,79.6,1463.67,98.4,74.8,1.03,1.5,1.875,1.8,1.605,39.6,6.0,3.0,20.0,2.0,1.0,0.905730487120435,,,2.2119651749720517,1.7683525864697314,50.0,21.9,47.3,21.9,4.48,1.13,16.05,-1.52,-1.87,-3.95,COOL,COOL,COOL,Yellow,Red,Red,58,49,50,POINTS,58,,,,,False
2026-01-05,MIN@LAK,Jonas Brodin,MIN,D,LAK,Darcy Kuemper,0.9107981220657277,2.3303087772692685,16.3,31.6,67.5,1297.42,91.9,56.2,1.007,,,,,50.0,,,,,,1.0851922274266104,,,2.2119651749720517,1.7683525864697314,50.0,21.9,53.3,21.9,3.1,0.45,,,,,COOL,COOL,COOL,Red,Red,Red,58,37,34,POINTS,58,,,,,False
2026-01-05,DET@OTT,J.T. Compher,DET,L,OTT,Linus Ullmark,0.8806404657933042,2.95344718912267,75.3,62.8,63.7,929.84,49.0,60.3,1.012,,,,,50.0,,,,,,1.2980769230769231,,,2.03697721571188,1.5773737929138458,50.0,13.9,57.6,13.9,3.31,1.19,,,,,COOL,COOL,COOL,Red,Red,Red,56,56,57,GOAL,57,,,,,False
