Date,Game,StartTimeLocal,StartTimeUTC,Player,Team,Pos,Opp,Opp_Goalie,Opp_SV,Opp_GAA,Goalie_Weak,Opp_Goalie_Status,Opp_Goalie_Source,iXG%,iXA%,TOI_per_game,TOI_Pct,StarScore,TalentMult,team_5v5_SF60,team_5v5_xGF60,team_5v5_SF60_pct,team_5v5_xGF60_pct,Med10_SOG,Trim10_SOG,Avg5_SOG,ShotIntent,ShotIntent_Pct,L10_P,L10_G,L10_S,L5_G,L5_A,i5v5_points60,i5v5_shotAssists60,i5v5_iCF60,opp_5v5_xGA60,opp_5v5_HDCA60,opp_5v5_SlotSA60,Opp_DefWeak,v2_player_stability,v2_defense_vulnerability,Exp_P_10,Exp_G_10,Exp_S_10,Reg_Gap_P10,Reg_Gap_G10,Reg_Gap_S10,Reg_Heat_P,Reg_Heat_G,Reg_Heat_S,Matrix_Points,Matrix_SOG,Matrix_Goal,Conf_Points,Conf_SOG,Conf_Goal,Best_Market,Best_Conf,Line,Odds,Result,Play_Tag,Plays_Points
2026-01-07,OTT@UTA,8:30 PM,2026-01-08T02:30:00Z,Dylan Guenther,UTA,R,OTT,Linus Ullmark,0.8806404657933042,2.95344718912267,75.3,,moneypuck_team_proxy,94.5,84.3,1034.09,66.9,85.4,1.042,50.0,50.0,50.2,50.2,4.0,4.0,4.6,4.21,99.0,11.0,7.0,38.0,5.0,2.0,2.512364596292138,,,2.0311549575810677,1.5467956224672907,50.0,14.3,73.0,14.3,7.47,3.6,42.1,-3.53,-3.4,4.1,COOL,COOL,HOT,Yellow,Green,Yellow,58,88,86,SOG,88,,,,,False
2026-01-07,DAL@WSH,6:00 PM,2026-01-08T00:00:00Z,Alex Ovechkin,WSH,L,DAL,Casey DeSmith,0.9130434782608695,2.414700015886184,15.6,Confirmed,dailyfaceoff_name_and_stats,98.0,89.0,1068.35,70.5,89.3,1.047,50.0,50.0,50.2,50.2,3.5,3.125,3.2,3.3949999999999996,97.0,5.0,3.0,31.0,2.0,1.0,2.4929997290217685,,,2.3884405961987225,2.2628522938879416,50.0,42.7,72.8,42.7,8.89,4.27,33.95,3.89,1.27,2.95,HOT,WARM,HOT,Yellow,Green,Yellow,72,88,73,SOG,88,,,,,False
2026-01-07,CGY@MTL,6:30 PM,2026-01-08T00:30:00Z,Juraj Slafkovsk,MTL,L,CGY,Dustin Wolf,0.8988505747126436,2.903491888919439,48.9,Confirmed,dailyfaceoff_name_and_stats,94.6,86.0,1086.07,72.8,87.2,1.045,50.0,50.0,50.2,50.2,2.0,2.125,2.4,2.14,66.7,12.0,6.0,22.0,4.0,3.0,1.5138347677384991,,,2.448442429022082,2.425078864353312,50.0,63.3,61.2,63.3,7.93,3.7,21.4,-4.07,-2.3,-0.6,COOL,COOL,COOL,Yellow,Red,Red,62,86,85,SOG,86,,,,,False
2026-01-07,CGY@MTL,6:30 PM,2026-01-08T00:30:00Z,Blake Coleman,CGY,L,MTL,Jacob Fowler,0.9032258064516129,2.568269192659823,33.4,Confirmed,dailyfaceoff_name_and_stats,88.7,58.0,1024.86,66.1,73.5,1.028,50.0,50.0,50.2,50.2,3.0,2.875,3.4,3.14,93.9,8.0,5.0,29.0,3.0,1.0,1.7341040462427746,,,2.4095633759557717,2.1532144646869593,50.0,48.0,64.6,48.0,4.78,2.82,31.4,-3.22,-2.18,2.4,COOL,COOL,HOT,Red,Yellow,Red,45,86,74,SOG,86,,,,,False
2026-01-07,SJS@LAK,9:30 PM,2026-01-08T03:30:00Z,Macklin Celebrini,SJS,C,LAK,Darcy Kuemper,0.9124629080118695,2.317335282629805,13.7,Confirmed,dailyfaceoff_name_and_stats,96.8,99.7,1244.74,89.8,96.4,1.056,50.0,50.0,50.2,50.2,5.0,4.75,4.6,4.859999999999999,100.0,20.0,8.0,47.0,4.0,5.0,3.16058796969849,,,2.20699474359505,1.758205372294193,50.0,22.6,75.0,22.6,14.38,4.07,48.6,-5.62,-3.93,1.6,COOL,COOL,WARM,Green,Green,Yellow,66,86,78,SOG,86,,,,,False
2026-01-07,OTT@UTA,8:30 PM,2026-01-08T02:30:00Z,Clayton Keller,UTA,R,OTT,Linus Ullmark,0.8806404657933042,2.95344718912267,75.3,,moneypuck_team_proxy,94.1,93.7,1156.02,82.3,91.6,1.05,50.0,50.0,50.2,50.2,2.5,2.75,3.0,2.675,83.8,8.0,3.0,28.0,1.0,3.0,1.4896808565664925,,,2.0311549575810677,1.5467956224672907,50.0,14.3,60.4,14.3,9.2,3.58,26.75,1.2,0.58,-1.25,WARM,COOL,COOL,Green,Red,Red,67,85,72,SOG,85,,,,,False
2026-01-07,OTT@UTA,8:30 PM,2026-01-08T02:30:00Z,Tim Sttzle,OTT,C,UTA,Karel Vejmelka,0.8944723618090452,2.6988674395566146,49.1,,moneypuck_team_proxy,95.6,96.6,1245.78,90.2,94.9,1.054,50.0,50.0,50.2,50.2,2.5,2.625,2.2,2.395,76.8,15.0,4.0,28.0,1.0,5.0,2.477632484514797,,,2.280069560798202,1.8581309108811828,50.0,31.0,72.6,31.0,10.68,4.0,23.95,-4.32,0.0,-4.05,COOL,COOL,COOL,Green,Red,Red,67,85,72,SOG,85,,,,,False
2026-01-07,CGY@MTL,6:30 PM,2026-01-08T00:30:00Z,Mikael Backlund,CGY,C,MTL,Jacob Fowler,0.9032258064516129,2.568269192659823,33.4,Confirmed,dailyfaceoff_name_and_stats,83.4,84.3,1031.52,66.5,80.3,1.036,50.0,50.0,50.2,50.2,3.5,3.625,3.6,3.535,98.0,10.0,5.0,37.0,1.0,3.0,2.0267267178286765,,,2.4095633759557717,2.1532144646869593,50.0,48.0,69.1,48.0,6.32,2.37,35.35,-3.68,-2.63,-1.65,COOL,COOL,COOL,Yellow,Yellow,Red,59,84,63,SOG,84,,,,,False
2026-01-07,DAL@WSH,6:00 PM,2026-01-08T00:00:00Z,Jakob Chychrun,WSH,D,DAL,Casey DeSmith,0.9130434782608695,2.414700015886184,15.6,Confirmed,dailyfaceoff_name_and_stats,90.5,84.3,1397.19,96.5,89.5,1.047,50.0,50.0,50.2,50.2,3.0,3.0,2.4,2.79,86.4,5.0,3.0,33.0,0.0,2.0,1.5531906151127912,,,2.3884405961987225,2.2628522938879416,50.0,42.7,61.8,42.7,6.85,2.95,27.9,1.85,-0.05,-5.1,WARM,COOL,COOL,Yellow,Yellow,Yellow,64,84,63,SOG,84,,,,,False
2026-01-07,SJS@LAK,9:30 PM,2026-01-08T03:30:00Z,William Eklund,SJS,L,LAK,Darcy Kuemper,0.9124629080118695,2.317335282629805,13.7,Confirmed,dailyfaceoff_name_and_stats,94.2,86.0,1187.34,84.3,89.4,1.047,50.0,50.0,50.2,50.2,3.5,3.625,2.6,3.1849999999999996,95.5,8.0,3.0,37.0,2.0,3.0,1.459177764910249,,,2.20699474359505,1.758205372294193,50.0,22.6,59.8,22.6,8.73,4.05,31.85,0.73,1.05,-5.15,COOL,WARM,COOL,Yellow,Green,Yellow,59,83,69,SOG,83,,,,,False
2026-01-07,DAL@WSH,6:00 PM,2026-01-08T00:00:00Z,Wyatt Johnston,DAL,C,WSH,Logan Thompson,0.9145299145299145,2.373216556010736,12.4,Confirmed,dailyfaceoff_name_and_stats,98.2,96.6,1206.7,86.6,95.3,1.054,50.0,50.0,50.2,50.2,2.0,2.0,2.0,2.0,61.1,12.0,7.0,20.0,3.0,4.0,1.9374679651460789,,,2.5679696042415614,2.378798486505196,50.0,64.3,68.3,64.3,10.85,4.48,20.0,-1.15,-2.52,0.0,COOL,COOL,COOL,Green,Red,Red,67,83,79,SOG,83,,,,,False
2026-01-07,STL@CHI,8:30 PM,2026-01-08T02:30:00Z,Frank Nazar,CHI,C,STL,Jordan Binnington,0.8745928338762216,3.400142285896524,88.8,,moneypuck_team_proxy,83.2,81.8,1094.97,74.0,80.9,1.037,50.0,50.0,50.2,50.2,2.0,1.875,1.8,1.9300000000000002,57.6,4.0,1.0,18.0,1.0,0.0,1.9118428040361126,,,2.408661854525264,2.498611882287618,50.0,57.3,67.7,57.3,7.72,3.01,19.3,3.72,2.01,1.3,HOT,HOT,WARM,Yellow,Red,Red,73,82,71,SOG,82,,,,,False
2026-01-07,OTT@UTA,8:30 PM,2026-01-08T02:30:00Z,Nick Schmaltz,UTA,C,OTT,Linus Ullmark,0.8806404657933042,2.95344718912267,75.3,,moneypuck_team_proxy,90.0,93.7,1177.86,83.5,90.0,1.048,50.0,50.0,50.2,50.2,2.0,2.875,3.6,2.56,80.8,8.0,2.0,31.0,2.0,3.0,2.3358295709535266,,,2.0311549575810677,1.5467956224672907,50.0,14.3,71.5,14.3,8.52,2.91,25.6,0.52,0.91,-5.4,COOL,COOL,COOL,Green,Red,Red,66,82,73,SOG,82,,,,,False
2026-01-07,OTT@UTA,8:30 PM,2026-01-08T02:30:00Z,Dylan Cozens,OTT,C,UTA,Karel Vejmelka,0.8944723618090452,2.6988674395566146,49.1,,moneypuck_team_proxy,91.9,89.0,1062.34,69.7,86.5,1.044,50.0,50.0,50.2,50.2,2.5,2.75,2.6,2.535,79.8,7.0,2.0,26.0,1.0,2.0,1.3103218174648912,,,2.280069560798202,1.8581309108811828,50.0,31.0,56.9,31.0,8.18,3.34,25.35,1.18,1.34,-0.65,WARM,WARM,COOL,Yellow,Red,Red,63,82,69,SOG,82,,,,,False
2026-01-07,OTT@UTA,8:30 PM,2026-01-08T02:30:00Z,Brady Tkachuk,OTT,L,UTA,Karel Vejmelka,0.8944723618090452,2.6988674395566146,49.1,,moneypuck_team_proxy,86.8,75.8,1065.57,70.1,79.6,1.035,50.0,50.0,50.2,50.2,3.0,3.75,2.6,2.8600000000000003,88.9,10.0,6.0,42.0,1.0,3.0,2.644466209598433,,,2.280069560798202,1.8581309108811828,50.0,31.0,73.8,31.0,11.61,5.2,28.6,1.61,-0.8,-13.4,WARM,COOL,COOL,Yellow,Yellow,Red,59,82,66,SOG,82,,,,,False
2026-01-07,CGY@MTL,6:30 PM,2026-01-08T00:30:00Z,Yegor Sharangovich,CGY,C,MTL,Jacob Fowler,0.9032258064516129,2.568269192659823,33.4,Confirmed,dailyfaceoff_name_and_stats,79.7,42.0,939.84,52.0,61.0,1.013,50.0,50.0,50.2,50.2,3.0,2.75,3.2,3.0700000000000003,92.9,2.0,2.0,27.0,2.0,0.0,1.251303441084463,,,2.4095633759557717,2.1532144646869593,50.0,48.0,55.7,48.0,3.65,2.32,30.7,1.65,0.32,3.7,WARM,COOL,HOT,Red,Yellow,Red,39,80,64,SOG,80,,,,,False
2026-01-07,STL@CHI,8:30 PM,2026-01-08T02:30:00Z,Ilya Mikheyev,CHI,R,STL,Jordan Binnington,0.8745928338762216,3.400142285896524,88.8,,moneypuck_team_proxy,80.5,47.7,1059.13,69.3,66.8,1.02,50.0,50.0,50.2,50.2,2.0,1.625,1.2,1.72,49.5,7.0,4.0,17.0,2.0,2.0,1.2009826221453916,,,2.408661854525264,2.498611882287618,50.0,57.3,54.7,57.3,4.0,2.39,17.2,-3.0,-1.61,0.2,COOL,COOL,COOL,Red,Red,Red,43,78,73,SOG,78,,,,,False
2026-01-07,CGY@MTL,6:30 PM,2026-01-08T00:30:00Z,Nazem Kadri,CGY,C,MTL,Jacob Fowler,0.9032258064516129,2.568269192659823,33.4,Confirmed,dailyfaceoff_name_and_stats,88.4,95.0,1183.95,83.9,89.8,1.048,50.0,50.0,50.2,50.2,2.0,2.125,2.2,2.0700000000000003,64.1,4.0,2.0,22.0,0.0,1.0,1.7262047470630544,,,2.4095633759557717,2.1532144646869593,50.0,48.0,64.4,48.0,8.83,2.84,20.7,4.83,0.84,-1.3,HOT,COOL,COOL,Green,Red,Red,77,78,64,SOG,78,,,,🔥 HOT POINTS,True
2026-01-07,DAL@WSH,6:00 PM,2026-01-08T00:00:00Z,Mikko Rantanen,DAL,R,WSH,Logan Thompson,0.9145299145299145,2.373216556010736,12.4,Confirmed,dailyfaceoff_name_and_stats,95.3,99.9,1206.1,85.8,95.0,1.054,50.0,50.0,50.2,50.2,1.0,1.5,3.0,1.6999999999999997,48.5,17.0,4.0,20.0,3.0,5.0,2.7065563995540924,,,2.5679696042415614,2.378798486505196,50.0,64.3,74.4,64.3,14.42,3.88,17.0,-2.58,-0.12,-3.0,COOL,COOL,COOL,Green,Red,Red,69,78,78,SOG,78,,,,,False
2026-01-07,CGY@MTL,6:30 PM,2026-01-08T00:30:00Z,Noah Dobson,MTL,D,CGY,Dustin Wolf,0.8988505747126436,2.903491888919439,48.9,Confirmed,dailyfaceoff_name_and_stats,61.2,90.5,1374.26,96.1,78.4,1.034,50.0,50.0,50.2,50.2,2.5,2.25,3.2,2.745,84.8,9.0,3.0,23.0,1.0,3.0,1.5979404323316615,,,2.448442429022082,2.425078864353312,50.0,63.3,62.8,63.3,6.14,1.21,27.45,-2.86,-1.79,4.45,COOL,COOL,HOT,Green,Red,Red,66,77,55,SOG,77,,,,,False
2026-01-07,STL@CHI,8:30 PM,2026-01-08T02:30:00Z,Pavel Buchnevich,STL,L,CHI,Spencer Knight,0.9101796407185628,2.6008553924401805,24.8,,moneypuck_team_proxy,81.2,84.3,1088.09,73.6,80.8,1.037,50.0,50.0,50.2,50.2,2.0,1.875,1.6,1.8599999999999999,53.5,7.0,2.0,18.0,2.0,2.0,1.4636696288552014,,,2.7322570090101594,2.5570018275699704,50.0,83.0,60.0,83.0,6.05,2.19,18.6,-0.95,0.19,0.6,COOL,COOL,COOL,Yellow,Red,Red,62,77,68,SOG,77,,,,,False
2026-01-07,DAL@WSH,6:00 PM,2026-01-08T00:00:00Z,Aliaksei Protas,WSH,C,DAL,Casey DeSmith,0.9130434782608695,2.414700015886184,15.6,Confirmed,dailyfaceoff_name_and_stats,90.4,81.8,1087.22,73.2,84.0,1.041,50.0,50.0,50.2,50.2,2.0,2.125,2.6,2.21,70.7,11.0,6.0,23.0,4.0,5.0,2.2643986216704044,,,2.3884405961987225,2.2628522938879416,50.0,42.7,70.9,42.7,6.89,3.08,22.1,-4.11,-2.92,-0.9,COOL,COOL,COOL,Yellow,Red,Red,57,77,76,SOG,77,,,,,False
2026-01-07,STL@CHI,8:30 PM,2026-01-08T02:30:00Z,Ryan Greene,CHI,C,STL,Jordan Binnington,0.8745928338762216,3.400142285896524,88.8,,moneypuck_team_proxy,73.6,69.9,986.79,59.8,69.6,1.023,50.0,50.0,50.2,50.2,1.5,1.625,2.6,1.885,55.6,5.0,0.0,17.0,0.0,3.0,1.2885906040268456,,,2.408661854525264,2.498611882287618,50.0,57.3,56.1,57.3,4.51,1.83,18.85,-0.49,1.83,1.85,COOL,WARM,WARM,Red,Red,Red,54,75,61,SOG,75,,,,,False
2026-01-07,SJS@LAK,9:30 PM,2026-01-08T03:30:00Z,Corey Perry,LAK,R,SJS,Yaroslav Askarov,0.8938053097345132,3.4631241410902427,71.5,Confirmed,dailyfaceoff_name_and_stats,86.3,73.0,812.57,33.5,71.1,1.025,50.0,50.0,50.2,50.2,1.0,1.25,1.6,1.21,26.3,7.0,2.0,14.0,2.0,4.0,1.6515276630883566,,,2.6483294152338983,2.56546775554336,50.0,82.1,63.8,82.1,6.6,3.08,12.1,-0.4,1.08,-1.9,COOL,WARM,COOL,Yellow,Red,Red,56,74,75,GOAL,75,,,,,False
2026-01-07,SJS@LAK,9:30 PM,2026-01-08T03:30:00Z,Trevor Moore,LAK,L,SJS,Yaroslav Askarov,0.8938053097345132,3.4631241410902427,71.5,Confirmed,dailyfaceoff_name_and_stats,68.6,58.0,948.49,54.3,62.1,1.014,50.0,50.0,50.2,50.2,,,,,50.0,,,,,,1.3758121113157071,,,2.6483294152338983,2.56546775554336,50.0,82.1,58.5,82.1,3.93,1.74,,,,,COOL,COOL,COOL,Red,Red,Red,57,74,67,SOG,74,,,,,False
2026-01-07,STL@CHI,8:30 PM,2026-01-08T02:30:00Z,Pius Suter,STL,C,CHI,Spencer Knight,0.9101796407185628,2.6008553924401805,24.8,,moneypuck_team_proxy,83.2,53.2,983.41,59.1,67.9,1.021,50.0,50.0,50.2,50.2,1.5,1.375,2.0,1.675,44.9,0.0,0.0,17.0,0.0,0.0,1.2407375495433397,,,2.7322570090101594,2.5570018275699704,50.0,83.0,55.5,83.0,4.57,2.64,16.75,4.57,2.64,-0.25,HOT,HOT,COOL,Red,Red,Red,56,74,62,SOG,74,,,,,False
2026-01-07,DAL@WSH,6:00 PM,2026-01-08T00:00:00Z,Dylan Strome,WSH,C,DAL,Casey DeSmith,0.9130434782608695,2.414700015886184,15.6,Confirmed,dailyfaceoff_name_and_stats,82.7,93.7,1098.15,74.8,85.0,1.042,50.0,50.0,50.2,50.2,2.0,2.5,2.6,2.21,70.7,10.0,4.0,24.0,3.0,2.0,2.041915997844644,,,2.3884405961987225,2.2628522938879416,50.0,42.7,69.5,42.7,8.24,2.39,22.1,-1.76,-1.61,-1.9,COOL,COOL,COOL,Green,Red,Red,63,74,68,SOG,74,,,,,False
2026-01-07,SJS@LAK,9:30 PM,2026-01-08T03:30:00Z,Tyler Toffoli,SJS,C,LAK,Darcy Kuemper,0.9124629080118695,2.317335282629805,13.7,Confirmed,dailyfaceoff_name_and_stats,89.9,86.0,950.0,55.1,81.6,1.038,50.0,50.0,50.2,50.2,2.5,3.0,2.4,2.465,78.8,9.0,3.0,31.0,0.0,2.0,2.214165479735854,,,2.20699474359505,1.758205372294193,50.0,22.6,70.7,22.6,7.14,2.94,24.65,-1.86,-0.06,-6.35,COOL,COOL,COOL,Yellow,Red,Red,55,74,58,SOG,74,,,,,False
2026-01-07,CGY@MTL,6:30 PM,2026-01-08T00:30:00Z,Brendan Gallagher,MTL,R,CGY,Dustin Wolf,0.8988505747126436,2.903491888919439,48.9,Confirmed,dailyfaceoff_name_and_stats,83.6,69.9,779.29,31.1,68.3,1.022,50.0,50.0,50.2,50.2,1.0,1.625,3.2,1.77,50.5,3.0,1.0,20.0,1.0,1.0,1.400926875862313,,,2.448442429022082,2.425078864353312,50.0,63.3,59.1,63.3,5.03,2.35,17.7,2.03,1.35,-2.3,HOT,WARM,COOL,Red,Red,Red,56,73,65,SOG,73,,,,,False
2026-01-07,CGY@MTL,6:30 PM,2026-01-08T00:30:00Z,Morgan Frost,CGY,C,MTL,Jacob Fowler,0.9032258064516129,2.568269192659823,33.4,Confirmed,dailyfaceoff_name_and_stats,83.7,69.9,947.71,53.5,72.8,1.027,50.0,50.0,50.2,50.2,2.0,2.125,2.0,2.0,61.1,2.0,1.0,22.0,0.0,0.0,1.3089178290473986,,,2.4095633759557717,2.1532144646869593,50.0,48.0,56.7,48.0,5.06,2.37,20.0,3.06,1.37,-2.0,HOT,WARM,COOL,Red,Red,Red,58,73,59,SOG,73,,,,,False
2026-01-07,STL@CHI,8:30 PM,2026-01-08T02:30:00Z,Brayden Schenn,STL,C,CHI,Spencer Knight,0.9101796407185628,2.6008553924401805,24.8,,moneypuck_team_proxy,84.5,58.0,987.05,60.2,70.4,1.024,50.0,50.0,50.2,50.2,1.5,1.375,1.6,1.5350000000000001,37.4,4.0,3.0,13.0,3.0,0.0,1.2929962702030666,,,2.7322570090101594,2.5570018275699704,50.0,83.0,56.3,83.0,4.26,2.35,15.35,0.26,-0.65,2.35,COOL,COOL,HOT,Red,Red,Red,47,73,73,SOG,73,,,,,False
2026-01-07,SJS@LAK,9:30 PM,2026-01-08T03:30:00Z,Will Smith,SJS,C,LAK,Darcy Kuemper,0.9124629080118695,2.317335282629805,13.7,Confirmed,dailyfaceoff_name_and_stats,84.4,86.0,1074.7,72.4,82.6,1.039,50.0,50.0,50.2,50.2,3.0,2.625,2.0,2.6500000000000004,82.8,8.0,5.0,27.0,0.0,2.0,2.400266696299589,,,2.20699474359505,1.758205372294193,50.0,22.6,72.0,22.6,8.44,3.09,26.5,0.44,-1.91,-0.5,COOL,COOL,COOL,Yellow,Yellow,Red,58,73,56,SOG,73,,,,,False
2026-01-07,DAL@WSH,6:00 PM,2026-01-08T00:00:00Z,Roope Hintz,DAL,C,WSH,Logan Thompson,0.9145299145299145,2.373216556010736,12.4,Confirmed,dailyfaceoff_name_and_stats,92.8,90.5,1044.76,68.9,87.2,1.045,50.0,50.0,50.2,50.2,1.5,1.625,1.6,1.5350000000000001,37.4,6.0,3.0,16.0,0.0,1.0,1.5824175824175823,,,2.5679696042415614,2.378798486505196,50.0,64.3,62.6,64.3,9.33,3.83,15.35,3.33,0.83,-0.65,HOT,COOL,COOL,Green,Red,Red,72,73,65,SOG,73,,,,🔥 HOT POINTS,True
2026-01-07,DAL@WSH,6:00 PM,2026-01-08T00:00:00Z,Mavrik Bourque,DAL,C,WSH,Logan Thompson,0.9145299145299145,2.373216556010736,12.4,Confirmed,dailyfaceoff_name_and_stats,81.8,53.2,845.67,37.8,63.0,1.016,50.0,50.0,50.2,50.2,2.5,2.25,1.6,2.185,68.7,4.0,3.0,23.0,2.0,0.0,1.2156188605108056,,,2.5679696042415614,2.378798486505196,50.0,64.3,55.1,64.3,3.82,2.16,21.85,-0.18,-0.84,-1.15,COOL,COOL,COOL,Red,Red,Red,39,73,64,SOG,73,,,,,False
2026-01-07,STL@CHI,8:30 PM,2026-01-08T02:30:00Z,Teuvo Teravainen,CHI,C,STL,Jordan Binnington,0.8745928338762216,3.400142285896524,88.8,,moneypuck_team_proxy,67.7,69.9,1113.68,78.0,70.5,1.025,50.0,50.0,50.2,50.2,,,,,50.0,,,,,,1.0022271714922049,,,2.408661854525264,2.498611882287618,50.0,57.3,49.2,57.3,4.3,1.55,,,,,COOL,COOL,COOL,Red,Red,Red,62,72,67,SOG,72,,,,,False
2026-01-07,OTT@UTA,8:30 PM,2026-01-08T02:30:00Z,Logan Cooley,UTA,C,OTT,Linus Ullmark,0.8806404657933042,2.95344718912267,75.3,,moneypuck_team_proxy,83.8,62.2,1069.17,71.3,73.7,1.028,50.0,50.0,50.2,50.2,2.0,2.0,1.8,1.9300000000000002,57.6,8.0,5.0,21.0,1.0,0.0,2.3971034999375753,,,2.0311549575810677,1.5467956224672907,50.0,14.3,71.9,14.3,6.64,3.45,19.3,-1.36,-1.55,-1.7,COOL,COOL,COOL,Red,Red,Red,47,72,65,SOG,72,,,,,False
2026-01-07,SJS@LAK,9:30 PM,2026-01-08T03:30:00Z,Warren Foegele,LAK,L,SJS,Yaroslav Askarov,0.8938053097345132,3.4631241410902427,71.5,Confirmed,dailyfaceoff_name_and_stats,68.3,18.9,851.73,38.2,45.0,0.994,50.0,50.0,50.2,50.2,,,,,50.0,,,,,,0.8943358728055647,,,2.6483294152338983,2.56546775554336,50.0,82.1,45.3,82.1,2.21,1.91,,,,,COOL,COOL,COOL,Red,Red,Red,34,72,66,SOG,72,,,,,False
2026-01-07,CGY@MTL,6:30 PM,2026-01-08T00:30:00Z,Rasmus Andersson,CGY,D,MTL,Jacob Fowler,0.9032258064516129,2.568269192659823,33.4,Confirmed,dailyfaceoff_name_and_stats,74.0,87.6,1451.55,98.4,83.7,1.04,50.0,50.0,50.2,50.2,2.0,2.25,2.0,2.0,61.1,5.0,2.0,24.0,2.0,0.0,1.3700163416981934,,,2.4095633759557717,2.1532144646869593,50.0,48.0,58.3,48.0,6.33,1.87,20.0,1.33,-0.13,-4.0,WARM,COOL,COOL,Yellow,Yellow,Red,66,72,63,SOG,72,,,,,False
2026-01-07,DAL@WSH,6:00 PM,2026-01-08T00:00:00Z,Miro Heiskanen,DAL,D,WSH,Logan Thompson,0.9145299145299145,2.373216556010736,12.4,Confirmed,dailyfaceoff_name_and_stats,66.5,97.8,1556.42,100.0,84.2,1.041,50.0,50.0,50.2,50.2,1.0,1.375,2.0,1.35,30.8,7.0,0.0,16.0,0.0,2.0,1.3027374515730767,,,2.5679696042415614,2.378798486505196,50.0,64.3,56.5,64.3,8.42,1.39,13.5,1.42,1.39,-2.5,WARM,WARM,COOL,Yellow,Red,Red,72,60,50,POINTS,72,,,,,False
2026-01-07,SJS@LAK,9:30 PM,2026-01-08T03:30:00Z,Drew Doughty,LAK,D,SJS,Yaroslav Askarov,0.8938053097345132,3.4631241410902427,71.5,Confirmed,dailyfaceoff_name_and_stats,56.8,66.1,1362.53,95.7,67.8,1.021,50.0,50.0,50.2,50.2,,,,,50.0,,,,,,0.6619211473299887,,,2.6483294152338983,2.56546775554336,50.0,82.1,40.6,82.1,4.3,1.3,,,,,COOL,COOL,COOL,Red,Red,Red,62,71,62,SOG,71,,,,,False
2026-01-07,OTT@UTA,8:30 PM,2026-01-08T02:30:00Z,Drake Batherson,OTT,R,UTA,Karel Vejmelka,0.8944723618090452,2.6988674395566146,49.1,,moneypuck_team_proxy,89.2,93.7,1097.87,74.4,87.8,1.045,50.0,50.0,50.2,50.2,1.0,1.75,2.0,1.35,30.8,9.0,3.0,19.0,2.0,1.0,2.474922658666917,,,2.280069560798202,1.8581309108811828,50.0,31.0,72.4,31.0,9.53,3.21,13.5,0.53,0.21,-5.5,COOL,COOL,COOL,Green,Red,Red,66,67,71,GOAL,71,,,,,False
2026-01-07,CGY@MTL,6:30 PM,2026-01-08T00:30:00Z,Oliver Kapanen,MTL,C,CGY,Dustin Wolf,0.8988505747126436,2.903491888919439,48.9,Confirmed,dailyfaceoff_name_and_stats,80.2,62.2,881.29,42.9,66.5,1.02,50.0,50.0,50.2,50.2,1.5,2.0,2.0,1.675,44.9,6.0,3.0,23.0,2.0,1.0,2.330811694949908,,,2.448442429022082,2.425078864353312,50.0,63.3,71.3,63.3,4.33,2.15,16.75,-1.67,-0.85,-6.25,COOL,COOL,COOL,Red,Red,Red,48,71,67,SOG,71,,,,,False
2026-01-07,CGY@MTL,6:30 PM,2026-01-08T00:30:00Z,Lane Hutson,MTL,D,CGY,Dustin Wolf,0.8988505747126436,2.903491888919439,48.9,Confirmed,dailyfaceoff_name_and_stats,60.8,99.2,1427.9,98.0,81.7,1.038,50.0,50.0,50.2,50.2,2.0,1.75,1.6,1.8599999999999999,53.5,14.0,2.0,17.0,2.0,5.0,1.7901912438099579,,,2.448442429022082,2.425078864353312,50.0,63.3,65.9,63.3,9.85,1.2,18.6,-4.15,-0.8,1.6,COOL,COOL,WARM,Green,Red,Red,71,68,58,POINTS,71,,,,,False
2026-01-07,OTT@UTA,8:30 PM,2026-01-08T02:30:00Z,Claude Giroux,OTT,R,UTA,Karel Vejmelka,0.8944723618090452,2.6988674395566146,49.1,,moneypuck_team_proxy,73.1,90.5,1042.17,68.1,78.2,1.034,50.0,50.0,50.2,50.2,2.0,2.0,2.6,2.21,70.7,10.0,4.0,19.0,2.0,2.0,2.1508945464201545,,,2.280069560798202,1.8581309108811828,50.0,31.0,70.5,31.0,6.92,1.87,22.1,-3.08,-2.13,3.1,COOL,COOL,HOT,Green,Red,Red,62,70,61,SOG,70,,,,,False
2026-01-07,STL@CHI,8:30 PM,2026-01-08T02:30:00Z,Dylan Holloway,STL,L,CHI,Spencer Knight,0.9101796407185628,2.6008553924401805,24.8,,moneypuck_team_proxy,69.2,62.2,1072.21,71.7,67.2,1.021,50.0,50.0,50.2,50.2,,,,,50.0,,,,,,1.7194323144104804,,,2.7322570090101594,2.5570018275699704,50.0,83.0,64.2,83.0,4.78,2.0,,,,,COOL,COOL,COOL,Red,Red,Red,58,70,63,SOG,70,,,,,False
2026-01-07,STL@CHI,8:30 PM,2026-01-08T02:30:00Z,Jordan Kyrou,STL,R,CHI,Spencer Knight,0.9101796407185628,2.6008553924401805,24.8,,moneypuck_team_proxy,75.1,62.2,959.27,56.7,66.9,1.02,50.0,50.0,50.2,50.2,1.5,1.75,2.0,1.675,44.9,4.0,2.0,18.0,0.0,1.0,1.7853055619134814,,,2.7322570090101594,2.5570018275699704,50.0,83.0,65.4,83.0,5.21,2.42,16.75,1.21,0.42,-1.25,WARM,COOL,COOL,Red,Red,Red,53,70,57,SOG,70,,,,,False
