Date,Game,StartTimeLocal,StartTimeUTC,Player,Team,Pos,Tier,Injury_Status,Injury_Type,Injury_Text,Injury_Return,Team_Out_Count,Injury_DFO_Score,Injury_Badge,Opp,Opp_Goalie,Opp_SV,Opp_GAA,Goalie_Weak,Opp_Goalie_Status,Opp_Goalie_Source,iXG%,iXA%,iXA_Source,TOI_per_game,TOI_Pct,StarScore,TalentMult,Talent_Tier,Is_Elite,Is_Star,team_5v5_SF60,team_5v5_xGF60,team_5v5_SF60_pct,team_5v5_xGF60_pct,Team_GF_L5,Team_GF_Avg_L5,Team_GF_Gate,Med10_SOG,Trim10_SOG,Avg5_SOG,ShotIntent,ShotIntent_Pct,L10_P,L10_G,L10_S,L5_G,L5_A,L10_A,i5v5_points60,i5v5_primaryAssists60,i5v5_shotAssists60,i5v5_iCF60,Assist_Volume,opp_5v5_xGA60,opp_5v5_HDCA60,opp_5v5_SlotSA60,Opp_DefWeak,v2_player_stability,v2_defense_vulnerability,Exp_P_10,Exp_G_10,Exp_S_10,Reg_Gap_P10,Reg_Gap_G10,Reg_Gap_S10,Reg_Heat_P,Reg_Heat_G,Reg_Heat_S,Exp_A_10,Reg_Gap_A10,Reg_Heat_A,Matrix_Points,Matrix_SOG,Matrix_Goal,Matrix_Assists,Conf_Points,Conf_SOG,Conf_Goal,Conf_Assists,Best_Market,Best_Conf,Drought_P,Drought_A,Drought_G,Drought_SOG,Line,Odds,Result,Best_Drought,Play_Tag,Plays_Points,Plays_Assists,Assist_ProofCount,Assist_Why
2026-01-11,CBJ@UTA,6:00 PM,2026-01-12T00:00:00Z,Alexander Kerfoot,UTA,C,,Healthy,Unknown,,,1,0.0,,CBJ,Jet Greaves,0.9071347678369196,2.736246929600964,32.8,Unconfirmed,dailyfaceoff_name_and_stats,16.7,7.3,A1+A2,620.33,11.9,12.5,0.94,NONE,False,False,27.321930165109958,2.673548151362214,64.9,95.4,18,3.6,True,,,,,50.0,,,,,,,0.012703789964005929,0.0,,,0.0,2.5887439366093217,2.52176794914284,50.0,65.0,32.8,65.0,0.6,0.6,,,,,COOL,COOL,COOL,0.0,,COOL,Red,Red,Red,Red,22,33,28,32,SOG,33,,,,,,,,,,False,False,1,
2026-01-11,NJD@WPG,1:00 PM,2026-01-11T19:00:00Z,Parker Ford,WPG,C,,Healthy,Unknown,,,1,0.0,,NJD,Jake Allen,0.9093701996927803,2.613735648450094,26.3,Confirmed,dailyfaceoff_name_and_stats,22.7,19.2,A1+A2,589.09,10.4,19.0,0.944,NONE,False,False,24.469425101599448,2.2290562540105046,15.1,5.0,18,3.6,True,,,,,50.0,,,,,,,0.010422094841063054,0.010422094841063054,,,0.0,2.4975276454194013,2.508316101771105,50.0,48.8,32.4,48.8,1.69,0.83,,,,,COOL,COOL,COOL,0.86,,COOL,Red,Red,Red,Red,26,33,29,27,SOG,33,,,,,,,,,,False,False,0,
2026-01-11,WSH@NSH,6:00 PM,2026-01-12T00:00:00Z,Ivan Miroshnichenko,WSH,L,,Healthy,Unknown,,,1,0.0,,NSH,Justus Annunen,0.875,3.288581314878893,85.6,Unconfirmed,dailyfaceoff_name_and_stats,11.5,7.3,A1+A2,578.5,8.6,9.4,0.94,NONE,False,False,27.749159629108792,2.6308910563480903,85.1,75.5,18,3.6,True,,,,,50.0,,,,,,,0.0,0.0,,,0.0,2.4739529973018417,2.477613107574395,50.0,37.5,28.2,37.5,1.55,1.55,,,,,COOL,COOL,COOL,0.0,,COOL,Red,Red,Red,Red,23,32,28,27,SOG,32,,,,,,,,,,False,False,1,
2026-01-11,PIT@BOS,4:00 PM,2026-01-11T22:00:00Z,Owen Pickering,PIT,D,,Healthy,Unknown,,,3,0.0,,BOS,Joonas Korpisalo,0.8878923766816144,3.418154196733764,78.4,Unconfirmed,dailyfaceoff_name_and_stats,2.4,7.3,A1+A2,725.75,23.4,8.3,0.94,NONE,False,False,26.766108589963864,2.5329337165134715,53.9,64.7,18,3.6,True,,,,,50.0,,,,,,,0.0,0.0,,,0.0,2.6619747655978703,2.444727399004514,50.0,60.7,28.2,60.7,0.05,0.05,,,,,COOL,COOL,COOL,0.0,,COOL,Red,Red,Red,Red,26,32,25,29,SOG,32,,,,,,,,,,False,False,1,
2026-01-11,VGK@SJS,7:00 PM,2026-01-12T01:00:00Z,Jaycob Megna,VGK,D,,Healthy,Unknown,,,5,0.0,,SJS,Yaroslav Askarov,0.8935128518971848,3.4394526745807754,71.3,Unconfirmed,dailyfaceoff_name_and_stats,0.7,7.3,A1+A2,629.33,13.0,5.5,0.94,NONE,False,False,25.973127097094537,2.395540241645476,24.3,45.5,18,3.6,True,,,,,50.0,,,,,,,0.0,0.0,,,0.0,2.689737526048374,2.7254208714790793,50.0,82.8,28.2,82.8,0.0,0.0,,,,,COOL,COOL,COOL,0.0,,COOL,Red,Red,Red,Red,27,32,24,29,SOG,32,,,,,,,,,,False,False,0,
2026-01-11,PIT@BOS,4:00 PM,2026-01-11T22:00:00Z,Victor Soderstrom,BOS,D,,Healthy,Unknown,,,4,0.0,,PIT,Stuart Skinner,0.8915492957746479,2.768401078597823,55.1,Unconfirmed,dailyfaceoff_name_and_stats,8.7,19.2,A1+A2,820.62,35.7,17.8,0.942,NONE,False,False,26.364162518810048,2.3561060307906008,42.6,35.9,27,5.4,True,,,,,50.0,,,,,,,0.00921942224953903,0.0,,,0.0,2.5171236834603326,2.4963210083904124,50.0,49.8,31.7,49.8,1.41,0.24,,,,,COOL,COOL,COOL,1.18,,COOL,Red,Red,Red,Red,30,31,25,32,ASSISTS,32,,,,,,,,,,False,False,0,
2026-01-11,PIT@BOS,4:00 PM,2026-01-11T22:00:00Z,Matj  Blmel,BOS,R,,Healthy,Unknown,,,4,0.0,,PIT,Stuart Skinner,0.8915492957746479,2.768401078597823,55.1,Unconfirmed,dailyfaceoff_name_and_stats,13.3,7.3,A1+A2,652.0,15.2,11.6,0.94,NONE,False,False,26.364162518810048,2.3561060307906008,42.6,35.9,27,5.4,True,,,,,50.0,,,,,,,0.0,0.0,,,0.0,2.5171236834603326,2.4963210083904124,50.0,49.8,28.2,49.8,0.94,0.94,,,,,COOL,COOL,COOL,0.0,,COOL,Red,Red,Red,Red,22,32,27,24,SOG,32,,,,,,,,,,False,False,0,
2026-01-11,CBJ@UTA,6:00 PM,2026-01-12T00:00:00Z,Luca Del Bel Belluz,CBJ,C,,Healthy,Unknown,,,5,0.0,,UTA,Karel Vejmelka,0.8984830805134189,2.6264811693375933,41.6,Unconfirmed,dailyfaceoff_name_and_stats,21.3,19.2,A1+A2,526.46,4.8,17.3,0.941,NONE,False,False,28.200415775360792,2.6508390828839143,95.0,85.3,14,2.8,True,,,,,50.0,,,,,,,0.008873114463176575,0.0,,,0.0,2.310991344858298,1.890885838909315,50.0,18.9,31.5,18.9,1.36,0.64,,,,,COOL,COOL,COOL,0.72,,COOL,Red,Red,Red,Red,24,29,26,32,ASSISTS,32,,,,,,,,,,False,False,1,
2026-01-11,CBJ@UTA,6:00 PM,2026-01-12T00:00:00Z,Dysin Mayo,CBJ,D,,Healthy,Unknown,,,5,0.0,,UTA,Karel Vejmelka,0.8984830805134189,2.6264811693375933,41.6,Unconfirmed,dailyfaceoff_name_and_stats,4.6,19.2,A1+A2,514.5,3.7,9.5,0.94,NONE,False,False,28.200415775360792,2.6508390828839143,95.0,85.3,14,2.8,True,,,,,50.0,,,,,,,0.05853658536585366,0.0,,,0.0,2.310991344858298,1.890885838909315,50.0,18.9,35.8,18.9,5.03,0.33,,,,,COOL,COOL,COOL,4.7,,COOL,Red,Red,Red,Red,24,20,16,32,ASSISTS,32,,,,,,,,,,False,False,1,
2026-01-11,NJD@WPG,1:00 PM,2026-01-11T19:00:00Z,Evgenii Dadonov,NJD,L,,Healthy,Unknown,,,2,0.0,,WPG,Connor Hellebuyck,0.9014705882352941,2.6916638767994643,39.3,Confirmed,dailyfaceoff_name_and_stats,10.0,7.3,A1+A2,663.6,16.4,10.3,0.94,NONE,False,False,27.618448260361415,2.3545805987593273,75.1,25.3,9,1.8,False,,,,,50.0,,,,,,,0.0,0.0,,,0.0,2.6357392399648263,2.994510064881051,50.0,76.3,28.2,76.3,0.51,0.51,,,,,COOL,COOL,COOL,0.0,,COOL,FAIL_GF,Red,FAIL_GF,FAIL_GF,0,32,0,0,SOG,32,,,,,,,,,,False,False,0,
2026-01-11,NJD@WPG,1:00 PM,2026-01-11T19:00:00Z,Angus Crookshank,NJD,C,,Healthy,Unknown,,,2,0.0,,WPG,Connor Hellebuyck,0.9014705882352941,2.6916638767994643,39.3,Confirmed,dailyfaceoff_name_and_stats,11.2,7.3,A1+A2,516.38,4.1,8.4,0.94,NONE,False,False,27.618448260361415,2.3545805987593273,75.1,25.3,9,1.8,False,,,,,50.0,,,,,,,0.0,0.0,,,0.0,2.6357392399648263,2.994510064881051,50.0,76.3,28.2,76.3,0.38,0.38,,,,,COOL,COOL,COOL,0.0,,COOL,FAIL_GF,Red,FAIL_GF,FAIL_GF,0,32,0,0,SOG,32,,,,,,,,,,False,False,0,
2026-01-11,CBJ@UTA,6:00 PM,2026-01-12T00:00:00Z,Kevin Rooney,UTA,C,,Healthy,Unknown,,,1,0.0,,CBJ,Jet Greaves,0.9071347678369196,2.736246929600964,32.8,Unconfirmed,dailyfaceoff_name_and_stats,6.7,7.3,A1+A2,584.0,9.7,7.5,0.94,NONE,False,False,27.321930165109958,2.673548151362214,64.9,95.4,18,3.6,True,,,,,50.0,,,,,,,0.10273972602739725,0.0,,,0.0,2.5887439366093217,2.52176794914284,50.0,65.0,36.0,65.0,1.22,1.22,,,,,COOL,COOL,COOL,0.0,,COOL,Red,Red,Red,Red,22,28,21,32,ASSISTS,32,,,,,,,,,,False,False,1,
2026-01-11,NJD@WPG,1:00 PM,2026-01-11T19:00:00Z,Colin Miller,WPG,D,,Healthy,Unknown,,,1,0.0,,NJD,Jake Allen,0.9093701996927803,2.613735648450094,26.3,Confirmed,dailyfaceoff_name_and_stats,16.7,19.2,A1+A2,866.29,44.6,23.2,0.952,NONE,False,False,24.469425101599448,2.2290562540105046,15.1,5.0,18,3.6,True,,,,,50.0,,,,,,,0.3195171740481051,0.3195171740481051,,,0.0,2.4975276454194013,2.508316101771105,50.0,48.8,38.0,48.8,1.07,0.39,,,,,COOL,COOL,COOL,0.68,,COOL,Red,Red,Red,Red,29,32,27,30,SOG,32,,,,,,,,,,False,False,0,
2026-01-11,NJD@WPG,1:00 PM,2026-01-11T19:00:00Z,Elias Salomonsson,WPG,D,,Healthy,Unknown,,,1,0.0,,NJD,Jake Allen,0.9093701996927803,2.613735648450094,26.3,Confirmed,dailyfaceoff_name_and_stats,14.7,7.3,A1+A2,883.75,46.8,18.6,0.943,NONE,False,False,24.469425101599448,2.2290562540105046,15.1,5.0,18,3.6,True,,,,,50.0,,,,,,,0.0,0.0,,,0.0,2.4975276454194013,2.508316101771105,50.0,48.8,28.2,48.8,1.11,1.11,,,,,COOL,COOL,COOL,0.0,,COOL,Red,Red,Red,Red,22,32,26,23,SOG,32,,,,,,,,,,False,False,0,
2026-01-11,WSH@NSH,6:00 PM,2026-01-12T00:00:00Z,Dylan McIlrath,WSH,D,,Healthy,Unknown,,,1,0.0,,NSH,Justus Annunen,0.875,3.288581314878893,85.6,Unconfirmed,dailyfaceoff_name_and_stats,8.3,7.3,A1+A2,582.0,8.9,8.1,0.94,NONE,False,False,27.749159629108792,2.6308910563480903,85.1,75.5,18,3.6,True,,,,,50.0,,,,,,,0.0,0.0,,,0.0,2.4739529973018417,2.477613107574395,50.0,37.5,28.2,37.5,0.26,0.26,,,,,COOL,COOL,COOL,0.0,,COOL,Red,Red,Red,Red,23,31,26,27,SOG,31,,,,,,,,,,False,False,1,
2026-01-11,WSH@NSH,6:00 PM,2026-01-12T00:00:00Z,Bogdan Trineyev,WSH,R,,Healthy,Unknown,,,1,0.0,,NSH,Justus Annunen,0.875,3.288581314878893,85.6,Unconfirmed,dailyfaceoff_name_and_stats,7.3,7.3,A1+A2,631.5,13.4,8.5,0.94,NONE,False,False,27.749159629108792,2.6308910563480903,85.1,75.5,18,3.6,True,,,,,50.0,,,,,,,0.0,0.0,,,0.0,2.4739529973018417,2.477613107574395,50.0,37.5,28.2,37.5,0.66,0.66,,,,,COOL,COOL,COOL,0.0,,COOL,Red,Red,Red,Red,23,31,26,27,SOG,31,,,,,,,,,,False,False,1,
2026-01-11,NJD@WPG,1:00 PM,2026-01-11T19:00:00Z,Xavier Parent,NJD,C,,Healthy,Unknown,,,2,0.0,,WPG,Connor Hellebuyck,0.9014705882352941,2.6916638767994643,39.3,Confirmed,dailyfaceoff_name_and_stats,9.3,7.3,A1+A2,514.4,3.3,7.4,0.94,NONE,False,False,27.618448260361415,2.3545805987593273,75.1,25.3,9,1.8,False,,,,,50.0,,,,,,,0.0,0.0,,,0.0,2.6357392399648263,2.994510064881051,50.0,76.3,28.2,76.3,0.41,0.41,,,,,COOL,COOL,COOL,0.0,,COOL,FAIL_GF,Red,FAIL_GF,FAIL_GF,0,31,0,0,SOG,31,,,,,,,,,,False,False,0,
2026-01-11,CBJ@UTA,6:00 PM,2026-01-12T00:00:00Z,Andrew Agozzino,UTA,L,,Healthy,Unknown,,,1,0.0,,CBJ,Jet Greaves,0.9071347678369196,2.736246929600964,32.8,Unconfirmed,dailyfaceoff_name_and_stats,1.6,7.3,A1+A2,368.0,0.4,3.4,0.94,NONE,False,False,27.321930165109958,2.673548151362214,64.9,95.4,18,3.6,True,,,,,50.0,,,,,,,0.0,0.0,,,0.0,2.5887439366093217,2.52176794914284,50.0,65.0,28.2,65.0,0.05,0.05,,,,,COOL,COOL,COOL,0.0,,COOL,Red,Red,Red,Red,21,25,18,31,ASSISTS,31,,,,,,,,,,False,False,1,
2026-01-11,WSH@NSH,6:00 PM,2026-01-12T00:00:00Z,Brady Martin,NSH,C,,Healthy,Unknown,,,3,0.0,,WSH,Charlie Lindgren,0.8897435897435897,3.1339838846823502,67.9,Confirmed,dailyfaceoff_name_and_stats,5.4,19.2,A1+A2,685.0,18.2,12.8,0.94,NONE,False,False,26.3527939623822,2.51027255308333,33.1,54.3,9,1.8,False,,,,,50.0,,,,,,,0.033783783783783786,0.033783783783783786,,,0.0,2.553734856403739,2.409439226332373,50.0,43.2,34.9,43.2,3.42,0.28,,,,,COOL,COOL,COOL,3.13,,COOL,FAIL_GF,Red,FAIL_GF,FAIL_GF,0,29,0,0,SOG,29,,,,,,,,,,False,False,0,
2026-01-11,CBJ@UTA,6:00 PM,2026-01-12T00:00:00Z,Luca Pinelli,CBJ,C,,Healthy,Unknown,,,5,0.0,,UTA,Karel Vejmelka,0.8984830805134189,2.6264811693375933,41.6,Unconfirmed,dailyfaceoff_name_and_stats,15.8,7.3,A1+A2,826.0,36.8,17.0,0.941,NONE,False,False,28.200415775360792,2.6508390828839143,95.0,85.3,14,2.8,True,,,,,50.0,,,,,,,0.0,0.0,,,0.0,2.310991344858298,1.890885838909315,50.0,18.9,28.2,18.9,1.63,1.63,,,,,COOL,COOL,COOL,0.0,,COOL,Red,Red,Red,Red,20,29,25,28,SOG,29,,,,,,,,,,False,False,1,
2026-01-11,WSH@NSH,6:00 PM,2026-01-12T00:00:00Z,Brett Leason,WSH,R,,Healthy,Unknown,,,1,0.0,,NSH,Justus Annunen,0.875,3.288581314878893,85.6,Unconfirmed,dailyfaceoff_name_and_stats,3.1,7.3,A1+A2,491.5,2.6,4.5,0.94,NONE,False,False,27.749159629108792,2.6308910563480903,85.1,75.5,18,3.6,True,,,,,50.0,,,,,,,0.0,0.0,,,0.0,2.4739529973018417,2.477613107574395,50.0,37.5,28.2,37.5,0.14,0.14,,,,,COOL,COOL,COOL,0.0,,COOL,Red,Red,Red,Red,23,28,22,26,SOG,28,,,,,,,,,,False,False,1,
2026-01-11,WSH@NSH,6:00 PM,2026-01-12T00:00:00Z,Joakim Kemell,NSH,R,,Healthy,Unknown,,,3,0.0,,WSH,Charlie Lindgren,0.8897435897435897,3.1339838846823502,67.9,Confirmed,dailyfaceoff_name_and_stats,3.6,7.3,A1+A2,664.0,16.7,7.5,0.94,NONE,False,False,26.3527939623822,2.51027255308333,33.1,54.3,9,1.8,False,,,,,50.0,,,,,,,0.0,0.0,,,0.0,2.553734856403739,2.409439226332373,50.0,43.2,28.2,43.2,0.19,0.19,,,,,COOL,COOL,COOL,0.0,,COOL,FAIL_GF,Red,FAIL_GF,FAIL_GF,0,28,0,0,SOG,28,,,,,,,,,,False,False,0,
2026-01-11,NJD@WPG,1:00 PM,2026-01-11T19:00:00Z,Nikita Chibrikov,WPG,R,,Healthy,Unknown,,,1,0.0,,NJD,Jake Allen,0.9093701996927803,2.613735648450094,26.3,Confirmed,dailyfaceoff_name_and_stats,14.7,7.3,A1+A2,551.75,7.1,10.6,0.94,NONE,False,False,24.469425101599448,2.2290562540105046,15.1,5.0,18,3.6,True,,,,,50.0,,,,,,,0.0,0.0,,,0.0,2.4975276454194013,2.508316101771105,50.0,48.8,28.2,48.8,0.55,0.55,,,,,COOL,COOL,COOL,0.0,,COOL,Red,Red,Red,Red,19,28,24,21,SOG,28,,,,,,,,,,False,False,0,
2026-01-11,VGK@SJS,7:00 PM,2026-01-12T01:00:00Z,Patrick Giles,SJS,R,,Healthy,Unknown,,,6,0.0,,VGK,Carl Lindbom,0.8698224852071006,3.137503466307491,81.4,Unconfirmed,dailyfaceoff_name_and_stats,2.4,19.2,A1+A2,532.0,5.2,8.8,0.94,NONE,False,False,22.786766255356014,2.257322812521951,5.2,14.9,21,4.2,True,,,,,50.0,,,,,,,0.03934426229508197,0.0,,,0.0,2.1219963587667956,2.0854335625404374,50.0,17.8,35.4,17.8,3.2,0.06,,,,,COOL,COOL,COOL,3.13,,COOL,Red,Red,Red,Red,27,24,20,25,POINTS,27,,,,,,,,,,False,False,0,
2026-01-11,CBJ@UTA,6:00 PM,2026-01-12T00:00:00Z,Mikael Pyyhtia,CBJ,L,,Healthy,Unknown,,,5,0.0,,UTA,Karel Vejmelka,0.8984830805134189,2.6264811693375933,41.6,Unconfirmed,dailyfaceoff_name_and_stats,15.8,7.3,A1+A2,633.0,13.8,12.4,0.94,NONE,False,False,28.200415775360792,2.6508390828839143,95.0,85.3,14,2.8,True,,,,,50.0,,,,,,,0.0,0.0,,,0.0,2.310991344858298,1.890885838909315,50.0,18.9,28.2,18.9,2.44,2.44,,,,,COOL,COOL,COOL,0.0,,COOL,Red,Red,Red,Red,18,27,24,26,SOG,27,,,,,,,,,,False,False,1,
2026-01-11,NJD@WPG,1:00 PM,2026-01-11T19:00:00Z,Nathan Lgar,NJD,R,,Healthy,Unknown,,,2,0.0,,WPG,Connor Hellebuyck,0.9014705882352941,2.6916638767994643,39.3,Confirmed,dailyfaceoff_name_and_stats,0.7,7.3,A1+A2,495.0,3.0,3.5,0.94,NONE,False,False,27.618448260361415,2.3545805987593273,75.1,25.3,9,1.8,False,,,,,50.0,,,,,,,0.0,0.0,,,0.0,2.6357392399648263,2.994510064881051,50.0,76.3,28.2,76.3,0.0,0.0,,,,,COOL,COOL,COOL,0.0,,COOL,FAIL_GF,Red,FAIL_GF,FAIL_GF,0,27,0,0,SOG,27,,,,,,,,,,False,False,0,
2026-01-11,NJD@WPG,1:00 PM,2026-01-11T19:00:00Z,Shane Lachance,NJD,L,,Healthy,Unknown,,,2,0.0,,WPG,Connor Hellebuyck,0.9014705882352941,2.6916638767994643,39.3,Confirmed,dailyfaceoff_name_and_stats,0.7,7.3,A1+A2,445.0,1.1,3.1,0.94,NONE,False,False,27.618448260361415,2.3545805987593273,75.1,25.3,9,1.8,False,,,,,50.0,,,,,,,0.0,0.0,,,0.0,2.6357392399648263,2.994510064881051,50.0,76.3,28.2,76.3,0.0,0.0,,,,,COOL,COOL,COOL,0.0,,COOL,FAIL_GF,Red,FAIL_GF,FAIL_GF,0,27,0,0,SOG,27,,,,,,,,,,False,False,0,
2026-01-11,PIT@BOS,4:00 PM,2026-01-11T22:00:00Z,Georgii Merkulov,BOS,C,,Healthy,Unknown,,,4,0.0,,PIT,Stuart Skinner,0.8915492957746479,2.768401078597823,55.1,Unconfirmed,dailyfaceoff_name_and_stats,1.6,7.3,A1+A2,635.0,14.1,6.1,0.94,NONE,False,False,26.364162518810048,2.3561060307906008,42.6,35.9,27,5.4,True,,,,,50.0,,,,,,,0.0,0.0,,,0.0,2.5171236834603326,2.4963210083904124,50.0,49.8,28.2,49.8,0.09,0.09,,,,,COOL,COOL,COOL,0.0,,COOL,Red,Red,Red,Red,22,26,20,24,SOG,26,,,,,,,,,,False,False,0,
2026-01-11,NJD@WPG,1:00 PM,2026-01-11T19:00:00Z,Brad Lambert,WPG,C,,Healthy,Unknown,,,1,0.0,,NJD,Jake Allen,0.9093701996927803,2.613735648450094,26.3,Confirmed,dailyfaceoff_name_and_stats,9.3,7.3,A1+A2,541.5,5.9,7.9,0.94,NONE,False,False,24.469425101599448,2.2290562540105046,15.1,5.0,18,3.6,True,,,,,50.0,,,,,,,0.028089887640449437,0.0,,,0.0,2.4975276454194013,2.508316101771105,50.0,48.8,34.5,48.8,0.52,0.52,,,,,COOL,COOL,COOL,0.0,,COOL,Red,Red,Red,Red,20,26,20,21,SOG,26,,,,,,,,,,False,False,0,
2026-01-11,NJD@WPG,1:00 PM,2026-01-11T19:00:00Z,Danil Zhilkin,WPG,C,,Healthy,Unknown,,,1,0.0,,NJD,Jake Allen,0.9093701996927803,2.613735648450094,26.3,Confirmed,dailyfaceoff_name_and_stats,5.4,7.3,A1+A2,521.0,4.5,5.9,0.94,NONE,False,False,24.469425101599448,2.2290562540105046,15.1,5.0,18,3.6,True,,,,,50.0,,,,,,,0.0,0.0,,,0.0,2.4975276454194013,2.508316101771105,50.0,48.8,28.2,48.8,0.42,0.42,,,,,COOL,COOL,COOL,0.0,,COOL,Red,Red,Red,Red,19,24,18,21,SOG,24,,,,,,,,,,False,False,0,
