Date,Game,StartTimeLocal,StartTimeUTC,Player,Team,Pos,Injury_Status,Injury_Type,Injury_Text,Injury_Return,Team_Out_Count,Injury_DFO_Score,Injury_Badge,Opp,Opp_Goalie,Opp_SV,Opp_GAA,Goalie_Weak,Opp_Goalie_Status,Opp_Goalie_Source,iXG%,iXA%,TOI_per_game,TOI_Pct,StarScore,TalentMult,Talent_Tier,Is_Elite,Is_Star,team_5v5_SF60,team_5v5_xGF60,team_5v5_SF60_pct,team_5v5_xGF60_pct,Med10_SOG,Trim10_SOG,Avg5_SOG,ShotIntent,ShotIntent_Pct,L10_P,L10_G,L10_S,L5_G,L5_A,L10_A,i5v5_points60,i5v5_primaryAssists60,i5v5_shotAssists60,i5v5_iCF60,Assist_Volume,opp_5v5_xGA60,opp_5v5_HDCA60,opp_5v5_SlotSA60,Opp_DefWeak,v2_player_stability,v2_defense_vulnerability,Exp_P_10,Exp_G_10,Exp_S_10,Reg_Gap_P10,Reg_Gap_G10,Reg_Gap_S10,Reg_Heat_P,Reg_Heat_G,Reg_Heat_S,Exp_A_10,Reg_Gap_A10,Reg_Heat_A,Matrix_Points,Matrix_SOG,Matrix_Goal,Matrix_Assists,Conf_Points,Conf_SOG,Conf_Goal,Conf_Assists,Best_Market,Best_Conf,Line,Odds,Result,Play_Tag,Plays_Points,Plays_Assists,Assist_ProofCount,Assist_Why
2026-01-09,STL@UTA,8:00 PM,2026-01-10T02:00:00Z,Nick Schmaltz,UTA,C,Healthy,Unknown,,,1,0.0,,STL,Joel Hofer,0.8998302207130731,2.876061258479912,46.7,Confirmed,dailyfaceoff_name_and_stats,90.0,93.2,1179.02,85.4,90.2,1.048,STAR,False,True,27.399304988688574,2.663246029339739,75.2,91.7,2.0,2.25,3.4,2.49,83.9,7.0,2.0,24.0,2.0,3.0,5.0,2.2895301693298356,0.9539709038874314,,,0.0,2.4355116468775493,2.583159612072872,50.0,57.2,71.4,57.2,8.4,2.92,24.9,1.4,0.92,0.9,WARM,COOL,COOL,5.48,0.48,COOL,Green,Red,Red,Green,71,88,77,77,SOG,88,,,,🅰️ ASSISTS EARNED | 🅰️ ASSISTS EARNED,False,True,4,"iXA,v2,xGF,VOL"
2026-01-09,WSH@CHI,7:00 PM,2026-01-10T01:00:00Z,Connor Bedard,CHI,C,Healthy,Unknown,,,1,0.0,,WSH,Logan Thompson,0.914519906323185,2.3963452998623103,13.1,Confirmed,dailyfaceoff_name_and_stats,91.2,95.7,1263.48,92.1,92.9,1.052,STAR,False,True,24.4073515742773,2.2520562068938585,26.8,25.5,3.0,3.125,2.4,2.79,89.0,13.0,6.0,32.0,2.0,4.0,7.0,2.9618378583633946,1.139168407062844,,,0.0,2.572238918395425,2.4073234283606064,50.0,53.0,74.3,53.0,12.89,4.4,27.9,-0.11,-1.6,-4.1,COOL,COOL,COOL,8.48,1.48,WARM,Green,Yellow,Red,Green,67,86,71,76,SOG,86,,,,🅰️ ASSISTS EARNED | 🅰️ ASSISTS EARNED,False,True,3,"iXA,v2,VOL"
2026-01-09,WSH@CHI,7:00 PM,2026-01-10T01:00:00Z,Aliaksei Protas,WSH,C,Healthy,Unknown,,,1,0.0,,CHI,Drew Commesso,0.9098265895953758,2.6150608132019593,25.7,Confirmed,dailyfaceoff_name_fallback_stats,89.6,81.3,1087.22,72.2,83.2,1.04,STAR,False,True,27.83640653943414,2.6350506906066733,92.1,74.8,2.0,2.125,2.6,2.21,74.6,11.0,6.0,23.0,4.0,5.0,5.0,2.2643986216704044,0.6891647978996882,,,0.0,2.7224882251400095,2.530716177056402,50.0,72.6,71.0,72.6,6.88,3.07,22.1,-4.12,-2.93,-0.9,COOL,COOL,COOL,3.8,-1.2,COOL,Yellow,Red,Red,Yellow,60,85,80,69,SOG,85,,,,,False,False,3,
2026-01-09,WSH@CHI,7:00 PM,2026-01-10T01:00:00Z,John Carlson,WSH,D,Healthy,Unknown,,,1,0.0,,CHI,Drew Commesso,0.9098265895953758,2.6150608132019593,25.7,Confirmed,dailyfaceoff_name_fallback_stats,71.5,93.2,1361.28,96.0,84.0,1.041,STAR,False,True,27.83640653943414,2.6350506906066733,92.1,74.8,1.0,1.25,1.8,1.28,28.8,5.0,2.0,15.0,1.0,2.0,3.0,1.7284512167386854,0.5458267000227428,,,0.0,2.7224882251400095,2.530716177056402,50.0,72.6,64.4,72.6,7.83,1.84,12.8,2.83,-0.16,-2.2,HOT,COOL,COOL,5.99,2.99,HOT,Green,Red,Red,Green,76,65,59,85,ASSISTS,85,,,,🔥 HOT POINTS | 🅰️ ASSISTS EARNED | 🅰️ ASSISTS EARNED,True,True,3,"iXA,v2,xGF,VOL"
2026-01-09,WSH@CHI,7:00 PM,2026-01-10T01:00:00Z,Connor McMichael,WSH,C,Healthy,Unknown,,,1,0.0,,CHI,Drew Commesso,0.9098265895953758,2.6150608132019593,25.7,Confirmed,dailyfaceoff_name_fallback_stats,86.3,90.4,1027.11,66.2,83.7,1.04,STAR,False,True,27.83640653943414,2.6350506906066733,92.1,74.8,2.0,1.75,2.2,2.0700000000000003,70.3,7.0,0.0,18.0,0.0,6.0,7.0,2.2909374909606317,1.3537357901131006,,,0.0,2.7224882251400095,2.530716177056402,50.0,72.6,71.7,72.6,7.27,2.54,20.7,0.27,2.54,2.7,COOL,HOT,HOT,4.73,-2.27,COOL,Green,Red,Red,Green,65,82,69,73,SOG,82,,,,🅰️ ASSISTS EARNED,False,True,3,"iXA,v2,xGF,VOL"
2026-01-09,WSH@CHI,7:00 PM,2026-01-10T01:00:00Z,Dylan Strome,WSH,C,Healthy,Unknown,,,1,0.0,,CHI,Drew Commesso,0.9098265895953758,2.6150608132019593,25.7,Confirmed,dailyfaceoff_name_fallback_stats,83.1,93.2,1101.76,74.2,84.9,1.042,STAR,False,True,27.83640653943414,2.6350506906066733,92.1,74.8,2.0,2.5,2.2,2.0700000000000003,70.3,10.0,4.0,24.0,2.0,0.0,6.0,1.993631455074069,0.6977710092759242,,,0.0,2.7224882251400095,2.530716177056402,50.0,72.6,69.4,72.6,8.1,2.39,20.7,-1.9,-1.61,-3.3,COOL,COOL,COOL,5.71,-0.29,COOL,Green,Red,Red,Green,68,81,69,81,ASSISTS,81,,,,🅰️ ASSISTS EARNED | 🅰️ ASSISTS EARNED,False,True,4,"iXA,v2,xGF,VOL"
2026-01-09,LAK@WPG,7:00 PM,2026-01-10T01:00:00Z,Kyle Connor,WPG,L,Healthy,Unknown,,,1,0.0,,LAK,Darcy Kuemper,0.9102564102564102,2.3763123153328722,18.4,Confirmed,dailyfaceoff_name_and_stats,93.2,97.9,1257.38,90.7,94.4,1.053,ELITE,True,True,24.63831652783867,2.2265088411515417,43.4,8.9,3.0,3.25,2.8,2.93,91.5,10.0,6.0,37.0,3.0,3.0,4.0,3.0990480048612516,1.1849301195057726,,,0.0,2.2065012955772785,1.743580636568375,50.0,17.2,74.7,17.2,11.14,3.62,29.3,1.14,-2.38,-7.7,WARM,COOL,COOL,7.52,3.52,HOT,Green,Yellow,Red,Green,68,81,73,76,SOG,81,,,,🅰️ ASSISTS EARNED | 🅰️ ASSISTS EARNED,False,True,3,"iXA,v2,VOL"
2026-01-09,STL@UTA,8:00 PM,2026-01-10T02:00:00Z,John Marino,UTA,D,Healthy,Unknown,,,1,0.0,,STL,Joel Hofer,0.8998302207130731,2.876061258479912,46.7,Confirmed,dailyfaceoff_name_and_stats,46.3,83.9,1224.84,88.7,68.0,1.022,NONE,False,False,27.399304988688574,2.663246029339739,75.2,91.7,0.5,0.5,0.6,0.535,5.1,2.0,1.0,5.0,1.0,1.0,1.0,1.2246460007654036,0.3827018752391887,,,0.0,2.4355116468775493,2.583159612072872,50.0,57.2,56.1,57.2,4.45,0.73,5.35,2.45,-0.27,0.35,HOT,COOL,COOL,3.72,2.72,HOT,Yellow,Red,Red,Yellow,68,53,45,79,ASSISTS,79,,,,,False,False,1,
2026-01-09,WSH@CHI,7:00 PM,2026-01-10T01:00:00Z,Anthony Beauvillier,WSH,L,Healthy,Unknown,,,1,0.0,,CHI,Drew Commesso,0.9098265895953758,2.6150608132019593,25.7,Confirmed,dailyfaceoff_name_fallback_stats,85.9,46.9,939.09,57.0,66.5,1.02,NONE,False,False,27.83640653943414,2.6350506906066733,92.1,74.8,2.0,1.875,2.0,2.0,65.3,3.0,2.0,20.0,1.0,1.0,1.0,1.171875,0.09765625,,,0.0,2.7224882251400095,2.530716177056402,50.0,72.6,54.8,72.6,3.86,2.47,20.0,0.86,0.47,0.0,COOL,COOL,COOL,1.39,0.39,COOL,Red,Red,Red,Red,42,79,68,50,SOG,79,,,,,False,False,1,
2026-01-09,LAK@WPG,7:00 PM,2026-01-10T01:00:00Z,Gabriel Vilardi,WPG,C,Healthy,Unknown,,,1,0.0,,LAK,Darcy Kuemper,0.9102564102564102,2.3763123153328722,18.4,Confirmed,dailyfaceoff_name_and_stats,94.1,90.4,1133.45,78.8,89.7,1.048,STAR,False,True,24.63831652783867,2.2265088411515417,43.4,8.9,2.0,1.625,1.2,1.72,50.8,7.0,1.0,16.0,1.0,3.0,6.0,2.3820236614350367,0.6669666252018104,,,0.0,2.2065012955772785,1.743580636568375,50.0,17.2,72.0,17.2,8.69,3.7,17.2,1.69,2.7,1.2,WARM,HOT,WARM,4.99,-1.01,COOL,Green,Red,Red,Yellow,64,77,68,62,SOG,77,,,,,False,False,2,
2026-01-09,LAK@WPG,7:00 PM,2026-01-10T01:00:00Z,Mark Scheifele,WPG,C,Healthy,Unknown,,,1,0.0,,LAK,Darcy Kuemper,0.9102564102564102,2.3763123153328722,18.4,Confirmed,dailyfaceoff_name_and_stats,94.9,97.9,1250.0,90.1,95.0,1.054,ELITE,True,True,24.63831652783867,2.2265088411515417,43.4,8.9,1.5,1.75,2.4,1.815,52.5,10.0,4.0,22.0,2.0,3.0,6.0,3.1585104308832133,1.2283096120101384,,,0.0,2.2065012955772785,1.743580636568375,50.0,17.2,75.0,17.2,11.31,3.78,18.15,1.31,-0.22,-3.85,WARM,COOL,COOL,7.53,1.53,WARM,Green,Red,Red,Green,68,76,77,72,GOAL,77,,,,🅰️ ASSISTS EARNED,False,True,3,"iXA,v2,VOL"
2026-01-09,LAK@WPG,7:00 PM,2026-01-10T01:00:00Z,Andrei Kuzmenko,LAK,L,Healthy,Unknown,,,1,0.0,,WPG,Eric Comrie,0.88,3.492552645095018,91.4,Confirmed,dailyfaceoff_name_and_stats,71.1,52.6,883.19,47.7,59.9,1.012,NONE,False,False,26.589604707667718,2.332329698182963,59.3,59.3,1.0,1.375,1.4,1.14,22.9,7.0,4.0,14.0,2.0,2.0,3.0,1.138970181127897,0.14237127264098712,,,0.0,2.6064591553412244,2.922694724536022,50.0,77.1,53.5,77.1,3.83,1.91,11.4,-3.17,-2.09,-2.6,COOL,COOL,COOL,1.91,-1.09,COOL,Red,Red,Red,Red,46,76,68,50,SOG,76,,,,,False,False,0,
2026-01-09,STL@UTA,8:00 PM,2026-01-10T02:00:00Z,Robert Thomas,STL,C,Healthy,Unknown,,,4,1.0,🟢 ROLE+,UTA,Karel Vejmelka,0.8974668275030157,2.6459830345793667,43.5,Confirmed,dailyfaceoff_name_and_stats,70.2,90.4,1144.53,82.1,79.6,1.036,STAR,False,True,23.98259766156077,2.2688298740143207,9.6,42.7,1.0,1.25,0.8,0.9299999999999999,10.2,7.0,3.0,16.0,1.0,0.0,4.0,2.0334750423640635,0.9632250200671879,,,0.0,2.2725470531986844,1.8471441565408027,50.0,31.5,70.0,31.5,6.95,1.77,9.3,-0.05,-1.23,-6.7,COOL,COOL,COOL,5.18,1.18,WARM,Green,Red,Red,Yellow,62,60,56,76,ASSISTS,76,,,,,False,False,2,
2026-01-09,LAK@WPG,7:00 PM,2026-01-10T01:00:00Z,Trevor Moore,LAK,L,GTD,Unknown,,,1,-1.0,🟡 GTD,WPG,Eric Comrie,0.88,3.492552645095018,91.4,Confirmed,dailyfaceoff_name_and_stats,68.2,57.7,948.49,57.6,62.4,1.015,NONE,False,False,26.589604707667718,2.332329698182963,59.3,59.3,,,,,50.0,,,,,,,1.3758121113157071,0.5002953132057117,,,0.0,2.6064591553412244,2.922694724536022,50.0,77.1,59.8,77.1,3.93,1.74,,,,,COOL,COOL,COOL,2.19,,COOL,Red,Red,Red,Red,58,75,69,60,SOG,75,,,,,False,False,1,
2026-01-09,STL@UTA,8:00 PM,2026-01-10T02:00:00Z,Jack McBain,UTA,C,Healthy,Unknown,,,1,0.0,,STL,Joel Hofer,0.8998302207130731,2.876061258479912,46.7,Confirmed,dailyfaceoff_name_and_stats,78.6,52.6,832.32,37.1,61.2,1.013,NONE,False,False,27.399304988688574,2.663246029339739,75.2,91.7,2.0,1.5,0.8,1.58,42.4,2.0,1.0,16.0,0.0,1.0,1.0,1.291627254639747,0.23484131902540853,,,0.0,2.4355116468775493,2.583159612072872,50.0,57.2,57.8,57.2,3.6,1.99,15.8,1.6,0.99,-0.2,WARM,COOL,COOL,1.61,0.61,COOL,Red,Red,Red,Red,45,75,63,53,SOG,75,,,,,False,False,1,
2026-01-09,STL@UTA,8:00 PM,2026-01-10T02:00:00Z,Mikhail Sergachev,UTA,D,Healthy,Unknown,,,1,0.0,,STL,Joel Hofer,0.8998302207130731,2.876061258479912,46.7,Confirmed,dailyfaceoff_name_and_stats,60.7,94.5,1461.48,99.3,80.2,1.036,STAR,False,True,27.399304988688574,2.663246029339739,75.2,91.7,2.0,1.875,2.0,2.0,65.3,8.0,2.0,18.0,2.0,3.0,6.0,1.099116781157998,0.23552502453385674,,,0.0,2.4355116468775493,2.583159612072872,50.0,57.2,52.5,57.2,6.81,1.16,20.0,-1.19,-0.84,2.0,COOL,COOL,HOT,5.65,-0.35,COOL,Yellow,Red,Red,Yellow,67,70,60,75,ASSISTS,75,,,,,False,False,2,
2026-01-09,WSH@CHI,7:00 PM,2026-01-10T01:00:00Z,Ryan Leonard,WSH,R,Healthy,Unknown,,,1,0.0,,CHI,Drew Commesso,0.9098265895953758,2.6150608132019593,25.7,Confirmed,dailyfaceoff_name_fallback_stats,79.0,83.9,842.22,39.1,72.7,1.027,NONE,False,False,27.83640653943414,2.6350506906066733,92.1,74.8,2.0,2.125,2.0,2.0,65.3,11.0,4.0,23.0,2.0,3.0,7.0,2.4643468339988592,1.0952652595550485,,,0.0,2.7224882251400095,2.530716177056402,50.0,72.6,73.3,72.6,6.86,2.42,20.0,-4.14,-1.58,-3.0,COOL,COOL,COOL,4.44,-2.56,COOL,Yellow,Red,Red,Yellow,59,75,64,68,SOG,75,,,,,False,False,3,
2026-01-09,LAK@WPG,7:00 PM,2026-01-10T01:00:00Z,Warren Foegele,LAK,L,Healthy,Unknown,,,1,0.0,,WPG,Eric Comrie,0.88,3.492552645095018,91.4,Confirmed,dailyfaceoff_name_and_stats,68.9,19.4,859.29,43.0,46.4,0.996,NONE,False,False,26.589604707667718,2.332329698182963,59.3,59.3,,,,,50.0,,,,,,,0.8633783675753458,0.14389639459589096,,,0.0,2.6064591553412244,2.922694724536022,50.0,77.1,44.5,77.1,2.19,1.9,,,,,COOL,COOL,COOL,0.29,,COOL,Red,Red,Red,Red,35,74,69,39,SOG,74,,,,,False,False,0,
2026-01-09,LAK@WPG,7:00 PM,2026-01-10T01:00:00Z,Anze Kopitar,LAK,C,GTD,Unknown,,,1,-1.0,🟡 GTD,WPG,Eric Comrie,0.88,3.492552645095018,91.4,Confirmed,dailyfaceoff_name_and_stats,74.8,81.3,1111.7,77.5,77.6,1.033,NONE,False,False,26.589604707667718,2.332329698182963,59.3,59.3,0.0,0.25,0.4,0.13999999999999999,1.7,5.0,0.0,5.0,0.0,4.0,5.0,1.4394242303078768,0.5997600959616154,,,0.0,2.6064591553412244,2.922694724536022,50.0,77.1,60.8,77.1,6.4,2.22,1.4,1.4,2.22,-3.6,WARM,HOT,COOL,4.19,-0.81,COOL,Yellow,Red,Red,Yellow,68,74,70,67,SOG,74,,,,,False,False,1,
2026-01-09,WSH@CHI,7:00 PM,2026-01-10T01:00:00Z,Justin Sourdif,WSH,R,Healthy,Unknown,,,1,0.0,,CHI,Drew Commesso,0.9098265895953758,2.6150608132019593,25.7,Confirmed,dailyfaceoff_name_fallback_stats,72.4,65.4,861.37,43.7,64.2,1.017,NONE,False,False,27.83640653943414,2.6350506906066733,92.1,74.8,2.0,1.625,2.4,2.14,72.9,9.0,5.0,17.0,5.0,4.0,4.0,1.5651720239993043,0.6260688095997218,,,0.0,2.7224882251400095,2.530716177056402,50.0,72.6,62.7,72.6,4.12,1.76,21.4,-4.88,-3.24,4.4,COOL,COOL,HOT,2.37,-1.63,COOL,Red,Red,Red,Red,49,74,71,58,SOG,74,,,,,False,False,2,
2026-01-09,LAK@WPG,7:00 PM,2026-01-10T01:00:00Z,Josh Morrissey,WPG,D,Healthy,Unknown,,,1,0.0,,LAK,Darcy Kuemper,0.9102564102564102,2.3763123153328722,18.4,Confirmed,dailyfaceoff_name_and_stats,53.8,97.1,1469.6,100.0,78.2,1.034,STAR,False,True,24.63831652783867,2.2265088411515417,43.4,8.9,1.5,1.375,0.8,1.2550000000000001,27.1,6.0,2.0,15.0,1.0,3.0,4.0,1.6980435585086748,0.8121077888519749,,,0.0,2.2065012955772785,1.743580636568375,50.0,17.2,63.7,17.2,7.62,0.97,12.55,1.62,-1.03,-2.45,WARM,COOL,COOL,6.65,2.65,HOT,Green,Red,Red,Green,69,44,42,74,ASSISTS,74,,,,🅰️ ASSISTS EARNED,False,True,2,"iXA,v2,VOL"
2026-01-09,STL@UTA,8:00 PM,2026-01-10T02:00:00Z,Jordan Kyrou,STL,R,Healthy,Unknown,,,4,0.0,,UTA,Karel Vejmelka,0.8974668275030157,2.6459830345793667,43.5,Confirmed,dailyfaceoff_name_and_stats,77.0,61.6,959.71,59.6,68.1,1.022,NONE,False,False,23.98259766156077,2.2688298740143207,9.6,42.7,2.5,2.125,2.0,2.325,79.7,3.0,1.0,21.0,0.0,1.0,2.0,1.7378388414407724,0.4010397326401782,,,0.0,2.2725470531986844,1.8471441565408027,50.0,31.5,64.7,31.5,5.17,2.47,23.25,2.17,1.47,2.25,HOT,WARM,HOT,2.71,0.71,COOL,Red,Red,Red,Red,57,73,60,55,SOG,73,,,,,False,False,0,
2026-01-09,LAK@WPG,7:00 PM,2026-01-10T01:00:00Z,Drew Doughty,LAK,D,Healthy,Unknown,,,1,0.0,,WPG,Eric Comrie,0.88,3.492552645095018,91.4,Confirmed,dailyfaceoff_name_and_stats,56.5,65.4,1361.94,96.7,67.7,1.021,NONE,False,False,26.589604707667718,2.332329698182963,59.3,59.3,,,,,50.0,,,,,,,0.6429883649724434,0.27556644213104714,,,0.0,2.6064591553412244,2.922694724536022,50.0,77.1,39.2,77.1,4.19,1.27,,,,,COOL,COOL,COOL,2.92,,COOL,Red,Red,Red,Red,63,72,64,65,SOG,72,,,,,False,False,0,
2026-01-09,LAK@WPG,7:00 PM,2026-01-10T01:00:00Z,Brandt Clarke,LAK,D,Healthy,Unknown,,,1,0.0,,WPG,Eric Comrie,0.88,3.492552645095018,91.4,Confirmed,dailyfaceoff_name_and_stats,50.5,78.3,1118.02,78.1,65.7,1.019,NONE,False,False,26.589604707667718,2.332329698182963,59.3,59.3,2.0,2.125,2.0,2.0,65.3,5.0,0.0,22.0,0.0,1.0,5.0,1.3205194042990243,0.7923116425794146,,,0.0,2.6064591553412244,2.922694724536022,50.0,77.1,58.4,77.1,4.27,0.88,20.0,-0.73,0.88,-2.0,COOL,COOL,COOL,3.4,-1.6,COOL,Yellow,Red,Red,Yellow,62,72,55,65,SOG,72,,,,,False,False,1,
2026-01-09,STL@UTA,8:00 PM,2026-01-10T02:00:00Z,JJ Peterka,UTA,R,Healthy,Unknown,,,1,0.0,,STL,Joel Hofer,0.8998302207130731,2.876061258479912,46.7,Confirmed,dailyfaceoff_name_and_stats,75.5,78.3,1007.66,64.2,74.2,1.029,NONE,False,False,27.399304988688574,2.663246029339739,75.2,91.7,2.0,1.625,1.8,1.9300000000000002,58.5,4.0,2.0,16.0,1.0,1.0,2.0,2.512414441014629,0.483156623272044,,,0.0,2.4355116468775493,2.583159612072872,50.0,57.2,73.7,57.2,5.15,1.88,19.3,1.15,-0.12,3.3,WARM,COOL,HOT,3.27,1.27,WARM,Yellow,Red,Red,Yellow,63,72,63,71,SOG,72,,,,,False,False,3,
2026-01-09,WSH@CHI,7:00 PM,2026-01-10T01:00:00Z,Ryan Greene,CHI,C,Healthy,Unknown,,,1,0.0,,WSH,Logan Thompson,0.914519906323185,2.3963452998623103,13.1,Confirmed,dailyfaceoff_name_and_stats,73.3,72.1,991.86,62.9,70.8,1.025,NONE,False,False,24.4073515742773,2.2520562068938585,26.8,25.5,2.0,1.875,2.8,2.28,78.0,6.0,0.0,19.0,0.0,3.0,6.0,1.2565079549751317,0.6282539774875658,,,0.0,2.572238918395425,2.4073234283606064,50.0,53.0,56.8,53.0,4.7,1.84,22.8,-1.3,1.84,3.8,COOL,WARM,HOT,2.86,-3.14,COOL,Yellow,Red,Red,Yellow,50,72,57,55,SOG,72,,,,,False,False,1,
2026-01-09,STL@UTA,8:00 PM,2026-01-10T02:00:00Z,Lawson Crouse,UTA,L,Healthy,Unknown,,,1,0.0,,STL,Joel Hofer,0.8998302207130731,2.876061258479912,46.7,Confirmed,dailyfaceoff_name_and_stats,86.7,65.4,953.82,58.9,73.7,1.028,NONE,False,False,27.399304988688574,2.663246029339739,75.2,91.7,1.5,1.375,1.4,1.465,35.6,6.0,2.0,15.0,1.0,4.0,4.0,1.9679089359786488,1.0418341425769317,,,0.0,2.4355116468775493,2.583159612072872,50.0,57.2,68.7,57.2,4.9,2.56,14.65,-1.1,0.56,-0.35,COOL,COOL,COOL,2.34,-1.66,COOL,Red,Red,Red,Red,50,71,67,60,SOG,71,,,,,False,False,3,
2026-01-09,WSH@CHI,7:00 PM,2026-01-10T01:00:00Z,Teuvo Teravainen,CHI,C,Healthy,Unknown,,,1,0.0,,WSH,Logan Thompson,0.914519906323185,2.3963452998623103,13.1,Confirmed,dailyfaceoff_name_and_stats,67.6,72.1,1109.24,76.2,70.9,1.025,NONE,False,False,24.4073515742773,2.2520562068938585,26.8,25.5,2.0,1.625,1.6,1.8599999999999999,54.2,4.0,3.0,17.0,3.0,1.0,1.0,0.9853714911346978,0.2189714424743773,,,0.0,2.572238918395425,2.4073234283606064,50.0,53.0,49.5,53.0,4.46,1.53,18.6,0.46,-1.47,1.6,COOL,COOL,WARM,2.93,1.93,WARM,Yellow,Red,Red,Yellow,52,71,60,62,SOG,71,,,,,False,False,0,
2026-01-09,STL@UTA,8:00 PM,2026-01-10T02:00:00Z,Pavel Buchnevich,STL,L,Healthy,Unknown,,,4,1.0,🟢 ROLE+,UTA,Karel Vejmelka,0.8974668275030157,2.6459830345793667,43.5,Confirmed,dailyfaceoff_name_and_stats,80.8,83.9,1086.95,71.5,80.0,1.036,NONE,False,False,23.98259766156077,2.2688298740143207,9.6,42.7,2.0,2.0,1.8,1.9300000000000002,58.5,6.0,2.0,20.0,0.0,2.0,4.0,1.4383151165777233,0.6164207642475956,,,0.0,2.2725470531986844,1.8471441565408027,50.0,31.5,60.4,31.5,5.94,2.17,19.3,-0.06,0.17,-0.7,COOL,COOL,COOL,3.77,-0.23,COOL,Yellow,Red,Red,Yellow,57,70,63,62,SOG,70,,,,,False,False,1,
2026-01-09,WSH@CHI,7:00 PM,2026-01-10T01:00:00Z,Ilya Mikheyev,CHI,R,GTD,Unknown,,,1,-1.0,🟡 GTD,WSH,Logan Thompson,0.914519906323185,2.3963452998623103,13.1,Confirmed,dailyfaceoff_name_and_stats,80.1,46.9,1058.18,68.9,66.2,1.019,NONE,False,False,24.4073515742773,2.2520562068938585,26.8,25.5,2.0,1.5,1.0,1.65,47.5,7.0,4.0,16.0,2.0,2.0,3.0,1.1734376389012358,0.21335229798204286,,,0.0,2.572238918395425,2.4073234283606064,50.0,53.0,55.1,53.0,3.9,2.34,16.5,-3.1,-1.66,0.5,COOL,COOL,COOL,1.57,-1.43,COOL,Red,Red,Red,Red,37,69,63,43,SOG,69,,,,,False,False,0,
2026-01-09,STL@UTA,8:00 PM,2026-01-10T02:00:00Z,Barrett Hayton,UTA,C,Healthy,Unknown,,,1,0.0,,STL,Joel Hofer,0.8998302207130731,2.876061258479912,46.7,Confirmed,dailyfaceoff_name_and_stats,83.6,57.7,918.87,50.3,67.9,1.021,NONE,False,False,27.399304988688574,2.663246029339739,75.2,91.7,1.0,1.25,1.0,1.0,16.1,6.0,1.0,13.0,0.0,4.0,5.0,0.9491793553490212,0.2372948388372553,,,0.0,2.4355116468775493,2.583159612072872,50.0,57.2,47.8,57.2,4.65,2.56,10.0,-1.35,1.56,-3.0,COOL,WARM,COOL,2.09,-2.91,COOL,Red,Red,Red,Red,43,68,67,54,SOG,68,,,,,False,False,1,
2026-01-09,STL@UTA,8:00 PM,2026-01-10T02:00:00Z,Nate Schmidt,UTA,D,Healthy,Unknown,,,1,0.0,,STL,Joel Hofer,0.8998302207130731,2.876061258479912,46.7,Confirmed,dailyfaceoff_name_and_stats,37.4,69.1,1212.43,87.4,58.5,1.01,NONE,False,False,27.399304988688574,2.663246029339739,75.2,91.7,,,,,50.0,,,,,,,0.9727100783572008,0.4863550391786004,,,0.0,2.4355116468775493,2.583159612072872,50.0,57.2,48.5,57.2,3.03,0.5,,,,,COOL,COOL,COOL,2.52,,COOL,Red,Red,Red,Red,60,53,45,68,ASSISTS,68,,,,,False,False,2,
2026-01-09,STL@UTA,8:00 PM,2026-01-10T02:00:00Z,Brayden Schenn,STL,C,Healthy,Unknown,,,4,0.0,,UTA,Karel Vejmelka,0.8974668275030157,2.6459830345793667,43.5,Confirmed,dailyfaceoff_name_and_stats,85.3,61.6,988.2,62.3,72.4,1.027,NONE,False,False,23.98259766156077,2.2688298740143207,9.6,42.7,1.5,1.375,1.8,1.605,44.9,5.0,3.0,14.0,2.0,1.0,2.0,1.364226938068428,0.5846686877436119,,,0.0,2.2725470531986844,1.8471441565408027,50.0,31.5,59.4,31.5,4.51,2.41,16.05,-0.49,-0.59,2.05,COOL,COOL,HOT,2.1,0.1,COOL,Red,Red,Red,Red,45,68,67,50,SOG,68,,,,,False,False,1,
2026-01-09,WSH@CHI,7:00 PM,2026-01-10T01:00:00Z,Rasmus Sandin,WSH,D,Healthy,Unknown,,,1,0.0,,CHI,Drew Commesso,0.9098265895953758,2.6150608132019593,25.7,Confirmed,dailyfaceoff_name_fallback_stats,35.2,69.1,1143.26,80.8,56.2,1.007,NONE,False,False,27.83640653943414,2.6350506906066733,92.1,74.8,,,,,50.0,,,,,,,1.273157594058598,0.4896759977148453,,,0.0,2.7224882251400095,2.530716177056402,50.0,72.6,57.1,72.6,3.43,0.51,,,,,COOL,COOL,COOL,2.92,,COOL,Red,Red,Red,Red,61,52,42,68,ASSISTS,68,,,,,False,False,2,
2026-01-09,STL@UTA,8:00 PM,2026-01-10T02:00:00Z,Ian Cole,UTA,D,Healthy,Unknown,,,1,0.0,,STL,Joel Hofer,0.8998302207130731,2.876061258479912,46.7,Confirmed,dailyfaceoff_name_and_stats,34.9,69.1,1105.14,75.5,55.0,1.006,NONE,False,False,27.399304988688574,2.663246029339739,75.2,91.7,,,,,50.0,,,,,,,0.8140498982437627,0.4522499434687571,,,0.0,2.4355116468775493,2.583159612072872,50.0,57.2,43.9,57.2,2.96,0.44,,,,,COOL,COOL,COOL,2.52,,COOL,Red,Red,Red,Red,59,51,43,67,ASSISTS,67,,,,,False,False,2,
