Date,Game,StartTimeLocal,StartTimeUTC,Player,Team,Pos,Tier,Injury_Status,Injury_Type,Injury_Text,Injury_Return,Team_Out_Count,Injury_DFO_Score,Injury_Badge,Opp,Opp_Goalie,Opp_SV,Opp_GAA,Goalie_Weak,Opp_Goalie_Status,Opp_Goalie_Source,iXG%,iXA%,iXA_Source,TOI_per_game,TOI_Pct,StarScore,TalentMult,Talent_Tier,Is_Elite,Is_Star,team_5v5_SF60,team_5v5_xGF60,team_5v5_SF60_pct,team_5v5_xGF60_pct,Team_GF_L5,Team_GF_Avg_L5,Team_GF_Gate,Med10_SOG,Trim10_SOG,Avg5_SOG,ShotIntent,ShotIntent_Pct,L10_P,L10_G,L10_S,L5_G,L5_A,L10_A,i5v5_points60,i5v5_primaryAssists60,i5v5_shotAssists60,i5v5_iCF60,Assist_Volume,opp_5v5_xGA60,opp_5v5_HDCA60,opp_5v5_SlotSA60,Opp_DefWeak,v2_player_stability,v2_defense_vulnerability,Exp_P_10,Exp_G_10,Exp_S_10,Reg_Gap_P10,Reg_Gap_G10,Reg_Gap_S10,Reg_Heat_P,Reg_Heat_G,Reg_Heat_S,Exp_A_10,Reg_Gap_A10,Reg_Heat_A,Matrix_Points,Matrix_SOG,Matrix_Goal,Matrix_Assists,Conf_Points,Conf_SOG,Conf_Goal,Conf_Assists,Best_Market,Best_Conf,Drought_P,Drought_A,Drought_G,Drought_SOG,Line,Odds,Result,Best_Drought,Play_Tag,Plays_Points,Plays_Assists,Assist_ProofCount,Assist_Why,Plays_SOG,SOG_ProofCount,SOG_Why
2026-01-15,NYI@EDM,8:00 PM,2026-01-16T02:00:00Z,Connor McDavid,EDM,C,👑 ELITE,Healthy,Unknown,,,1,0.0,,NYI,Ilya Sorokin,0.9113110539845758,2.5650557620817844,22.2,Confirmed,dailyfaceoff_name_and_stats,100.0,100.0,A1+A2,22.88,76.3,95.3,1.25,ELITE,True,False,27.100271002710027,2.54288775445894,77.5,77.7,20,4.0,True,5.5,5.375,5.0,5.325,100.0,20.0,7.0,54.0,5.0,5.0,13.0,2.505424325541409,0.7368895075121792,,,0.0,2.647722193318629,2.796239438993471,50.0,75.3,72.9,75.3,28.4,9.71,71.89,1.04,0.19,-0.75,COOL,COOL,COOL,18.7,0.85,COOL,Green,Green,Green,Green,75,89,95,82,GOAL,95,0.0,0.0,2.0,0.0,,,,🥅 D:2,🅰️ ASSISTS EARNED | 🎯 SOG EARNED,False,True,4,"iXA,v2,xGF,VOL",True,3,"SI,VOL"
2026-01-15,SJS@WSH,6:00 PM,2026-01-16T00:00:00Z,Alex Ovechkin,WSH,L,,Healthy,Unknown,,,1,0.0,,SJS,Alex Nedeljkovic,0.8903345724907064,3.1159228941114336,66.6,Confirmed,dailyfaceoff_name_and_stats,98.1,88.3,A1+A2,17.96,53.7,85.8,1.14,NONE,False,False,27.74230824786942,2.6283692041022677,87.1,87.7,18,3.6,True,3.5,3.125,3.2,3.3949999999999996,94.5,9.0,6.0,31.0,5.0,1.0,3.0,2.3724531824921744,0.9885221593717393,,,0.0,2.697673707232767,2.78053928391172,50.0,80.0,71.7,80.0,10.64,5.29,37.35,0.67,-1.19,2.95,COOL,COOL,HOT,5.35,1.86,WARM,Yellow,Green,Green,Yellow,69,85,93,81,GOAL,93,1.0,1.0,1.0,0.0,,,,🥅 D:1,🎯 SOG EARNED,False,False,3,,True,3,"REG,VOL"
2026-01-15,WPG@MIN,7:00 PM,2026-01-16T01:00:00Z,Kirill Kaprizov,MIN,L,👑 ELITE,Healthy,Unknown,,,3,1.0,🟢 ROLE+,WPG,Connor Hellebuyck,0.8991825613079019,2.752122977747474,44.2,Likely,dailyfaceoff_name_and_stats,99.2,96.2,A1+A2,22.28,75.2,93.3,1.24,ELITE,True,False,26.042305010248715,2.4269805380047758,51.6,61.3,14,2.8,True,4.0,4.125,3.6,3.8600000000000003,97.6,10.0,3.0,42.0,1.0,3.0,7.0,1.7800119491542883,0.6675044809328581,,,0.0,2.658253102187023,3.074225775735683,50.0,79.2,65.8,79.2,17.28,7.64,52.11,2.8,2.66,-3.4,HOT,HOT,COOL,9.64,0.14,COOL,Green,Green,Yellow,Green,84,92,80,86,SOG,92,1.0,2.0,1.0,1.0,,,,🎯 D:1,🔥 | 🅰️ ASSISTS EARNED,True,True,4,"iXA,v2,xGF,VOL",False,2,
2026-01-15,SJS@WSH,6:00 PM,2026-01-16T00:00:00Z,Tom Wilson,WSH,R,,GTD,Unknown,,,1,-1.0,🟡 GTD,SJS,Alex Nedeljkovic,0.8903345724907064,3.1159228941114336,66.6,Confirmed,dailyfaceoff_name_and_stats,96.7,88.3,A1+A2,19.38,61.9,86.8,1.15,NONE,False,False,27.74230824786942,2.6283692041022677,87.1,87.7,18,3.6,True,3.5,2.875,2.6,3.1849999999999996,90.8,10.0,5.0,29.0,5.0,3.0,5.0,2.622154779969651,0.5462822458270106,,,0.0,2.697673707232767,2.78053928391172,50.0,80.0,73.7,80.0,11.5,5.35,35.04,0.45,-0.14,2.85,COOL,COOL,HOT,6.16,0.6,COOL,Yellow,Green,Green,Yellow,67,82,91,77,GOAL,91,1.0,1.0,1.0,1.0,,,,🥅 D:1,🎯 SOG EARNED,False,False,3,,True,3,"REG,VOL"
2026-01-15,WPG@MIN,7:00 PM,2026-01-16T01:00:00Z,Matt Boldy,MIN,L,⭐ STAR,Healthy,Unknown,,,3,1.0,🟢 ROLE+,WPG,Connor Hellebuyck,0.8991825613079019,2.752122977747474,44.2,Likely,dailyfaceoff_name_and_stats,98.7,92.3,A1+A2,20.97,70.7,90.8,1.2,STAR,False,True,26.042305010248715,2.4269805380047758,51.6,61.3,14,2.8,True,2.5,3.0,3.2,2.745,82.5,7.0,5.0,30.0,2.0,1.0,2.0,2.383989012067105,0.7063671146865496,,,0.0,2.658253102187023,3.074225775735683,50.0,79.2,71.8,79.2,14.92,5.7,30.2,4.05,0.18,-2.55,HOT,COOL,COOL,7.91,3.86,HOT,Green,Red,Red,Green,85,86,83,89,ASSISTS,89,1.0,2.0,1.0,1.0,,,,🅰️ D:2,🔥 | 🅰️ ASSISTS EARNED,True,True,4,"iXA,v2,xGF,VOL",False,0,
2026-01-15,CGY@CHI,7:30 PM,2026-01-16T01:30:00Z,Tyler Bertuzzi,CHI,L,,Healthy,Unknown,,,1,0.0,,CGY,Devin Cooley,0.9183098591549296,2.291232305497641,4.9,Likely,dailyfaceoff_name_and_stats,98.2,73.3,A1+A2,18.19,55.2,80.9,1.12,NONE,False,False,24.359912216532553,2.255332845647403,32.5,17.0,15,3.0,True,3.5,3.5,4.4,3.815,97.2,11.0,8.0,35.0,5.0,1.0,3.0,1.803131755153688,0.28470501397163495,,,0.0,2.5410111684880508,2.56695088267083,50.0,63.2,66.3,63.2,8.59,5.71,41.96,-2.41,-2.81,3.15,COOL,COOL,HOT,3.74,0.4,COOL,Yellow,Green,Green,Yellow,52,83,89,63,GOAL,89,0.0,1.0,0.0,0.0,,,,🥅 D:0,🎯 SOG EARNED,False,False,1,,True,3,"SI,REG,VOL"
2026-01-15,NYI@EDM,8:00 PM,2026-01-16T02:00:00Z,Leon Draisaitl,EDM,C,⭐ STAR,Healthy,Unknown,,,1,0.0,,NYI,Ilya Sorokin,0.9113110539845758,2.5650557620817844,22.2,Confirmed,dailyfaceoff_name_and_stats,94.7,99.4,A1+A2,22.03,74.6,92.3,1.2,STAR,False,True,27.100271002710027,2.54288775445894,77.5,77.7,20,4.0,True,2.5,3.125,3.6,2.885,85.3,15.0,8.0,34.0,5.0,5.0,7.0,2.4267447494259655,1.1375366012934212,,,0.0,2.647722193318629,2.796239438993471,50.0,75.3,72.6,75.3,20.13,4.58,31.74,-0.09,-3.84,-5.15,COOL,COOL,COOL,14.53,3.76,HOT,Green,Red,Red,Green,71,82,86,88,ASSISTS,88,0.0,0.0,0.0,0.0,,,,🅰️ D:0,🅰️ ASSISTS EARNED,False,True,4,"iXA,v2,xGF,VOL",False,2,
2026-01-15,NYI@EDM,8:00 PM,2026-01-16T02:00:00Z,Zach Hyman,EDM,L,,Healthy,Unknown,,,1,0.0,,NYI,Ilya Sorokin,0.9113110539845758,2.5650557620817844,22.2,Confirmed,dailyfaceoff_name_and_stats,96.9,67.3,A1+A2,20.04,64.7,80.1,1.12,NONE,False,False,27.100271002710027,2.54288775445894,77.5,77.7,20,4.0,True,3.5,3.625,3.2,3.3949999999999996,94.5,11.0,7.0,37.0,4.0,1.0,4.0,1.7915932930097236,0.413444606079167,,,0.0,2.647722193318629,2.796239438993471,50.0,75.3,66.1,75.3,12.64,7.79,37.35,0.49,0.08,-3.05,COOL,COOL,COOL,4.84,0.4,COOL,Red,Green,Green,Red,54,85,88,64,GOAL,88,0.0,1.0,0.0,0.0,,,,🥅 D:0,,False,False,2,,False,2,
2026-01-15,SJS@WSH,6:00 PM,2026-01-16T00:00:00Z,Macklin Celebrini,SJS,C,👑 ELITE,Healthy,Unknown,,,6,1.0,🟢 ROLE+,WSH,Logan Thompson,0.915929203539823,2.3364845131042964,9.4,Confirmed,dailyfaceoff_name_and_stats,97.5,99.9,A1+A2,21.07,71.3,93.1,1.24,ELITE,True,False,22.71232583393237,2.241224783200526,2.6,12.1,19,3.8,True,4.0,3.625,4.4,4.140000000000001,99.3,17.0,6.0,38.0,2.0,6.0,11.0,2.920655524906701,1.3351568113859207,,,0.0,2.517347970533006,2.366026289180991,50.0,50.7,74.7,50.7,23.88,6.74,55.89,0.69,-1.01,3.4,COOL,COOL,HOT,17.14,1.7,WARM,Green,Green,Green,Green,74,87,80,81,SOG,87,1.0,1.0,2.0,1.0,,,,🎯 D:1,🅰️ ASSISTS EARNED | 🎯 SOG EARNED,False,True,3,"iXA,v2,VOL",True,3,"SI,REG,VOL"
2026-01-15,TOR@VGK,8:30 PM,2026-01-16T02:30:00Z,Morgan Rielly,TOR,D,,Healthy,Unknown,,,4,1.0,🟢 ROLE+,VGK,Adin Hill,0.8876404494382022,2.7312040057658753,59.4,Unconfirmed,dailyfaceoff_name_and_stats,62.8,89.9,A1+A2,21.75,73.5,74.4,1.1,NONE,False,False,24.799826877299285,2.2678208180047608,42.1,26.6,16,3.2,True,1.5,1.5,2.2,1.745,45.3,2.0,0.0,16.0,0.0,0.0,2.0,1.3344591115962026,0.3706830865545007,,,0.0,2.12126011460823,2.073314711895643,50.0,15.2,58.3,15.2,7.15,1.37,17.45,4.5,1.37,1.45,HOT,COOL,COOL,5.63,3.12,HOT,Yellow,Red,Red,Yellow,85,49,54,78,POINTS,85,6.0,6.0,10.0,0.0,,,,🅿️ D:6,,False,False,0,,False,0,
