Date,Game,StartTimeLocal,StartTimeUTC,Player,Team,Pos,Tier,Injury_Status,Injury_Type,Injury_Text,Injury_Return,Team_Out_Count,Injury_DFO_Score,Injury_Badge,Opp,Opp_Goalie,Opp_SV,Opp_GAA,Goalie_Weak,Opp_Goalie_Status,Opp_Goalie_Source,iXG%,iXA%,iXA_Source,TOI_per_game,TOI_Pct,StarScore,TalentMult,Talent_Tier,Is_Elite,Is_Star,team_5v5_SF60,team_5v5_xGF60,team_5v5_SF60_pct,team_5v5_xGF60_pct,Med10_SOG,Trim10_SOG,Avg5_SOG,ShotIntent,ShotIntent_Pct,L10_P,L10_G,L10_S,L5_G,L5_A,L10_A,i5v5_points60,i5v5_primaryAssists60,i5v5_shotAssists60,i5v5_iCF60,Assist_Volume,opp_5v5_xGA60,opp_5v5_HDCA60,opp_5v5_SlotSA60,Opp_DefWeak,v2_player_stability,v2_defense_vulnerability,Exp_P_10,Exp_G_10,Exp_S_10,Reg_Gap_P10,Reg_Gap_G10,Reg_Gap_S10,Reg_Heat_P,Reg_Heat_G,Reg_Heat_S,Exp_A_10,Reg_Gap_A10,Reg_Heat_A,Matrix_Points,Matrix_SOG,Matrix_Goal,Matrix_Assists,Conf_Points,Conf_SOG,Conf_Goal,Conf_Assists,Best_Market,Best_Conf,Drought_P,Drought_A,Drought_G,Drought_SOG,Line,Odds,Result,Best_Drought,Play_Tag,Plays_Points,Plays_Assists,Assist_ProofCount,Assist_Why
2026-01-10,CBJ@COL,3:00 PM,2026-01-10T21:00:00Z,Brock Nelson,COL,C,,Healthy,Unknown,,,5,1.0,🟢 ROLE+,CBJ,Elvis Merzlikins,0.8772727272727273,4.035204251079375,100.0,Confirmed,dailyfaceoff_name_and_stats,93.1,83.8,A1+A2,1136.79,77.7,86.8,1.044,NONE,False,False,33.03253858511905,3.1139210154020764,98.4,98.4,2.5,2.75,3.6,2.885,85.0,15.0,8.0,30.0,6.0,3.0,7.0,2.3661199062696463,0.20574955706692577,,,0.0,2.5956452322002916,2.5545502927088877,50.0,76.3,72.3,76.3,7.37,3.49,28.85,-7.63,-4.51,-1.15,COOL,COOL,COOL,3.88,-3.12,COOL,Yellow,Red,Red,Yellow,69,100,97,75,SOG,100,0.0,0.0,0.0,1.0,,,,🎯 D:1,,False,False,2,
2026-01-10,CBJ@COL,3:00 PM,2026-01-10T21:00:00Z,Martin Necas,COL,C,⭐ STAR,Healthy,Unknown,,,5,1.0,🟢 ROLE+,CBJ,Elvis Merzlikins,0.8772727272727273,4.035204251079375,100.0,Confirmed,dailyfaceoff_name_and_stats,91.8,99.0,A1+A2,1237.6,87.2,93.4,1.052,STAR,False,True,33.03253858511905,3.1139210154020764,98.4,98.4,3.0,2.75,2.0,2.6500000000000004,77.5,10.0,6.0,27.0,1.0,4.0,4.0,3.3648997663264053,1.328249907760423,,,0.0,2.5956452322002916,2.5545502927088877,50.0,76.3,74.9,76.3,11.86,3.3,26.5,1.86,-2.7,-0.5,WARM,COOL,COOL,8.56,4.56,HOT,Green,Yellow,Red,Green,83,100,82,94,SOG,100,0.0,0.0,0.0,1.0,,,,🎯 D:1,🅰️ ASSISTS EARNED,False,True,4,"iXA,v2,xGF,VOL"
2026-01-10,CBJ@COL,3:00 PM,2026-01-10T21:00:00Z,Nathan MacKinnon,COL,C,👑 ELITE,Healthy,Unknown,,,5,1.0,🟢 ROLE+,CBJ,Elvis Merzlikins,0.8772727272727273,4.035204251079375,100.0,Confirmed,dailyfaceoff_name_and_stats,99.9,99.7,A1+A2,1309.21,92.5,98.4,1.058,ELITE,True,False,33.03253858511905,3.1139210154020764,98.4,98.4,4.5,3.875,4.8,4.605,99.1,20.0,8.0,41.0,4.0,8.0,12.0,3.7516875488500983,1.0231875133227541,,,0.0,2.5956452322002916,2.5545502927088877,50.0,76.3,75.0,76.3,15.8,5.46,46.05,-4.2,-2.54,5.05,COOL,COOL,HOT,10.33,-1.67,COOL,Green,Green,Green,Green,78,100,98,84,SOG,100,0.0,0.0,0.0,0.0,,,,🎯 D:0,🅰️ ASSISTS EARNED,False,True,4,"iXA,v2,xGF,VOL"
2026-01-10,DAL@SJS,3:00 PM,2026-01-10T21:00:00Z,Wyatt Johnston,DAL,C,👑 ELITE,Healthy,Unknown,,,2,1.0,🟢 ROLE+,SJS,Yaroslav Askarov,0.8935128518971848,3.4394526745807754,71.3,Unconfirmed,dailyfaceoff_name_and_stats,98.5,96.4,A1+A2,1209.02,85.5,95.2,1.054,ELITE,True,False,23.299271417932793,2.3133440304637896,5.3,38.3,2.5,2.375,2.6,2.535,72.7,11.0,7.0,24.0,4.0,1.0,4.0,1.9774293418555877,0.8089483671227404,,,0.0,2.6669010314714647,2.646191705083852,50.0,84.6,68.7,84.6,10.75,4.53,25.35,-0.25,-2.47,1.35,COOL,COOL,COOL,6.23,2.23,WARM,Green,Red,Red,Green,75,100,94,91,SOG,100,0.0,3.0,0.0,0.0,,,,🎯 D:0,🅰️ ASSISTS EARNED,False,True,3,"iXA,v2,VOL"
2026-01-10,DAL@SJS,3:00 PM,2026-01-10T21:00:00Z,Jason Robertson,DAL,L,👑 ELITE,Healthy,Unknown,,,2,1.0,🟢 ROLE+,SJS,Yaroslav Askarov,0.8935128518971848,3.4394526745807754,71.3,Unconfirmed,dailyfaceoff_name_and_stats,99.8,97.0,A1+A2,1189.89,83.3,95.5,1.055,ELITE,True,False,23.299271417932793,2.3133440304637896,5.3,38.3,2.5,3.125,3.2,2.745,80.2,12.0,5.0,34.0,2.0,5.0,7.0,2.253041606168327,0.7209733139738648,,,0.0,2.6669010314714647,2.646191705083852,50.0,84.6,71.3,84.6,11.56,5.09,27.45,-0.44,0.09,-6.55,COOL,COOL,COOL,6.47,-0.53,COOL,Green,Red,Red,Green,77,100,88,77,SOG,100,1.0,1.0,1.0,3.0,,,,🎯 D:3,🅰️ ASSISTS EARNED,False,True,3,"iXA,v2,VOL"
2026-01-10,VAN@TOR,6:00 PM,2026-01-11T00:00:00Z,Auston Matthews,TOR,C,⭐ STAR,Healthy,Unknown,,,4,1.0,🟢 ROLE+,VAN,Thatcher Demko,0.899803536345776,2.7923105000608346,44.4,Confirmed,dailyfaceoff_name_and_stats,98.2,75.2,A1+A2,1245.51,88.1,88.1,1.046,STAR,False,True,25.058712106628885,2.3085061330089087,38.1,34.9,4.0,4.125,4.6,4.21,98.6,11.0,7.0,44.0,6.0,2.0,4.0,2.2859781792991978,0.5195404952952721,,,0.0,2.6736109444377774,2.4768990759630385,50.0,76.0,71.5,76.0,8.89,5.21,42.1,-2.11,-1.79,-1.9,COOL,COOL,COOL,3.68,-0.32,COOL,Yellow,Green,Green,Yellow,62,100,94,68,SOG,100,1.0,3.0,1.0,0.0,,,,🎯 D:0,,False,False,2,
2026-01-10,NYI@MIN,7:00 PM,2026-01-11T01:00:00Z,Kirill Kaprizov,MIN,L,👑 ELITE,Healthy,Unknown,,,0,0.0,,NYI,Ilya Sorokin,0.9152777777777777,2.4456249373559187,13.4,Likely,dailyfaceoff_name_and_stats,99.4,97.0,A1+A2,1338.78,94.4,97.6,1.057,ELITE,True,False,25.957076993327345,2.398444519730737,45.7,48.4,4.0,4.25,4.0,4.0,98.0,10.0,2.0,43.0,1.0,3.0,8.0,1.7827154114455497,0.697584291435215,,,0.0,2.637052473510416,2.840878619093953,50.0,82.6,66.2,82.6,11.22,4.87,40.0,1.22,2.87,-3.0,COOL,HOT,COOL,6.34,-1.66,COOL,Green,Green,Yellow,Green,73,99,82,76,SOG,99,0.0,0.0,3.0,0.0,,,,🎯 D:0,🅰️ ASSISTS EARNED,False,True,3,"iXA,v2,VOL"
2026-01-10,NYR@BOS,12:00 PM,2026-01-10T18:00:00Z,Artemi Panarin,NYR,L,⭐ STAR,Healthy,Unknown,,,4,1.0,🟢 ROLE+,BOS,Jeremy Swayman,0.9008073817762399,2.912621359223301,46.4,Confirmed,dailyfaceoff_name_and_stats,90.3,98.3,A1+A2,1251.89,88.9,92.8,1.051,STAR,False,True,23.54476599675922,2.239128362673862,12.1,12.6,4.0,3.875,3.2,3.7199999999999998,96.1,14.0,5.0,40.0,2.0,8.0,9.0,2.299060304716723,0.6568743727762065,,,0.0,2.663186865331688,2.476985859352757,50.0,74.2,71.7,74.2,10.59,2.95,37.2,-3.41,-2.05,-2.8,COOL,COOL,COOL,7.64,-1.36,COOL,Green,Green,Green,Green,74,98,78,74,SOG,98,0.0,0.0,2.0,0.0,,,,🎯 D:0,🅰️ ASSISTS EARNED,False,True,3,"iXA,v2,VOL"
2026-01-10,SEA@CAR,6:00 PM,2026-01-11T00:00:00Z,Seth Jarvis,CAR,C,⭐ STAR,Healthy,Unknown,,,3,1.0,🟢 ROLE+,SEA,Joey Daccord,0.9012517385257302,2.8216903647443257,43.3,Unconfirmed,dailyfaceoff_name_and_stats,96.4,69.0,A1+A2,1140.69,78.6,83.3,1.04,STAR,False,True,30.121501956387434,2.953115346772533,94.9,94.9,3.5,3.625,3.8,3.6049999999999995,95.0,8.0,4.0,35.0,2.0,3.0,4.0,2.274961381828395,0.3791602303047325,,,0.0,2.5118510158013545,2.5677200902934536,50.0,70.5,71.5,70.5,7.91,4.73,36.05,-0.09,0.73,1.05,COOL,COOL,COOL,3.18,-0.82,COOL,Red,Green,Yellow,Red,57,98,81,67,SOG,98,1.0,1.0,1.0,0.0,,,,🎯 D:0,,False,False,2,
2026-01-10,CBJ@COL,3:00 PM,2026-01-10T21:00:00Z,Artturi Lehkonen,COL,L,⭐ STAR,Healthy,Unknown,,,5,1.0,🟢 ROLE+,CBJ,Elvis Merzlikins,0.8772727272727273,4.035204251079375,100.0,Confirmed,dailyfaceoff_name_and_stats,98.8,88.8,A1+A2,1159.84,80.6,91.7,1.05,STAR,False,True,33.03253858511905,3.1139210154020764,98.4,98.4,2.0,2.5,2.4,2.14,58.0,6.0,2.0,24.0,1.0,2.0,4.0,2.4529587504586194,0.9434456732533152,,,0.0,2.5956452322002916,2.5545502927088877,50.0,76.3,73.1,76.3,9.39,4.75,21.4,3.39,2.75,-2.6,HOT,HOT,COOL,4.64,0.64,COOL,Yellow,Red,Red,Yellow,84,97,86,83,SOG,97,2.0,3.0,2.0,0.0,,,,🅿️ PTS D:2 | 🎯 D:0,,False,False,3,
2026-01-10,NYI@MIN,7:00 PM,2026-01-11T01:00:00Z,Matt Boldy,MIN,L,⭐ STAR,Healthy,Unknown,,,0,0.0,,NYI,Ilya Sorokin,0.9152777777777777,2.4456249373559187,13.4,Likely,dailyfaceoff_name_and_stats,98.3,93.1,A1+A2,1261.47,90.2,94.9,1.054,STAR,False,True,25.957076993327345,2.398444519730737,45.7,48.4,3.5,3.25,3.0,3.3249999999999997,93.2,8.0,6.0,32.0,1.0,1.0,2.0,2.4896265560165975,0.7376671277086215,,,0.0,2.637052473510416,2.840878619093953,50.0,82.6,73.3,82.6,9.74,4.36,33.25,1.74,-1.64,1.25,WARM,COOL,COOL,5.39,3.39,HOT,Green,Green,Yellow,Green,73,97,74,84,SOG,97,0.0,0.0,2.0,1.0,,,,🎯 D:1,🅰️ ASSISTS EARNED,False,True,3,"iXA,v2,VOL"
2026-01-10,CBJ@COL,3:00 PM,2026-01-10T21:00:00Z,Valeri Nichushkin,COL,R,,Healthy,Unknown,,,5,1.0,🟢 ROLE+,CBJ,Elvis Merzlikins,0.8772727272727273,4.035204251079375,100.0,Confirmed,dailyfaceoff_name_and_stats,89.9,81.3,A1+A2,1087.66,73.0,83.5,1.04,NONE,False,False,33.03253858511905,3.1139210154020764,98.4,98.4,2.5,2.625,2.6,2.535,72.7,8.0,3.0,28.0,3.0,0.0,5.0,2.3288409703504045,0.6469002695417789,,,0.0,2.5956452322002916,2.5545502927088877,50.0,76.3,71.9,76.3,8.09,3.64,25.35,0.09,0.64,-2.65,COOL,COOL,COOL,4.46,-0.54,COOL,Yellow,Red,Red,Yellow,72,96,90,79,SOG,96,4.0,5.0,4.0,2.0,,,,🎯 D:2,,False,False,3,
2026-01-10,STL@VGK,9:00 PM,2026-01-11T03:00:00Z,Tomas Hertl,VGK,C,,Healthy,Unknown,,,5,0.0,,STL,Jordan Binnington,0.8705701078582434,3.552548107422288,93.0,Unconfirmed,dailyfaceoff_name_and_stats,99.2,87.0,A1+A2,1048.5,68.5,88.8,1.047,NONE,False,False,26.00682277758054,2.4084096136332063,49.1,51.8,2.5,2.875,2.8,2.605,75.2,11.0,3.0,29.0,1.0,4.0,8.0,1.6336409015277569,0.43563757374073514,,,0.0,2.450137643193322,2.6107805701092266,50.0,65.6,63.0,65.6,9.56,5.07,26.05,-1.44,2.07,-2.95,COOL,WARM,COOL,4.49,-3.51,COOL,Yellow,Red,Red,Yellow,65,96,82,68,SOG,96,0.0,0.0,1.0,0.0,,,,🎯 D:0,,False,False,0,
2026-01-10,ANA@BUF,6:00 PM,2026-01-11T00:00:00Z,Tage Thompson,BUF,C,,Healthy,Unknown,,,6,1.0,🟢 ROLE+,ANA,Lukas Dostal,0.8873994638069705,3.215379380741749,73.4,Unconfirmed,dailyfaceoff_name_and_stats,97.9,87.0,A1+A2,1129.93,76.9,89.9,1.048,NONE,False,False,27.234193720278704,2.543795767768188,77.1,73.5,2.5,2.75,3.4,2.815,82.0,10.0,5.0,29.0,3.0,2.0,5.0,2.253981216823193,0.587995100040833,,,0.0,2.576313945339874,2.158374211632796,50.0,55.8,71.4,55.8,8.98,4.49,28.15,-1.02,-0.51,-0.85,COOL,COOL,COOL,4.49,-0.51,COOL,Yellow,Red,Red,Yellow,66,96,87,72,SOG,96,0.0,0.0,1.0,2.0,,,,🎯 D:2,,False,False,3,
2026-01-10,SEA@CAR,6:00 PM,2026-01-11T00:00:00Z,Sebastian Aho,CAR,C,⭐ STAR,Healthy,Unknown,,,3,1.0,🟢 ROLE+,SEA,Joey Daccord,0.9012517385257302,2.8216903647443257,43.3,Unconfirmed,dailyfaceoff_name_and_stats,96.2,96.4,A1+A2,1186.89,82.8,93.6,1.052,STAR,False,True,30.121501956387434,2.953115346772533,94.9,94.9,2.0,1.625,3.0,2.3499999999999996,68.2,12.0,4.0,20.0,3.0,5.0,8.0,2.1592736988467514,0.8833392404373075,,,0.0,2.5118510158013545,2.5677200902934536,50.0,70.5,70.4,70.5,10.09,3.88,23.5,-1.91,-0.12,3.5,COOL,COOL,HOT,6.22,-1.78,COOL,Green,Red,Red,Green,71,96,87,81,SOG,96,1.0,1.0,3.0,3.0,,,,🎯 D:3,🅰️ ASSISTS EARNED,False,True,4,"iXA,v2,xGF,VOL"
2026-01-10,TBL@PHI,6:00 PM,2026-01-11T00:00:00Z,Nikita Kucherov,TBL,R,👑 ELITE,Healthy,Unknown,,,4,1.0,🟢 ROLE+,PHI,Samuel Ersson,0.8677685950413223,3.091566178838516,80.1,Confirmed,dailyfaceoff_name_and_stats,98.5,99.5,A1+A2,1214.18,85.8,96.3,1.056,ELITE,True,False,25.855197608767853,2.710760544669545,41.9,88.0,2.5,2.375,2.0,2.325,66.6,21.0,7.0,23.0,5.0,9.0,14.0,3.4173835657075053,1.0679323642835954,,,0.0,2.208900365963784,2.0531994106557248,50.0,22.5,74.9,22.5,16.64,5.25,23.25,-4.36,-1.75,0.25,COOL,COOL,COOL,11.39,-2.61,COOL,Green,Red,Red,Green,71,95,93,77,SOG,95,0.0,0.0,1.0,3.0,,,,🎯 D:3,🅰️ ASSISTS EARNED,False,True,4,"iXA,v2,xGF,VOL"
2026-01-10,DAL@SJS,3:00 PM,2026-01-10T21:00:00Z,Roope Hintz,DAL,C,,Healthy,Unknown,,,2,0.0,,SJS,Yaroslav Askarov,0.8935128518971848,3.4394526745807754,71.3,Unconfirmed,dailyfaceoff_name_and_stats,94.4,90.2,A1+A2,1044.46,67.3,87.5,1.045,NONE,False,False,23.299271417932793,2.3133440304637896,5.3,38.3,2.0,2.0,3.8,2.63,76.4,7.0,4.0,28.0,1.0,1.0,3.0,1.5404871626069783,0.8294930875576036,,,0.0,2.6669010314714647,2.646191705083852,50.0,84.6,61.2,84.6,9.39,4.03,26.3,2.39,0.03,-1.7,WARM,COOL,COOL,5.36,2.36,WARM,Yellow,Red,Red,Yellow,74,95,78,77,SOG,95,0.0,2.0,0.0,0.0,,,,🎯 D:0,,False,False,1,
2026-01-10,CHI@NSH,7:00 PM,2026-01-11T01:00:00Z,Tyler Bertuzzi,CHI,L,⭐ STAR,Healthy,Unknown,,,1,0.0,,NSH,Juuse Saros,0.8968421052631579,2.9607002291018034,53.2,Confirmed,dailyfaceoff_name_and_stats,98.1,72.1,A1+A2,1091.73,73.8,84.1,1.041,STAR,False,True,24.311502585923712,2.2402884622730155,31.2,16.1,3.0,2.875,4.4,3.49,93.9,8.0,6.0,30.0,3.0,2.0,2.0,1.7880301316188847,0.29800502193648076,,,0.0,2.482728863532852,2.4738116355442625,50.0,56.9,66.5,56.9,7.68,4.64,34.9,-0.32,-1.36,4.9,COOL,COOL,HOT,3.05,1.05,COOL,Yellow,Yellow,Red,Yellow,57,95,83,63,SOG,95,2.0,3.0,2.0,0.0,,,,🅿️ PTS D:2 | 🎯 D:0,,False,False,1,
2026-01-10,SEA@CAR,6:00 PM,2026-01-11T00:00:00Z,Andrei Svechnikov,CAR,R,,Healthy,Unknown,,,3,0.0,,SEA,Joey Daccord,0.9012517385257302,2.8216903647443257,43.3,Unconfirmed,dailyfaceoff_name_and_stats,95.4,93.1,A1+A2,1008.11,63.2,88.1,1.046,NONE,False,False,30.121501956387434,2.953115346772533,94.9,94.9,3.0,2.75,3.0,3.0,88.9,13.0,5.0,29.0,2.0,6.0,8.0,1.9898181818181817,0.8378181818181818,,,0.0,2.5118510158013545,2.5677200902934536,50.0,70.5,69.1,70.5,9.19,3.73,30.0,-3.81,-1.27,1.0,COOL,COOL,COOL,5.47,-2.53,COOL,Green,Yellow,Red,Green,66,95,77,76,SOG,95,1.0,1.0,3.0,3.0,,,,🎯 D:3,🅰️ ASSISTS EARNED,False,True,4,"iXA,v2,xGF,VOL"
2026-01-10,CGY@PIT,2:30 PM,2026-01-10T20:30:00Z,Mikael Backlund,CGY,C,,Healthy,Unknown,,,4,0.0,,PIT,Arturs Silovs,0.884313725490196,3.237903594621787,78.3,Confirmed,dailyfaceoff_name_and_stats,85.3,83.8,A1+A2,1033.64,65.8,80.9,1.037,NONE,False,False,28.887253597206783,2.4809218869874274,91.2,65.1,4.0,3.625,3.2,3.7199999999999998,96.1,10.0,5.0,37.0,1.0,1.0,5.0,1.9312759409323206,1.1181071236976594,,,0.0,2.535617730273499,2.5180760767054386,50.0,70.6,68.4,70.6,6.22,2.45,37.2,-3.78,-2.55,0.2,COOL,COOL,COOL,3.77,-1.23,COOL,Yellow,Green,Green,Yellow,65,94,74,68,SOG,94,3.0,3.0,4.0,0.0,,,,🎯 D:0,,False,False,3,
2026-01-10,LAK@EDM,9:00 PM,2026-01-11T03:00:00Z,Kevin Fiala,LAK,L,⭐ STAR,Healthy,Unknown,,,1,0.0,,EDM,Connor Ingram,0.8905109489051095,3.020979020979021,63.6,Confirmed,dailyfaceoff_name_and_stats,93.7,81.3,A1+A2,1145.81,79.1,86.4,1.044,STAR,False,True,26.544824326453444,2.3680478966440837,59.1,45.1,3.0,2.625,3.6,3.21,92.7,8.0,4.0,25.0,3.0,3.0,4.0,1.4956377233070213,0.3739094308267553,,,0.0,2.4895517002916505,2.3813103220181002,50.0,55.9,60.5,55.9,7.2,3.55,32.1,-0.8,-0.45,7.1,COOL,COOL,HOT,3.64,-0.36,COOL,Yellow,Yellow,Red,Yellow,60,94,82,64,SOG,94,1.0,1.0,1.0,0.0,,,,🎯 D:0,,False,False,0,
2026-01-10,NYR@BOS,12:00 PM,2026-01-10T18:00:00Z,J.T. Miller,NYR,C,,Healthy,Unknown,,,4,1.0,🟢 ROLE+,BOS,Jeremy Swayman,0.9008073817762399,2.912621359223301,46.4,Confirmed,dailyfaceoff_name_and_stats,88.5,75.2,A1+A2,1245.31,87.9,83.7,1.04,NONE,False,False,23.54476599675922,2.239128362673862,12.1,12.6,3.0,2.5,2.8,2.93,86.6,9.0,3.0,24.0,1.0,2.0,6.0,1.4355387871537684,0.44170424220115945,,,0.0,2.663186865331688,2.476985859352757,50.0,74.2,59.5,74.2,7.14,3.38,29.3,-1.86,0.38,5.3,COOL,COOL,HOT,3.76,-2.24,COOL,Yellow,Yellow,Red,Yellow,60,94,74,62,SOG,94,0.0,0.0,2.0,0.0,,,,🎯 D:0,,False,False,0,
2026-01-10,DAL@SJS,3:00 PM,2026-01-10T21:00:00Z,Macklin Celebrini,SJS,C,👑 ELITE,Healthy,Unknown,,,6,1.0,🟢 ROLE+,DAL,Jake Oettinger,0.9002624671916011,2.757730919646817,42.8,Unconfirmed,dailyfaceoff_name_and_stats,97.3,99.9,A1+A2,1250.95,88.6,96.5,1.056,ELITE,True,False,22.665207213109515,2.2308546591989518,1.9,8.8,5.0,4.875,4.4,4.79,99.5,20.0,8.0,48.0,4.0,6.0,12.0,3.073245688919242,1.4049123149345106,,,0.0,2.3691738386064043,2.2110815105986044,50.0,37.4,74.7,37.4,14.74,4.18,47.9,-5.26,-3.82,-0.1,COOL,COOL,COOL,10.56,-1.44,COOL,Green,Green,Green,Green,71,94,86,71,SOG,94,0.0,0.0,0.0,0.0,,,,🎯 D:0,,False,False,3,
2026-01-10,STL@VGK,9:00 PM,2026-01-11T03:00:00Z,Jack Eichel,VGK,C,⭐ STAR,Healthy,Unknown,,,5,1.0,🟢 ROLE+,STL,Jordan Binnington,0.8705701078582434,3.552548107422288,93.0,Unconfirmed,dailyfaceoff_name_and_stats,87.0,98.3,A1+A2,1288.54,91.5,91.8,1.05,STAR,False,True,26.00682277758054,2.4084096136332063,49.1,51.8,2.5,2.5,2.4,2.465,70.2,13.0,2.0,25.0,1.0,4.0,11.0,2.3289485844551923,0.8872185083638828,,,0.0,2.450137643193322,2.6107805701092266,50.0,65.6,71.9,65.6,12.99,3.39,24.65,-0.01,1.39,-0.35,COOL,COOL,COOL,9.6,-1.4,COOL,Green,Red,Red,Green,76,93,78,78,SOG,93,0.0,0.0,0.0,0.0,,,,🎯 D:0,🅰️ ASSISTS EARNED,False,True,3,"iXA,v2,VOL"
2026-01-10,CGY@PIT,2:30 PM,2026-01-10T20:30:00Z,Blake Coleman,CGY,L,,Healthy,Unknown,,,4,0.0,,PIT,Arturs Silovs,0.884313725490196,3.237903594621787,78.3,Confirmed,dailyfaceoff_name_and_stats,88.8,57.6,A1+A2,1020.23,64.2,72.9,1.028,NONE,False,False,28.887253597206783,2.4809218869874274,91.2,65.1,3.0,2.75,2.8,2.93,86.6,6.0,3.0,27.0,1.0,1.0,3.0,1.6590817443401118,0.41477043608502795,,,0.0,2.535617730273499,2.5180760767054386,50.0,70.6,63.9,70.6,4.63,2.76,29.3,-1.37,-0.24,2.3,COOL,COOL,WARM,1.87,-1.13,COOL,Red,Yellow,Red,Red,51,93,74,57,SOG,93,3.0,4.0,3.0,1.0,,,,🎯 D:1,,False,False,1,
2026-01-10,STL@VGK,9:00 PM,2026-01-11T03:00:00Z,Mark Stone,VGK,R,,Healthy,Unknown,,,5,1.0,🟢 ROLE+,STL,Jordan Binnington,0.8705701078582434,3.552548107422288,93.0,Unconfirmed,dailyfaceoff_name_and_stats,87.7,93.1,A1+A2,1174.65,82.0,88.4,1.046,NONE,False,False,26.00682277758054,2.4084096136332063,49.1,51.8,2.0,2.125,2.2,2.0700000000000003,53.2,12.0,8.0,20.0,5.0,2.0,4.0,2.493305014313418,0.8311016714378059,,,0.0,2.450137643193322,2.6107805701092266,50.0,65.6,73.4,65.6,13.92,4.66,20.7,1.92,-3.34,0.7,WARM,COOL,COOL,9.25,5.25,HOT,Green,Red,Red,Green,78,88,92,85,GOAL,92,0.0,0.0,0.0,0.0,,,,🥅 D:0,🅰️ ASSISTS EARNED,False,True,3,"iXA,v2,VOL"
2026-01-10,CHI@NSH,7:00 PM,2026-01-11T01:00:00Z,Connor Bedard,CHI,C,⭐ STAR,Healthy,Unknown,,,1,0.0,,NSH,Juuse Saros,0.8968421052631579,2.9607002291018034,53.2,Confirmed,dailyfaceoff_name_and_stats,91.3,95.5,A1+A2,1256.09,89.6,92.4,1.051,STAR,False,True,24.311502585923712,2.2402884622730155,31.2,16.1,3.5,3.5,2.4,3.1149999999999998,91.4,13.0,6.0,35.0,1.0,4.0,7.0,2.892638605599852,1.1125533098460967,,,0.0,2.482728863532852,2.4738116355442625,50.0,56.9,74.6,56.9,12.55,4.34,31.15,-0.45,-1.66,-3.85,COOL,COOL,COOL,8.21,1.21,COOL,Green,Green,Yellow,Green,69,92,72,74,SOG,92,1.0,1.0,2.0,0.0,,,,🎯 D:0,🅰️ ASSISTS EARNED,False,True,3,"iXA,v2,VOL"
2026-01-10,CGY@PIT,2:30 PM,2026-01-10T20:30:00Z,Rickard Rakell,PIT,R,,Healthy,Unknown,,,3,1.0,🟢 ROLE+,CGY,Dustin Wolf,0.8973262032085562,2.9718806432195373,52.9,Unconfirmed,dailyfaceoff_name_and_stats,80.2,69.0,A1+A2,1140.0,78.2,75.9,1.031,NONE,False,False,26.651996227601384,2.528827412763282,62.8,69.3,4.0,4.0,4.0,4.0,98.0,7.0,3.0,39.0,2.0,3.0,4.0,1.6885553470919326,0.9380863039399625,,,0.0,2.5212231285913353,2.4800764063943386,50.0,67.2,64.4,67.2,9.4,4.24,40.0,2.4,1.24,1.0,WARM,COOL,COOL,5.15,1.15,COOL,Red,Green,Red,Red,64,92,72,67,SOG,92,0.0,0.0,1.0,0.0,,,,🎯 D:0,,False,False,2,
2026-01-10,LAK@EDM,9:00 PM,2026-01-11T03:00:00Z,Connor McDavid,EDM,C,👑 ELITE,Healthy,Unknown,,,3,1.0,🟢 ROLE+,LAK,Anton Forsberg,0.9014778325123153,2.640699785443142,37.9,Unconfirmed,dailyfaceoff_name_and_stats,100.0,100.0,A1+A2,1364.2,95.8,99.2,1.059,ELITE,True,False,26.952103190113956,2.5580143720496706,73.5,77.1,6.0,5.875,6.2,6.07,100.0,21.0,9.0,58.0,5.0,4.0,12.0,2.536104262064107,0.7925325818950335,,,0.0,2.2095163069166537,1.7299511580274145,50.0,17.6,73.6,17.6,17.76,6.21,60.7,-3.24,-2.79,2.7,COOL,COOL,HOT,11.55,-0.45,COOL,Green,Green,Green,Green,69,92,89,77,SOG,92,0.0,0.0,0.0,0.0,,,,🎯 D:0,🅰️ ASSISTS EARNED,False,True,4,"iXA,v2,xGF,VOL"
2026-01-10,CGY@PIT,2:30 PM,2026-01-10T20:30:00Z,Bryan Rust,PIT,R,⭐ STAR,Healthy,Unknown,,,3,1.0,🟢 ROLE+,CGY,Dustin Wolf,0.8973262032085562,2.9718806432195373,52.9,Unconfirmed,dailyfaceoff_name_and_stats,95.7,90.2,A1+A2,1215.7,86.2,91.9,1.05,STAR,False,True,26.651996227601384,2.528827412763282,62.8,69.3,2.0,2.5,2.8,2.28,64.3,8.0,4.0,26.0,1.0,3.0,4.0,1.711648720458677,0.30205565655153127,,,0.0,2.5212231285913353,2.4800764063943386,50.0,67.2,65.0,67.2,9.42,4.17,22.8,1.42,0.17,-3.2,COOL,COOL,COOL,5.25,1.25,COOL,Green,Red,Red,Green,74,91,78,82,SOG,91,2.0,3.0,2.0,1.0,,,,🅿️ PTS D:2 | 🎯 D:1,🅰️ ASSISTS EARNED,False,True,2,"iXA,v2,xGF"
